Products Product Name,Products Reporting Group Name,Sales Data Sale Closed Week,Sales Data Total Ex Tax,Sales Data Total Cost,Sales Data Product Quantity
Deal - Garlic Bread,Marilyna's Pizza,2024-10-21,0,,9
"Large No Chorizo, No Cry",Marilyna's Pizza,2024-10-21,45.85,,2
Deal - BBQ Wings,Marilyna's Pizza,2024-10-21,20,,4
Gluten-free Uber Margherita,Marilyna's Pizza,2024-10-21,15.73,,1
Delivery Fee - Curl Curl / Manly / Dee Why,Marilyna's Pizza,2024-10-21,10,,2
Regular Uber Margherita [Dine-in],Dine-in Pizza,2024-10-21,426.06,,24
Family  Super Veg,Marilyna's Pizza,2024-10-21,36.36,,2
Regular Sanchez VEGAN [Dine-in],Dine-in Pizza,2024-10-21,21.27,,2
1/2 Super House,Marilyna's Pizza,2024-10-21,4.09,,3
Sibiliana Nero D'Avola - Regular,Red Wine,2024-10-21,29.58,,2
1/2 Mexicana,Marilyna's Pizza,2024-10-21,1.82,,1
Family  Meatlovers,Marilyna's Pizza,2024-10-21,72.72,,4
Kids Nuggets D,Delivery Kitchen,2024-10-21,30.53,,3
Chicken Burrito D,Delivery Kitchen,2024-10-21,106.02,,5
Beef Burger D,Delivery Kitchen,2024-10-21,42.18,,2
Large Half Half,Marilyna's Pizza,2024-10-21,51.81,,3
Large  No Chorizo No Cry,Marilyna's Pizza,2024-10-21,20,,1
Crankshaft IPA - Pint,Tap Beer,2024-10-21,337,,21
Festbier - Pint,Tap Beer,2024-10-21,186.31,,14
Geppetto Pinot Noir - Regular,Red Wine,2024-10-21,206.25,,15
Trutta Streamside Shiraz [Chilled] - Regular,Red Wine,2024-10-21,115.11,,8
Btl Version 2 Sparkling D,Delivery Alcohol,2024-10-21,43.64,,2
Sailor Jerry [House],Rum,2024-10-21,9.09,,1
Kuku Sauvignon Blanc - Large,White Wine,2024-10-21,78.66,,4
Extra Dumpling,Add-ons - Kitchen,2024-10-21,3.24,,1
Old Fashioned,Cocktails - Classic,2024-10-21,94.88,,5
No Beans,Modifiers,2024-10-21,0,,1
Bombay Dry [House],Gin,2024-10-21,335.08,,39
Double Scoop,Add-ons - Kitchen,2024-10-21,3.23,,1
Buffalo Trace Bourbon [House],Whisky,2024-10-21,63.54,,7
Corona,Bottles / Cans Alcoholic,2024-10-21,153.25,,15
Amarretto Sour,Cocktails - Classic,2024-10-21,34.54,,2
Freshwater Gin Tonica,Gin,2024-10-21,55.47,,3
Chicken Burrito,Big Plates,2024-10-21,620.75,,28
Archie Rose Signature Gin,Gin,2024-10-21,10.91,,1
Stow Schnitty,Big Plates,2024-10-21,606.7,,30
Jala Marg Jar,Delivery Cocktails,2024-10-21,72.14,,3
Eggplant Parmy,Big Plates,2024-10-21,155.49,,7
Sprite Can,Marilyna's Soft Drinks,2024-10-21,3.64,,1
Kids Nuggets & Chips,Kids Meals,2024-10-21,124.51,,10
Philter XPA - Pint,Tap Beer,2024-10-21,669.52,,66
Spaghetti Bolognese,Marilyna's Pizza,2024-10-21,10.91,,1
Bacaro Nero D'avola - Regular,Red Wine,2024-10-21,25.9,,2
No Pineapple,Modifiers,2024-10-21,0,,3
Two Tonne Riesling - Large,White Wine,2024-10-21,23.12,,1
Kids Margherita Pizza,Kids Meals,2024-10-21,71.33,,7
Two Tonne Riesling - Regular,White Wine,2024-10-21,87.8,,6
Puerto Sunset,Cocktails - Signature,2024-10-21,79.29,,4
Garlic Bread,Marilyna's Pizza,2024-10-21,129.04,,29
Peroni,Bottles / Cans Alcoholic,2024-10-21,114.34,,12
Large House Special,Marilyna's Pizza,2024-10-21,157.21,,8
Grey Goose,Vodka,2024-10-21,55.47,,5
Family House Special,Marilyna's Pizza,2024-10-21,121.36,,5
Kraken Rum,Rum,2024-10-21,111.29,,10
Buffalo Wings,Small Plates,2024-10-21,559.19,,37
Stow's Irish Coffee,Mocktails,2024-10-21,60.7,,6
No Pico de Gallo,Modifiers,2024-10-21,0,,2
Virgin Margy,Mocktails,2024-10-21,34.2,,3
No Beef,None,2024-10-21,0,,1
Orange Juice Glass,Non-alcoholic,2024-10-21,8.11,,4
No Vegan Chipotle Aioli,None,2024-10-21,0,,1
Hill People Oat Cream - Pint,Tap Beer,2024-10-21,202.87,,12
No Sun-dried Tomatoes,None,2024-10-21,0,,1
BBQ Wings D,Delivery Kitchen,2024-10-21,107,,9
No Chipotle Mayo,None,2024-10-21,0,,1
Buffalo Wings D,Delivery Kitchen,2024-10-21,52.85,,5
Add Basil,Add-ons - Pizza,2024-10-21,0.93,,9
Large Mexicana,Marilyna's Pizza,2024-10-21,19.09,,1
Add Onion,Add-ons - Pizza,2024-10-21,0,,8
Family Mexicana,Marilyna's Pizza,2024-10-21,71.72,,3
Add Pumpkin,Add-ons - Pizza,2024-10-21,0,,8
Family Pepperoni,Marilyna's Pizza,2024-10-21,174.97,,8
Old Panther - Schooner,Tap Beer,2024-10-21,308.69,,30
Large Paddock,Marilyna's Pizza,2024-10-21,40,,2
Add Cheese,Add-ons - Kitchen,2024-10-21,0,,2
Family Margherita,Marilyna's Pizza,2024-10-21,187.55,,9
Large New Yorker,Marilyna's Pizza,2024-10-21,77,,5
Staff Dinner $5,Staff Dinners,2024-10-21,293.87,,65
"Regular No Chorizo, No Cry",Marilyna's Pizza,2024-10-21,48.68,,3
No Zucchini,None,2024-10-21,0,,1
Regular Bubba Gump [Dine-in],Dine-in Pizza,2024-10-21,18.18,,1
No Corn,None,2024-10-21,0,,2
Regular Southern Lamb [Dine-in],Dine-in Pizza,2024-10-21,18.49,,1
No Cherry Tomatoes,None,2024-10-21,0,,3
Regular Super House Special [Dine-in],Dine-in Pizza,2024-10-21,38.51,,2
No Pulled Mushroom,None,2024-10-21,0,,1
Delivery Fee - Allambie / Cromer / Fairlight,Marilyna's Pizza,2024-10-21,7.27,,1
No Truffle Oil,None,2024-10-21,0,,1
Family  Margherita,Marilyna's Pizza,2024-10-21,18.18,,1
No Onion,None,2024-10-21,0,,9
1/2 Hawaiian,Marilyna's Pizza,2024-10-21,0.5,,1
Add Pesto Base,Add-ons - Pizza,2024-10-21,0,,8
Vegilante Burger D,Delivery Kitchen,2024-10-21,25.6,,1
Add Shallots,Add-ons - Pizza,2024-10-21,0,,8
Sweet Potato Fries D,Delivery Kitchen,2024-10-21,12.02,,1
Add Prosciutto,Add-ons - Pizza,2024-10-21,0,,8
Bratwurst + Pint,Kitchen Specials,2024-10-21,95,,4
Mojito,Cocktails - Classic,2024-10-21,17.27,,1
Status Quo - Schooner,Tap Beer,2024-10-21,345.76,,35
Make it Vegan [use vegan cheese],None,2024-10-21,0,,1
Status Quo - Pint,Tap Beer,2024-10-21,303.14,,21
Add Grilled Fish,Add-ons - Kitchen,2024-10-21,32.79,,7
Geppetto Pinot Noir - Bottle,Red Wine,2024-10-21,54.55,,2
Add Chilli,Add-ons - Pizza,2024-10-21,0.45,,9
Stone & Wood - Schooner,Tap Beer,2024-10-21,1517.56,,145.8
Regular New Yorker,Marilyna's Pizza,2024-10-21,83.19,,5
Grifter Pale Ale 4-pack D,Delivery Alcohol,2024-10-21,0,,0
Lamb Roast,Kitchen Specials,2024-10-21,835.64,,34
Bramble,Cocktails - Classic,2024-10-21,11.4,,1
Add Garlic,Add-ons - Pizza,2024-10-21,0,,8
Side Spicy Salsa,Add-ons - Kitchen,2024-10-21,5.58,,12
De La Grosse Beaujolais D,Delivery Alcohol,2024-10-21,23.27,,1
Sour Cream,Add-ons - Pizza,2024-10-21,3.72,,4
Sibiliana Nero D'Avola - Large,Red Wine,2024-10-21,22.19,,1
Add Kahlua,Add-ons - Pizza,2024-10-21,10.98,,3
Sea Foam Pet Nat - Regular,Pet Nat Wine,2024-10-21,0,,1
Tuckerbush Margie,Cocktails - Signature,2024-10-21,270.94,,16
Family  Sorrento,Marilyna's Pizza,2024-10-21,18.18,,1
Uptown Funk,Cocktails - Signature,2024-10-21,125.11,,9
Spaghetti Bolognese D,Delivery Kitchen,2024-10-21,31.55,,4
Classic Margarita,Cocktails - Classic,2024-10-21,3315.55,,226
Large   Pepperoni,Marilyna's Pizza,2024-10-21,9,,1
No Salt,None,2024-10-21,0,,6
Fish Tacos D,Delivery Kitchen,2024-10-21,16.64,,1
Cadillac Margarita,Cocktails - Classic,2024-10-21,82.27,,4
Tommy's Margarita,Cocktails - Classic,2024-10-21,90.9,,6
VB Tinnie,Bottles / Cans Alcoholic,2024-10-21,41.04,,5
Lettuce Cup [Gluten-free alt.],None,2024-10-21,0,,1
Brookie's Byron Dry Gin Tonica,Gin,2024-10-21,18.18,,1
Petits Detours Rosé - Large,Rose Wine,2024-10-21,46.24,,2
Soda [mixer],Modifiers,2024-10-21,0,,26
Trutta Streamside Shiraz [Chilled] - Bottle,Red Wine,2024-10-21,107.26,,2
"Lemon, Lime & Bitters",Non-alcoholic,2024-10-21,89.45,,21
Grifter Pale Ale Cans D,Delivery Alcohol,2024-10-21,6.36,,1
Fresh is Best Summer Lager - Schooner,Tap Beer,2024-10-21,580.93,,88
Version Two Pinot Grigio - Large,White Wine,2024-10-21,34.85,,2
Philter XPA - Schooner,Tap Beer,2024-10-21,564.17,,75.7
Version Two Sparkling - Bottle,Sparkling Wine,2024-10-21,407.16,,9
A. Rodda Tempranillo - Bottle,Red Wine,2024-10-21,137.86,,2
Villa Fresco Sangiovese - Bottle,Red Wine,2024-10-21,45.3,,1
Domaine Gueguen Chablis - Bottle,White Wine,2024-10-21,204,,2
Villa Fresco Sangiovese - Large,Red Wine,2024-10-21,163.07,,9
Padrillos Malbec - Large,Red Wine,2024-10-21,23.64,,1
Fresh is Best Lager - Pint,Tap Beer,2024-10-21,773.38,,76
Ravensworth Skins Gris - Large,Orange / Skins Wine,2024-10-21,24.55,,1
Mini Banh Mi,Small Plates,2024-10-21,193.64,,13
Family BBQ Chicken Pizza,Marilyna's Pizza,2024-10-21,25.89,,1
Rosemary Salted Fries,Small Plates,2024-10-21,439.78,,40
Family Bubba Gump,Marilyna's Pizza,2024-10-21,51.34,,2
Tofu San Dumplings,Small Plates,2024-10-21,58.7,,4
Large Meatlovers,Marilyna's Pizza,2024-10-21,102,,5
Swap Vegan Cheese for Dairy Cheese,Modifiers,2024-10-21,0,,1
Family Super House Special,Marilyna's Pizza,2024-10-21,102.66,,4
Queso Dip,Add-ons - Kitchen,2024-10-21,4.91,,11
Regular Paddock,Marilyna's Pizza,2024-10-21,32.65,,2
No Mayo,Modifiers,2024-10-21,0,,2
2 Glasses,Modifiers,2024-10-21,0,,9
No Slaw,Modifiers,2024-10-21,0,,3
Dry,Modifiers,2024-10-21,0,,7
Lychee Martini,Cocktails - Classic,2024-10-21,802.74,,52
No Sugar,Modifiers,2024-10-21,0,,3
Lemon Twist,Modifiers,2024-10-21,0,,8
Chipotle Mayo Dipping Sauce,Add-ons - Kitchen,2024-10-21,5.67,,12
Yenda Session Lager Tin,Bottles / Cans Alcoholic,2024-10-21,39.94,,5
No Lemon,None,2024-10-21,0,,1
James Boags Light,Bottles / Cans Alcoholic,2024-10-21,7.73,,1
No Pepperoni,None,2024-10-21,0,,2
Monteith's Apple Cider Bottle,Bottles / Cans Alcoholic,2024-10-21,19.42,,2
No Basil,None,2024-10-21,0,,3
Four Pillars Olive Leaf,Gin,2024-10-21,24.54,,2
No Cabanossi,None,2024-10-21,0,,2
Monkey Shoulder Scotch [House],Whisky,2024-10-21,31,,3
No Mushroom,None,2024-10-21,0,,1
Bacardi Blanca [House],Rum,2024-10-21,18.18,,2
No Anchovies,None,2024-10-21,0,,2
Neat,Modifiers,2024-10-21,0,,1
Large The Deli Pizza,Marilyna's Pizza,2024-10-21,40.34,,2
Seadrift Coast Non-alc G&T,Mocktails,2024-10-21,62.76,,5
Add Mushrooms,Add-ons - Pizza,2024-10-21,0,,11
Vinada Sparkling Rose,Non-alcoholic,2024-10-21,40.51,,4
Add Cabanossi,Add-ons - Pizza,2024-10-21,0,,9
Stow Soda - Passionfruit,Non-alcoholic,2024-10-21,14.67,,2
Regular Prawn Hub,Marilyna's Pizza,2024-10-21,0,,1
Fresh Lime Soda,Non-alcoholic,2024-10-21,64.33,,23
Extra Slider,Add-ons - Kitchen,2024-10-21,10.07,,1
Lemonade Glass,Non-alcoholic,2024-10-21,44.66,,12
Make it Dairy-free [vg bun],None,2024-10-21,0,,2
Pink Lemonade Glass,Non-alcoholic,2024-10-21,28.2,,7
Send Kids Food ASAP,None,2024-10-21,0,,19
Two Bays GF Pale Can D,Delivery Alcohol,2024-10-21,14.54,,2
Cucumber,None,2024-10-21,0,,6
On The Rocks,Modifiers,2024-10-21,0,,66
Family Little Italy,Marilyna's Pizza,2024-10-21,51.34,,2
"Minim ""Bourdain"" - Bottle",Red Wine,2024-10-21,66,,1
Regular Uber Margherita,Marilyna's Pizza,2024-10-21,27.2,,2
Trentham Estate Rosé - Large,Rose Wine,2024-10-21,56.21,,3
Gluten-free Meatlovers [Dine-in],Dine-in Pizza,2024-10-21,20.91,,1
Regular Garlic Cheese Pizza,Marilyna's Pizza,2024-10-21,8.32,,1
Veuve Clicquot Yellow Label - Glass,Sparkling Wine,2024-10-21,174.02,,8
Regular 4 Cheese Pizza,Marilyna's Pizza,2024-10-21,13.87,,1
"Delinquente ""Screaming Betty"" Vermentino - Regular",White Wine,2024-10-21,27.28,,2
4 Glasses,Modifiers,2024-10-21,0,,2
Family  The Deli,Marilyna's Pizza,2024-10-21,18.18,,1
Gluten-free BBQ Chicken Pizza,Marilyna's Pizza,2024-10-21,38.49,,2
Family  House Special,Marilyna's Pizza,2024-10-21,36.36,,2
Large Bubba Gump,Marilyna's Pizza,2024-10-21,20.34,,1
1/2 Sanchez,Marilyna's Pizza,2024-10-21,4.32,,2
Regular Meatlovers,Marilyna's Pizza,2024-10-21,80.81,,5
1/2 Southern Lamb,Marilyna's Pizza,2024-10-21,4.32,,2
Large Sanchez,Marilyna's Pizza,2024-10-21,40,,2
1/2 Cosmopolitan,Marilyna's Pizza,2024-10-21,3.64,,2
Regular Super House Special,Marilyna's Pizza,2024-10-21,108.15,,7
1/2 Hail Africa,Marilyna's Pizza,2024-10-21,0,,1
Family Sorrento,Marilyna's Pizza,2024-10-21,51.77,,2
Corn Star D,Delivery Kitchen,2024-10-21,13.89,,1
Gluten-free Tandoori Chicken,Marilyna's Pizza,2024-10-21,18.18,,1
Mother's Milk Shiraz - Regular,Red Wine,2024-10-21,302.64,,23
Gluten-free Margherita,Marilyna's Pizza,2024-10-21,30.55,,2
Dom Pérignon Champagne - Bottle,Sparkling Wine,2024-10-21,0,,1
No Garlic,None,2024-10-21,0,,4
Balvenie 14 Year Caribbean Cask,Whisky,2024-10-21,18.49,,1
No Za'atar,None,2024-10-21,0,,1
San Pellegrino 500ml,Non-alcoholic,2024-10-21,33.91,,6
No Caramelised Onion,None,2024-10-21,0,,1
United States of Dumplings,Small Plates,2024-10-21,346.68,,25
No Walnut Crumb,None,2024-10-21,0,,1
No Guac,Modifiers,2024-10-21,0,,1
No Prosciutto,None,2024-10-21,0,,1
American Standard Burger,Big Plates,2024-10-21,698.77,,37
No Mozzarella,None,2024-10-21,0,,2
Vegilante Vegan Burger,Big Plates,2024-10-21,75.61,,7
No Oregano,None,2024-10-21,0,,1
No Vegan Cheese,Modifiers,2024-10-21,0,,3
Add Bocconcini,Add-ons - Pizza,2024-10-21,0,,8
Tallows Dancer,Cocktails - Signature,2024-10-21,129.08,,10
Add Garlic Base,Add-ons - Pizza,2024-10-21,0,,8
Vodka Martini,Cocktails - Classic,2024-10-21,36.27,,2
Add Coriander,Add-ons - Pizza,2024-10-21,0,,8
Better Beer Tin,Bottles / Cans Alcoholic,2024-10-21,65.46,,7
Add Artichoke Heart,Add-ons - Pizza,2024-10-21,0,,8
Young Henrys Cloudy Cider Can,Bottles / Cans Alcoholic,2024-10-21,34.91,,3
Add Capsicum,Add-ons - Pizza,2024-10-21,1.01,,9
Amaro Montenegro,Amaro / Aperitif / Fortified Wine,2024-10-21,32.73,,3
Add Grilled Chicken,Add-ons - Kitchen,2024-10-21,38.25,,8
Jala Margy PartyJar (6),Delivery Cocktails,2024-10-21,60.14,,2
Add Pulled Beef Brisket,Add-ons - Kitchen,2024-10-21,4.63,,1
Ottelia Cab Sav - Regular,Red Wine,2024-10-21,102.59,,7
Regular 4 Cheese Pizza [Dine-in],Dine-in Pizza,2024-10-21,17.56,,1
Padrillos Malbec - Bottle,Red Wine,2024-10-21,114.54,,2
Regular Tandoori Chicken [Dine-in],Dine-in Pizza,2024-10-21,18.18,,1
Cheesy Garlic Bread,Marilyna's Pizza,2024-10-21,34.18,,6
Extra Veg,Add-ons - Kitchen,2024-10-21,3.05,,1
Family Hawaiian,Marilyna's Pizza,2024-10-21,17.46,,1
Side Guac,Add-ons - Kitchen,2024-10-21,6.51,,7
Dirty,Modifiers,2024-10-21,0,,7
Family  Little Italy,Marilyna's Pizza,2024-10-21,18.18,,1
Tomato Dipping Sauce,Add-ons - Kitchen,2024-10-21,0.96,,25
1/2 Meatlovers,Marilyna's Pizza,2024-10-21,2.27,,1
Extra Sauce,Add-ons - Bar,2024-10-21,0,,1
1/2 BBQ Chicken,Marilyna's Pizza,2024-10-21,2.5,,1
No Prawn,None,2024-10-21,0,,1
1/2 No Chorizo No Cry,Marilyna's Pizza,2024-10-21,2,,1
No Chorizo,None,2024-10-21,0,,1
Deal  - BBQ Wings,Marilyna's Pizza,2024-10-21,46.36,,5
No Spinach,None,2024-10-21,0,,1
Family Half Half,Marilyna's Pizza,2024-10-21,91.64,,5
No red onion,None,2024-10-21,0,,1
Large   Half Half,Marilyna's Pizza,2024-10-21,0,,1
Add Fetta,Add-ons - Pizza,2024-10-21,1.85,,9
Fries D,Delivery Kitchen,2024-10-21,12.2,,1
Add Corn,Add-ons - Pizza,2024-10-21,0,,8
Bratwurst Hotdog,Kitchen Specials,2024-10-21,47.49,,4
Add Eggplant,Add-ons - Pizza,2024-10-21,0,,8
Petits Detours Rosé - Regular,Rose Wine,2024-10-21,579.57,,39
Add Sliced Tomatoes,Add-ons - Pizza,2024-10-21,0,,8
Grifter Pale - Pint,Tap Beer,2024-10-21,654.32,,63.5
Add Tandoori Chicken,Add-ons - Pizza,2024-10-21,0,,8
Version Two Pinot Grigio - Regular,White Wine,2024-10-21,335.46,,38
Add Ham,Add-ons - Pizza,2024-10-21,2.77,,11
Espresso Martini,Cocktails - Classic,2024-10-21,668.96,,46
No Tomato,None,2024-10-21,0,,7
Hendrick's Gin,Gin,2024-10-21,135.44,,12
"Regular No Chorizo, No Cry [Dine-in]",Dine-in Pizza,2024-10-21,237.09,,12
Jalapeño Edamame,Small Plates,2024-10-21,158.28,,14
Regular Pepperoni [Dine-in],Dine-in Pizza,2024-10-21,34.54,,2
Cauliflower Tacos,Small Plates,2024-10-21,73.96,,4
Regular Vegetarian [Dine-in],Dine-in Pizza,2024-10-21,17.27,,1
Truffle Fries,Small Plates,2024-10-21,291.44,,23
Extra Gravy,Add-ons - Kitchen,2024-10-21,2,,2
Fancy Pants Parmy,Big Plates,2024-10-21,1061.75,,54
Delivery Fee [Me&U],Marilyna's Pizza,2024-10-21,82.08,,22
Swap for Sweet Potato Fries,Add-ons - Kitchen,2024-10-21,24.61,,19
Delivery Fee - Freshwater / Queenscliff,Marilyna's Pizza,2024-10-21,64.88,,21
Chicken Shindig Burger,Big Plates,2024-10-21,330.21,,20
1/2 Tandoori Chicken,Marilyna's Pizza,2024-10-21,2.27,,1
Side Sour Cream,Add-ons - Kitchen,2024-10-21,0,,8
Large  Super House,Marilyna's Pizza,2024-10-21,20,,1
Brownie,Desserts,2024-10-21,102.93,,9
Tues - Garlic Bread,Marilyna's Pizza,2024-10-21,0,,1
Hard Yuzu Solo,Cocktails - Signature,2024-10-21,135.49,,12
Deal  - Garlic Bread,Marilyna's Pizza,2024-10-21,0,,5
Belvedere Vodka,Vodka,2024-10-21,12.2,,1
Tuk Tuk Salad D,Delivery Kitchen,2024-10-21,38.73,,2
Corona 6-pack D,Delivery Alcohol,2024-10-21,25,,1
Truffle Fries D,Delivery Kitchen,2024-10-21,27.75,,2
Hill People Oat Cream - Schooner,Tap Beer,2024-10-21,294.06,,23
Beef Dumplings D,Delivery Kitchen,2024-10-21,13.87,,1
Fresh is Best Summer Lager - Pint,Tap Beer,2024-10-21,228.92,,21
Festbier - Schooner,Tap Beer,2024-10-21,64.9,,6
Dazma Vermentino - Regular,White Wine,2024-10-21,23.64,,2
Bratwurst & Pint Combo - Fresh Is Best Pint,Kitchen Specials,2024-10-21,27.97,,1
Padrillos Malbec - Regular,Red Wine,2024-10-21,44.14,,3
Btl Scout Pinot Gris D,Delivery Alcohol,2024-10-21,32.73,,1
Year Wines 'Zagara' Orange - Regular,Orange / Skins Wine,2024-10-21,13.87,,1
Stone & Wood - Pint,Tap Beer,2024-10-21,996.13,,70
3 Glasses,Modifiers,2024-10-21,0,,2
Ottelia Chardonnay - Large,White Wine,2024-10-21,93.58,,4
Regular Cosmopolitan,Marilyna's Pizza,2024-10-21,32.71,,2
Ottelia Chardonnay - Regular,White Wine,2024-10-21,288.74,,21
Family Cosmopolitan,Marilyna's Pizza,2024-10-21,25.45,,1
Scout Pinot Gris - Regular,White Wine,2024-10-21,33,,2
Family Meatlovers,Marilyna's Pizza,2024-10-21,153.99,,6
Grifter Pale - Schooner,Tap Beer,2024-10-21,536.27,,67
Large Pepperoni,Marilyna's Pizza,2024-10-21,86.64,,5
Villa Fresco Sangiovese - Regular,Red Wine,2024-10-21,153.56,,17
Regular Sanchez,Marilyna's Pizza,2024-10-21,15.45,,1
Stow Spritz,Cocktails - Signature,2024-10-21,386.75,,32
Regular Southern Lamb,Marilyna's Pizza,2024-10-21,15.45,,1
Bry Ol San Pell,Modifiers,2024-10-21,0.2,,4
Large Southern Lamb,Marilyna's Pizza,2024-10-21,20.37,,1
Large Margherita,Marilyna's Pizza,2024-10-21,134.75,,8
Cri De Couer Pinot Noir - Large,Red Wine,2024-10-21,106.95,,3
No Spiced Sour Cream,None,2024-10-21,0,,2
No Olives,None,2024-10-21,0,,2
Vegan Cheese [Pizza],Add-ons - Pizza,2024-10-21,13.75,,13
Add Minted Yoghurt,Add-ons - Pizza,2024-10-21,0,,8
Add Cherry Tomatoes,Add-ons - Pizza,2024-10-21,0,,9
Add Pineapple,Add-ons - Pizza,2024-10-21,2.73,,11
Add Calabrese,Add-ons - Pizza,2024-10-21,0,,8
Bloody Mary,Cocktails - Classic,2024-10-21,100,,5
Pisco Sour,Cocktails - Classic,2024-10-21,29.36,,2
Family Prawn Hub,Marilyna's Pizza,2024-10-21,25.9,,1
Make it Dairy-free [vg bun & no cheese],None,2024-10-21,0,,2
No Burger Sauce,None,2024-10-21,0,,6
Add Pulled Mushroom,Add-ons - Kitchen,2024-10-21,3.7,,1
