Position,Product Number,Product,Quantity,Percent of Quantity,Sale Amount,Percent of Sale Amount,Cost,Percent of Gross Profit
1,,Unlimited Dumplings,117,26,2803.2,48,0,100
2,,Open Price,28,6,14,0,0,100
3,,Version Two Pinot Grigio - Regular,23,5,264,5,40.63,85
4,,Pepsi Max Glass,18,4,82.49,1,0,100
5,,Fresh Lime Soda,15,3,53.4,1,0,100
6,,Pepsi Glass,14.5,3,65.25,1,0,100
7,,Geppetto Pinot Noir - Regular,14,3,162.5,3,49.49,70
8,,Fresh is Best Lager - Pint,13,3,163.3,3,31.8,81
9,,Fresh is Best Lager - Schooner,10,2,84.85,1,18.24,79
10,,Lemonade Glass,9,2,40.5,1,0,100
11,,Kirin - Schooner,9,2,112.46,2,34.03,70
12,,"Lemon, Lime & Bitters",8,2,40,1,0,100
13,,Version Two Sparkling - Regular,7,2,59,1,12.37,79
14,,Aperol Spritz,7,2,116.92,2,24.87,79
15,,Padrillos Malbec - Regular,6,1,109.18,2,26.87,75
16,,White Light Pure Vodka [House],6,1,58.38,1,9.12,84
17,,Grifter Pale - Pint,6,1,66.98,1,20.04,70
18,,Pink Lemonade Glass,5,1,22.5,0,0.68,97
19,,Philter XPA - Schooner,4,1,41.5,1,9.22,78
20,,BBQ Pork Buns,4,1,60.49,1,0,100
21,,Fill w Ice,4,1,0,0,0,0
22,,Fried Rice,4,1,59.8,1,0,100
23,,Classic Margarita,4,1,63.13,1,15.85,75
24,,Mulled Wine,4,1,30.98,1,8.22,73
25,,Scorched As,4,1,70.72,1,16.84,76
26,,Duck Spring Rolls,4,1,65.57,1,0,100
27,,Stone & Wood - Schooner,4,1,52,1,12.96,75
28,,Tommy's Margarita,3,1,64.03,1,14.75,77
29,,Heaps Normal Tin,3,1,33,1,8.01,76
30,,Philter Red - Schooner,3,1,11,0,7.6,31
31,,Kids Fried Rice,3,1,39.85,1,0,100
32,,Lime,3,1,0,0,0,0
33,,Chicken.,3,1,6.14,0,0,100
34,,Soda [mixer],3,1,0,0,0,0
35,,One Ice Cube,3,1,0,0,0,0
36,,Chicken,3,1,8.8,0,0,100
37,,Jasmine Rice,3,1,0,0,0,0
38,,Jalapeño Marg,3,1,64.02,1,2.21,97
39,,Trutta Streamside Shiraz [Chilled] - Regular,3,1,55.77,1,11.22,80
40,,Outback Prawn Toast,3,1,32,1,0,100
41,,On The Rocks,3,1,0,0,0,0
42,,Stone & Wood - Pint,3,1,51.56,1,13.04,75
43,,Dumplings - Prawn Har Gow [GF],3,1,54.59,1,0,100
44,,Kuku Sauvignon Blanc - Regular,2,0,28.92,0,5.83,80
45,,Little Dragon Can,2,0,25,0,6.97,72
46,,Popcorn Cauliflower,2,0,28.92,0,0,100
47,,Corona,2,0,21.34,0,5.14,76
48,,Karaage Chicken,2,0,16,0,0,100
49,,Flower Child,2,0,44,1,5.81,87
50,,Ottelia Cab Sav - Regular,2,0,34.55,1,9.22,73
51,,Ottelia Chardonnay - Large,2,0,51.64,1,11.53,78
52,,Philter XPA - Pint,2,0,18,0,6.18,66
53,,Petits Detours Rosé - Regular,1,0,0,0,3.53,0
54,,Dumplings - Beef & Cabbage,1,0,13,0,0,100
55,,Glaetzer Anaperenna Shiraz Cab - Regular,1,0,28.92,0,7.5,74
56,,Rosemary Salted Fries,1,0,0,0,1.86,0
57,,Send Kids Food ASAP,1,0,0,0,0,0
58,,Kids Mie Goreng,1,0,13.42,0,0,100
59,,Mie Goreng,1,0,23,0,0,100
60,,Stow Soda - Passionfruit,1,0,9,0,0,100
61,,A. Rodda Tempranillo - Regular,1,0,18.59,0,5.57,70
62,,San Pellegrino 500ml,1,0,9.29,0,2.32,75
63,,Hugo Spritz,1,0,21.69,0,1.35,94
64,,Mother's Milk Shiraz - Regular,1,0,15,0,3.22,79
65,,Veg Spring Rolls,1,0,15.49,0,0,100
66,,Oceanside,1,0,15.49,0,3.59,77
67,,Cranberry Juice Glass,1,0,5.16,0,0.69,87
68,,Kids Dumplings - Veg,1,0,8.26,0,0,100
69,,Fellr Watermelon Seltzer Tin,1,0,12,0,3.41,72
70,,Side Tomato Sauce,1,0,0,0,0,0
71,,Onion Rings,1,0,12,0,0,100
72,,1 Glass,1,0,0,0,0,0
73,,Fresh is Best Summer Lager - Pint,1,0,12.4,0,2.13,83
74,,Bundaberg Ginger Beer,1,0,5,0,0.96,81
75,,Guinness Draught - Pint,1,0,17.5,0,4.7,73
76,,Version Two Pinot Grigio - Bottle,1,0,49,1,8.83,82
77,,Kids Nuggets & Chips,1,0,13,0,2.25,83
78,,Side Aioli,1,0,0,0,0,0
79,,Kirin - Pint,1,0,18.5,0,5.07,73
80,,Hot Chocolate,1,0,15,0,0,100
81,,Seadrift Coast Non-alc G&T,1,0,13,0,2.41,81
