week_ending,venue,reporting_group,sales_ex_gst,qty
2025-08-31,stow,Non-alcoholic,887.31,182.0
2025-08-31,stow,None,5.45,227.0
2025-08-31,stow,Orange / Skins Wine,171.03,6.0
2025-08-31,stow,Pet Nat Wine,23.12,1.0
2025-08-31,stow,Red Wine,2739.51,175.0
2025-08-31,stow,Rose Wine,1211.87,64.0
2025-08-31,stow,Rum,44.55,5.0
2025-08-31,stow,Salads,195.99,11.0
2025-08-31,stow,Small Plates,4832.19,330.0
2025-08-31,stow,Sparkling Wine,650.25,41.0
2025-08-31,stow,Staff Dinners,255.91,56.0
2025-08-31,stow,Stow Food,8.6,3.0
2025-08-31,stow,Tap Beer,9664.47,923.5
2025-08-31,stow,Tequila,23.64,2.0
2025-08-31,stow,Vodka,412.55,47.0
2025-08-31,stow,Whisky,319.8,25.0
2025-08-31,stow,White Wine,2878.6,196.0
2025-09-07,hg,Add-ons - Kitchen,461.54,178.0
2025-09-07,hg,Big Plates,6483.22,356.0
2025-09-07,hg,Bottles / Cans Alcoholic,177.62,20.0
2025-09-07,hg,Cocktails - Classic,818.95,62.0
2025-09-07,hg,Cocktails - Signature,1086.43,67.5
2025-09-07,hg,Desserts,54.18,5.0
2025-09-07,hg,Gin,124.93,13.0
2025-09-07,hg,Harry Gatos Food,2010.45,184.0
2025-09-07,hg,Kids,15.27,2.0
2025-09-07,hg,Mocktails,24.04,2.0
2025-09-07,hg,Modifiers,0.0,33.0
2025-09-07,hg,Non-Alcoholic,469.04,103.0
2025-09-07,hg,None,1.82,137.0
2025-09-07,hg,Red Wine,435.45,32.0
2025-09-07,hg,Rose Wine,267.99,19.0
2025-09-07,hg,Sake & Soju,49.09,2.0
2025-09-07,hg,Small Plates,1570.5,131.0
2025-09-07,hg,Sparkling Wine,268.47,7.0
2025-09-07,hg,Staff Dinners,73.64,17.0
2025-09-07,hg,Tap Beer,1801.3,191.8
2025-09-07,hg,Vodkas,29.27,4.0
2025-09-07,hg,Whiskies,9.09,1.0
2025-09-07,hg,White Wine,505.58,36.0
2025-09-07,mari,Add-ons - Pizza,173.82,160.0
2025-09-07,mari,Delivery Alcohol,122.0,8.0
2025-09-07,mari,Delivery Cocktails,185.03,8.0
2025-09-07,mari,Dine-in Pizza,2426.74,121.0
2025-09-07,mari,Marilyna's Pizza,11559.34,732.0
2025-09-07,mari,Marilyna's Soft Drinks,194.64,96.0
2025-09-07,stow,Add-ons - Bar,48.57,19.0
2025-09-07,stow,Add-ons - Kitchen,290.88,310.0
2025-09-07,stow,Amaro / Aperitif / Fortified Wine,19.8,2.0
2025-09-07,stow,Big Plates,5259.6,258.0
2025-09-07,stow,Bottles / Cans Alcoholic,364.68,44.0
2025-09-07,stow,Cocktails - Classic,7953.09,509.0
2025-09-07,stow,Cocktails - Signature,1351.66,80.0
2025-09-07,stow,Delivery Kitchen,1577.38,106.0
2025-09-07,stow,Desserts,69.1,6.0
2025-09-07,stow,Functions & Misc.,218.87,5.0
2025-09-07,stow,Gin,891.49,84.0
2025-09-07,stow,Kids Meals,348.72,28.0
2025-09-07,stow,Kitchen Specials,1844.62,87.0
2025-09-07,stow,Liqueurs,54.0,7.0
2025-09-07,stow,Mocktails,190.33,15.0
2025-09-07,stow,Modifiers,0.05,183.0
2025-09-07,stow,Non-alcoholic,1101.64,218.0
2025-09-07,stow,None,3.27,244.0
2025-09-07,stow,Orange / Skins Wine,250.48,18.0
2025-09-07,stow,Pet Nat Wine,16.0,1.0
2025-09-07,stow,Red Wine,3156.65,192.0
2025-09-07,stow,Rose Wine,1562.1,94.0
2025-09-07,stow,Rum,85.76,8.0
2025-09-07,stow,Salads,340.77,18.0
2025-09-07,stow,Small Plates,5505.89,376.0
2025-09-07,stow,Sparkling Wine,1777.28,86.0
2025-09-07,stow,Staff Dinners,185.45,40.0
2025-09-07,stow,Tap Beer,9842.42,986.7
2025-09-07,stow,Tequila,308.4,21.0
2025-09-07,stow,Vodka,588.34,64.0
2025-09-07,stow,Whisky,481.45,54.5
2025-09-07,stow,White Wine,2098.33,126.0
2025-09-14,hg,Add-ons - Kitchen,352.6,126.0
2025-09-14,hg,Big Plates,5693.85,319.0
2025-09-14,hg,Bottles / Cans Alcoholic,243.87,24.0
2025-09-14,hg,Cocktails - Classic,1077.71,75.0
2025-09-14,hg,Cocktails - Signature,1095.76,73.0
2025-09-14,hg,Desserts,57.65,6.0
2025-09-14,hg,Gin,74.89,8.0
2025-09-14,hg,Harry Gatos Food,2267.06,202.0
2025-09-14,hg,Kids,7.27,1.0
2025-09-14,hg,Modifiers,0.0,27.0
2025-09-14,hg,Non-Alcoholic,559.85,115.0
2025-09-14,hg,None,2.0,126.0
2025-09-14,hg,Orange / Skins Wine,27.0,3.0
2025-09-14,hg,Red Wine,223.12,15.0
2025-09-14,hg,Rose Wine,103.42,8.0
2025-09-14,hg,Sake & Soju,257.13,16.0
2025-09-14,hg,Small Plates,1592.02,135.0
2025-09-14,hg,Sparkling Wine,252.3,26.0
2025-09-14,hg,Staff Dinners,88.18,20.0
2025-09-14,hg,Tap Beer,1667.29,167.0
2025-09-14,hg,Vodkas,83.25,11.0
2025-09-14,hg,Whiskies,20.0,2.0
2025-09-14,hg,White Wine,607.59,48.0
2025-09-14,mari,Add-ons - Pizza,171.23,155.0
2025-09-14,mari,Delivery Alcohol,85.16,5.0
2025-09-14,mari,Delivery Cocktails,108.38,4.0
2025-09-14,mari,Dine-in Pizza,1875.75,95.0
2025-09-14,mari,Marilyna's Pizza,11403.53,675.0
2025-09-14,mari,Marilyna's Soft Drinks,180.31,61.0
2025-09-14,stow,Add-ons - Bar,17.61,10.0
2025-09-14,stow,Add-ons - Kitchen,279.59,293.0
2025-09-14,stow,Amaro / Aperitif / Fortified Wine,16.36,2.0
2025-09-14,stow,Big Plates,4855.45,228.0
2025-09-14,stow,Bottles / Cans Alcoholic,650.06,69.0
2025-09-14,stow,Cocktails - Classic,6004.87,363.0
2025-09-14,stow,Cocktails - Signature,1403.45,80.0
2025-09-14,stow,Delivery Kitchen,1637.28,107.0
2025-09-14,stow,Desserts,22.0,2.0
2025-09-14,stow,Functions & Misc.,31.82,4.0
2025-09-14,stow,Gin,742.83,64.0
2025-09-14,stow,Kids Meals,223.24,18.0
2025-09-14,stow,Kitchen Specials,1838.27,88.0
2025-09-14,stow,Liqueurs,68.36,8.0
2025-09-14,stow,Mocktails,159.03,13.0
2025-09-14,stow,Modifiers,0.05,132.0
2025-09-14,stow,Non-alcoholic,754.54,146.0
2025-09-14,stow,None,0.0,190.0
2025-09-14,stow,Orange / Skins Wine,222.93,11.0
2025-09-14,stow,Red Wine,2025.65,123.0
2025-09-14,stow,Rose Wine,938.55,65.0
2025-09-14,stow,Salads,275.65,16.0
2025-09-14,stow,Small Plates,4144.37,287.0
2025-09-14,stow,Sparkling Wine,565.52,40.0
2025-09-14,stow,Staff Dinners,241.82,52.0
2025-09-14,stow,Tap Beer,9227.48,870.5
2025-09-14,stow,Tequila,65.09,7.0
2025-09-14,stow,Vodka,650.6,73.0
2025-09-14,stow,Whisky,259.75,23.0
2025-09-14,stow,White Wine,2454.21,144.0
2025-09-21,hg,Add-ons - Kitchen,353.99,118.0
2025-09-21,hg,Big Plates,6010.75,319.0
2025-09-21,hg,Bottles / Cans Alcoholic,242.78,24.0
2025-09-21,hg,Cocktails - Classic,737.53,52.0
2025-09-21,hg,Cocktails - Signature,648.05,42.0
2025-09-21,hg,Desserts,69.09,6.0
2025-09-21,hg,Gin,58.24,5.0
2025-09-21,hg,Harry Gatos Food,2291.76,202.0
2025-09-21,hg,Mocktails,35.65,3.0
2025-09-21,hg,Modifiers,0.0,31.0
2025-09-21,hg,Non-Alcoholic,531.47,112.0
2025-09-21,hg,None,1.85,107.0
2025-09-21,hg,Orange / Skins Wine,13.64,1.0
2025-09-21,hg,Red Wine,423.15,28.0
2025-09-21,hg,Rose Wine,548.88,31.0
2025-09-21,hg,Sake & Soju,186.53,8.0
2025-09-21,hg,Small Plates,1432.17,119.0
2025-09-21,hg,Sparkling Wine,133.64,16.0
2025-09-21,hg,Staff Dinners,82.55,18.0
2025-09-21,hg,Tap Beer,1370.87,135.0
2025-09-21,hg,Tequila,36.36,4.0
2025-09-21,hg,Vodkas,59.4,8.0
2025-09-21,hg,Whiskies,4.91,1.0
2025-09-21,hg,White Wine,462.56,29.0
2025-09-21,mari,Add-ons - Pizza,203.55,175.0
2025-09-21,mari,Delivery Alcohol,119.09,16.0
2025-09-21,mari,Delivery Cocktails,199.66,11.0
2025-09-21,mari,Dine-in Pizza,1903.3,94.0
2025-09-21,mari,Marilyna's Pizza,11325.9,691.0
2025-09-21,mari,Marilyna's Soft Drinks,221.2,54.0
2025-09-21,stow,Add-ons - Bar,24.05,13.0
2025-09-21,stow,Add-ons - Kitchen,273.78,331.0
2025-09-21,stow,Big Plates,5222.25,256.0
2025-09-21,stow,Bottles / Cans Alcoholic,507.48,49.0
2025-09-21,stow,Cocktails - Classic,7214.6,457.0
2025-09-21,stow,Cocktails - Signature,944.68,50.0
2025-09-21,stow,Delivery Kitchen,1931.28,130.0
2025-09-21,stow,Desserts,88.59,8.0
2025-09-21,stow,Gin,948.75,83.0
2025-09-21,stow,Kids Meals,281.18,23.0
2025-09-21,stow,Kitchen Specials,1357.26,66.0
2025-09-21,stow,Liqueurs,27.27,3.0
2025-09-21,stow,Mezcal,12.21,1.0
2025-09-21,stow,Mocktails,143.66,12.0
2025-09-21,stow,Modifiers,0.0,135.0
2025-09-21,stow,Non-alcoholic,749.33,159.0
2025-09-21,stow,None,0.0,195.0
2025-09-21,stow,Orange / Skins Wine,183.02,12.0
2025-09-21,stow,Pet Nat Wine,103.3,7.0
2025-09-21,stow,Red Wine,1838.63,108.0
2025-09-21,stow,Rose Wine,1308.34,80.0
2025-09-21,stow,Rum,88.28,7.0
2025-09-21,stow,Salads,288.65,16.0
2025-09-21,stow,Small Plates,4633.11,315.0
2025-09-21,stow,Sparkling Wine,675.27,66.0
2025-09-21,stow,Staff Dinners,194.09,42.0
2025-09-21,stow,Stow Food,8.5,3.0
2025-09-21,stow,Tap Beer,9533.94,917.1
2025-09-21,stow,Tequila,164.0,17.0
2025-09-21,stow,Vodka,472.2,52.0
2025-09-21,stow,Whisky,401.31,40.0
2025-09-21,stow,White Wine,1951.84,126.0
2025-09-28,hg,Add-ons - Kitchen,290.36,111.0
2025-09-28,hg,Big Plates,5680.34,276.0
2025-09-28,hg,Bottles / Cans Alcoholic,263.75,26.0
2025-09-28,hg,Cocktails - Classic,691.51,47.0
2025-09-28,hg,Cocktails - Signature,985.29,63.0
2025-09-28,hg,Desserts,34.55,3.0
2025-09-28,hg,Gin,20.34,2.0
2025-09-28,hg,Harry Gatos Food,2165.05,199.0
2025-09-28,hg,Modifiers,0.0,26.0
2025-09-28,hg,Non-Alcoholic,342.88,74.0
2025-09-28,hg,Non-alcoholic,7.34,2.0
2025-09-28,hg,None,0.0,75.0
2025-09-28,hg,Orange / Skins Wine,55.91,4.0
2025-09-28,hg,Red Wine,418.84,30.0
2025-09-28,hg,Rose Wine,61.17,5.0
2025-09-28,hg,Sake & Soju,204.92,11.0
2025-09-28,hg,Small Plates,1530.05,127.0
2025-09-28,hg,Sparkling Wine,53.64,4.0
2025-09-28,hg,Staff Dinners,95.45,24.0
2025-09-28,hg,Tap Beer,1483.41,148.0
2025-09-28,hg,Vodkas,12.73,2.0
2025-09-28,hg,Whiskies,19.09,2.0
2025-09-28,hg,White Wine,373.79,27.0
2025-09-28,mari,Add-ons - Pizza,161.51,143.0
2025-09-28,mari,Delivery Alcohol,178.62,12.0
2025-09-28,mari,Delivery Cocktails,98.96,3.0
2025-09-28,mari,Dine-in Pizza,1806.01,91.0
2025-09-28,mari,Marilyna's Pizza,10925.09,692.0
2025-09-28,mari,Marilyna's Soft Drinks,152.22,50.0
2025-09-28,stow,Add-ons - Bar,2.73,1.0
2025-09-28,stow,Add-ons - Kitchen,271.27,316.0
2025-09-28,stow,Amaro / Aperitif / Fortified Wine,39.09,4.0
2025-09-28,stow,Big Plates,5031.35,243.0
2025-09-28,stow,Bottles / Cans Alcoholic,472.86,45.0
2025-09-28,stow,Cocktails - Classic,6199.01,403.0
2025-09-28,stow,Cocktails - Signature,1351.04,71.0
2025-09-28,stow,Delivery Kitchen,1963.48,127.0
2025-09-28,stow,Desserts,77.65,7.0
2025-09-28,stow,Functions & Misc.,147.73,12.0
2025-09-28,stow,Gin,424.55,36.0
2025-09-28,stow,Kids Meals,208.31,17.0
2025-09-28,stow,Kitchen Specials,1057.67,51.0
2025-09-28,stow,Liqueurs,20.0,2.0
2025-09-28,stow,Mezcal,11.09,1.0
2025-09-28,stow,Mocktails,132.49,11.0
2025-09-28,stow,Modifiers,0.18,121.0
2025-09-28,stow,Non-alcoholic,645.28,140.0
2025-09-28,stow,None,0.0,181.0
2025-09-28,stow,Orange / Skins Wine,358.57,26.0
2025-09-28,stow,Pet Nat Wine,76.18,5.0
2025-09-28,stow,Red Wine,2131.41,110.0
2025-09-28,stow,Rose Wine,828.51,51.0
2025-09-28,stow,Rum,61.82,6.0
2025-09-28,stow,Salads,257.98,15.0
2025-09-28,stow,Small Plates,3758.82,257.0
2025-09-28,stow,Sparkling Wine,474.7,43.0
2025-09-28,stow,Staff Dinners,192.73,43.0
2025-09-28,stow,Stow Food,5.83,2.0
2025-09-28,stow,Tap Beer,7539.63,729.8
2025-09-28,stow,Tequila,120.19,21.0
2025-09-28,stow,Vodka,331.15,38.0
2025-09-28,stow,Whisky,124.25,21.0
2025-09-28,stow,White Wine,1713.44,105.6
2025-10-05,hg,Add-ons - Bar,0.93,1.0
2025-10-05,hg,Add-ons - Kitchen,486.28,113.0
2025-10-05,hg,Big Plates,5771.81,286.0
2025-10-05,hg,Bottles / Cans Alcoholic,285.19,24.0
2025-10-05,hg,Cocktails - Classic,715.96,53.0
2025-10-05,hg,Cocktails - Signature,999.83,63.0
2025-10-05,hg,Gin,40.35,4.0
2025-10-05,hg,Harry Gatos Food,2467.5,221.0
2025-10-05,hg,Kids,7.4,1.0
2025-10-05,hg,Modifiers,0.0,21.0
2025-10-05,hg,Non-Alcoholic,533.48,106.0
2025-10-05,hg,None,0.0,68.0
2025-10-05,hg,Orange / Skins Wine,13.86,1.0
2025-10-05,hg,Red Wine,265.28,19.0
2025-10-05,hg,Rose Wine,252.85,19.0
2025-10-05,hg,Sake & Soju,105.12,6.0
2025-10-05,hg,Small Plates,1704.89,146.0
2025-10-05,hg,Sparkling Wine,184.91,15.0
2025-10-05,hg,Staff Dinners,90.91,20.0
2025-10-05,hg,Tap Beer,1337.91,142.0
2025-10-05,hg,Vodkas,45.45,7.0
2025-10-05,hg,Whiskies,18.18,2.0
2025-10-05,hg,White Wine,299.36,24.0
2025-10-05,mari,Add-ons - Pizza,170.48,168.0
2025-10-05,mari,Delivery Alcohol,149.82,11.0
2025-10-05,mari,Delivery Cocktails,75.27,3.0
2025-10-05,mari,Dine-in Pizza,2303.29,113.0
2025-10-05,mari,Marilyna's Pizza,11639.93,696.0
2025-10-05,mari,Marilyna's Soft Drinks,151.18,37.0
2025-10-05,stow,Add-ons - Bar,27.53,16.0
2025-10-05,stow,Add-ons - Kitchen,219.12,257.0
2025-10-05,stow,Amaro / Aperitif / Fortified Wine,45.0,5.0
2025-10-05,stow,Big Plates,4817.93,227.0
2025-10-05,stow,Bottles / Cans Alcoholic,524.8,49.0
2025-10-05,stow,Cocktails - Classic,6924.11,430.0
2025-10-05,stow,Cocktails - Signature,1919.85,113.0
2025-10-05,stow,Delivery Kitchen,1910.48,127.0
2025-10-05,stow,Desserts,33.1,3.0
2025-10-05,stow,Functions & Misc.,80.91,5.0
2025-10-05,stow,Gin,710.08,60.0
2025-10-05,stow,Kids Meals,270.52,24.0
2025-10-05,stow,Kitchen Specials,563.51,27.0
2025-10-05,stow,Liqueurs,30.0,3.0
2025-10-05,stow,Mocktails,178.18,14.0
2025-10-05,stow,Modifiers,0.05,154.0
2025-10-05,stow,Non-alcoholic,804.39,163.0
2025-10-05,stow,None,0.0,170.0
2025-10-05,stow,Orange / Skins Wine,268.94,18.0
2025-10-05,stow,Pet Nat Wine,44.37,3.0
2025-10-05,stow,Red Wine,1266.53,82.0
2025-10-05,stow,Rose Wine,931.19,58.0
2025-10-05,stow,Rum,107.95,11.0
2025-10-05,stow,Salads,410.7,22.0
2025-10-05,stow,Small Plates,4950.25,332.0
2025-10-05,stow,Sparkling Wine,949.55,70.0
2025-10-05,stow,Staff Dinners,178.18,39.0
2025-10-05,stow,Stow Food,8.27,3.0
2025-10-05,stow,Tap Beer,9825.16,957.9
2025-10-05,stow,Tequila,192.76,19.0
2025-10-05,stow,Vodka,425.14,48.0
2025-10-05,stow,Whisky,322.65,25.0
2025-10-05,stow,White Wine,1749.21,131.0
2025-10-12,hg,Add-ons - Kitchen,271.48,93.0
2025-10-12,hg,Big Plates,5346.19,252.0
2025-10-12,hg,Bottles / Cans Alcoholic,236.83,23.0
2025-10-12,hg,Cocktails - Classic,710.09,43.0
2025-10-12,hg,Cocktails - Signature,1153.58,67.0
2025-10-12,hg,Desserts,52.98,5.0
2025-10-12,hg,Gin,10.64,1.0
2025-10-12,hg,Harry Gatos Food,2424.36,210.0
2025-10-12,hg,Liqueurs,11.7,1.0
2025-10-12,hg,Mocktails,27.64,2.0
2025-10-12,hg,Modifiers,0.0,28.0
2025-10-12,hg,Non-Alcoholic,435.96,88.0
2025-10-12,hg,Non-alcoholic,8.44,2.0
2025-10-12,hg,None,2.0,56.0
2025-10-12,hg,Orange / Skins Wine,159.95,7.0
2025-10-12,hg,Red Wine,472.01,31.0
2025-10-12,hg,Rose Wine,105.82,9.0
2025-10-12,hg,Sake & Soju,119.82,4.0
2025-10-12,hg,Small Plates,1818.98,151.0
2025-10-12,hg,Sparkling Wine,103.05,10.0
2025-10-12,hg,Staff Dinners,82.55,20.0
2025-10-12,hg,Tap Beer,1376.28,123.0
2025-10-12,hg,Vodkas,69.27,7.0
2025-10-12,hg,White Wine,684.38,39.0
2025-10-12,mari,Add-ons - Pizza,193.28,173.0
2025-10-12,mari,Delivery Alcohol,41.2,7.0
2025-10-12,mari,Delivery Cocktails,30.0,1.0
2025-10-12,mari,Dine-in Pizza,1814.17,89.0
2025-10-12,mari,Marilyna's Pizza,10800.54,634.0
2025-10-12,mari,Marilyna's Soft Drinks,176.58,38.0
2025-10-12,stow,Add-ons - Bar,1.82,2.0
2025-10-12,stow,Add-ons - Kitchen,260.4,271.0
2025-10-12,stow,Big Plates,4275.74,205.0
2025-10-12,stow,Bottles / Cans Alcoholic,713.74,69.0
2025-10-12,stow,Cocktails - Classic,6217.84,382.0
2025-10-12,stow,Cocktails - Signature,2189.75,118.0
2025-10-12,stow,Delivery Kitchen,1811.15,121.0
2025-10-12,stow,Desserts,22.01,2.0
2025-10-12,stow,Gin,681.31,51.2
2025-10-12,stow,Kids Meals,217.76,19.0
2025-10-12,stow,Kitchen Specials,1020.56,48.0
2025-10-12,stow,Liqueurs,40.0,4.0
2025-10-12,stow,Mocktails,153.47,12.0
2025-10-12,stow,Modifiers,0.14,124.0
2025-10-12,stow,Non-alcoholic,774.54,170.0
2025-10-12,stow,None,0.0,156.0
2025-10-12,stow,Orange / Skins Wine,239.45,13.0
2025-10-12,stow,Pet Nat Wine,43.89,3.0
2025-10-12,stow,Red Wine,1872.5,99.0
2025-10-12,stow,Rose Wine,1011.58,70.0
2025-10-12,stow,Rum,60.0,6.0
2025-10-12,stow,Salads,490.51,27.0
2025-10-12,stow,Small Plates,4715.25,318.0
2025-10-12,stow,Sparkling Wine,531.05,30.0
2025-10-12,stow,Staff Dinners,185.0,40.0
2025-10-12,stow,Stow Food,8.28,3.0
2025-10-12,stow,Tap Beer,8978.97,841.6
2025-10-12,stow,Tequila,90.91,10.0
2025-10-12,stow,Vodka,582.55,66.0
2025-10-12,stow,Whisky,134.7,11.0
2025-10-12,stow,White Wine,1007.72,73.0
2025-10-19,hg,Add-ons - Kitchen,377.45,113.0
2025-10-19,hg,Big Plates,5262.95,258.0
2025-10-19,hg,Bottles / Cans Alcoholic,521.6,50.0
2025-10-19,hg,Cocktails - Classic,580.06,37.0
2025-10-19,hg,Cocktails - Signature,1082.87,67.0
2025-10-19,hg,Desserts,70.18,6.0
2025-10-19,hg,Harry Gatos Food,3022.18,263.0
2025-10-19,hg,Kids,7.27,1.0
2025-10-19,hg,Modifiers,0.0,39.0
2025-10-19,hg,Non-Alcoholic,405.09,83.0
2025-10-19,hg,None,3.55,57.0
2025-10-19,hg,Orange / Skins Wine,13.64,1.0
2025-10-19,hg,Red Wine,520.77,24.0
2025-10-19,hg,Rose Wine,256.16,19.0
2025-10-19,hg,Sake & Soju,109.17,7.0
2025-10-19,hg,Small Plates,1612.88,132.0
2025-10-19,hg,Sparkling Wine,127.38,12.0
2025-10-19,hg,Staff Dinners,58.45,14.0
2025-10-19,hg,Tap Beer,1533.57,153.7
2025-10-19,hg,Vodkas,37.27,5.0
2025-10-19,hg,Whiskies,11.45,2.0
2025-10-19,hg,White Wine,585.73,32.0
2025-10-19,hg,Yum Cha,178.18,4.0
2025-10-19,mari,Add-ons - Pizza,258.08,218.0
2025-10-19,mari,Delivery Alcohol,111.34,8.0
2025-10-19,mari,Delivery Cocktails,145.27,5.0
2025-10-19,mari,Dine-in Pizza,1761.68,87.0
2025-10-19,mari,Marilyna's Pizza,11547.22,697.0
2025-10-19,mari,Marilyna's Soft Drinks,152.29,61.0
2025-10-19,stow,Add-ons - Bar,9.16,8.0
2025-10-19,stow,Add-ons - Kitchen,231.66,256.0
2025-10-19,stow,Amaro / Aperitif / Fortified Wine,0.0,2.0
2025-10-19,stow,Big Plates,4605.3,225.0
2025-10-19,stow,Bottles / Cans Alcoholic,573.45,59.0
2025-10-19,stow,Cocktails - Classic,7889.8,487.0
2025-10-19,stow,Cocktails - Signature,2011.97,114.5
2025-10-19,stow,Delivery Kitchen,1749.98,116.0
2025-10-19,stow,Desserts,56.56,5.0
2025-10-19,stow,Functions & Misc.,8.18,1.0
2025-10-19,stow,Gin,1290.8,113.0
2025-10-19,stow,Kids Meals,210.4,20.0
2025-10-19,stow,Kitchen Specials,1127.08,54.0
2025-10-19,stow,Mocktails,272.28,22.0
2025-10-19,stow,Modifiers,0.27,188.0
2025-10-19,stow,Non-alcoholic,759.3,162.0
2025-10-19,stow,None,0.0,232.0
2025-10-19,stow,Orange / Skins Wine,511.37,27.0
2025-10-19,stow,Pet Nat Wine,67.0,4.0
2025-10-19,stow,Red Wine,1137.59,68.0
2025-10-19,stow,Rose Wine,2034.34,106.0
2025-10-19,stow,Rum,84.36,9.0
2025-10-19,stow,Salads,430.79,25.0
2025-10-19,stow,Small Plates,5375.41,363.0
2025-10-19,stow,Sparkling Wine,1231.57,62.0
2025-10-19,stow,Staff Dinners,212.27,46.0
2025-10-19,stow,Tap Beer,11248.65,1085.8
2025-10-19,stow,Tequila,343.01,26.0
2025-10-19,stow,Vodka,825.95,86.0
2025-10-19,stow,Whisky,25.45,4.0
2025-10-19,stow,White Wine,2059.86,139.0
2025-10-26,hg,Add-ons - Kitchen,269.59,78.0
2025-10-26,hg,Big Plates,5489.43,273.0
2025-10-26,hg,Bottles / Cans Alcoholic,501.06,48.0
2025-10-26,hg,Cocktails - Classic,636.19,45.0
2025-10-26,hg,Cocktails - Signature,728.13,55.0
2025-10-26,hg,Desserts,10.91,1.0
2025-10-26,hg,Gin,23.28,5.0
2025-10-26,hg,Harry Gatos Food,2929.9,267.0
2025-10-26,hg,Mocktails,49.51,4.0
2025-10-26,hg,Modifiers,0.0,33.0
2025-10-26,hg,Non-Alcoholic,574.63,115.0
2025-10-26,hg,None,0.0,70.0
2025-10-26,hg,Orange / Skins Wine,184.9,17.0
2025-10-26,hg,Red Wine,590.4,36.0
2025-10-26,hg,Rose Wine,123.64,9.0
2025-10-26,hg,Sake & Soju,141.41,7.0
2025-10-26,hg,Small Plates,1859.53,156.0
2025-10-26,hg,Sparkling Wine,80.0,9.0
2025-10-26,hg,Staff Dinners,93.45,21.0
2025-10-26,hg,Tap Beer,1523.05,153.0
2025-10-26,hg,Vodkas,58.18,8.0
2025-10-26,hg,White Wine,561.72,36.0
2025-10-26,hg,Yum Cha,311.82,7.0
2025-10-26,mari,Add-ons - Pizza,201.9,190.0
2025-10-26,mari,Delivery Alcohol,169.32,10.0
2025-10-26,mari,Delivery Cocktails,45.45,1.0
2025-10-26,mari,Dine-in Pizza,2525.31,124.0
2025-10-26,mari,Marilyna's Pizza,11325.17,680.0
2025-10-26,mari,Marilyna's Soft Drinks,190.68,39.0
2025-10-26,stow,Add-ons - Bar,21.8,8.0
2025-10-26,stow,Add-ons - Kitchen,266.03,265.0
2025-10-26,stow,Big Plates,4394.75,211.0
2025-10-26,stow,Bottles / Cans Alcoholic,601.42,55.0
2025-10-26,stow,Cocktails - Classic,7718.38,489.0
2025-10-26,stow,Cocktails - Signature,1476.35,79.0
2025-10-26,stow,Delivery Kitchen,1930.17,128.0
2025-10-26,stow,Desserts,42.93,5.0
2025-10-26,stow,Functions & Misc.,7.0,1.0
2025-10-26,stow,Gin,837.75,66.0
2025-10-26,stow,Kids Meals,171.05,18.0
2025-10-26,stow,Kitchen Specials,999.93,48.0
2025-10-26,stow,Liqueurs,9.09,1.0
2025-10-26,stow,Mezcal,22.18,2.0
2025-10-26,stow,Mocktails,248.57,20.0
2025-10-26,stow,Modifiers,0.32,176.0
2025-10-26,stow,Non-alcoholic,736.05,165.0
2025-10-26,stow,None,0.0,234.0
2025-10-26,stow,Orange / Skins Wine,441.98,19.0
2025-10-26,stow,Pet Nat Wine,78.79,5.0
2025-10-26,stow,Red Wine,1773.25,104.0
2025-10-26,stow,Rose Wine,1307.65,72.0
2025-10-26,stow,Rum,72.67,7.0
2025-10-26,stow,Salads,351.5,19.0
2025-10-26,stow,Small Plates,4872.15,329.0
2025-10-26,stow,Sparkling Wine,973.7,67.0
2025-10-26,stow,Staff Dinners,185.91,40.0
2025-10-26,stow,Stow Food,2.73,1.0
2025-10-26,stow,Tap Beer,10964.76,1041.9
2025-10-26,stow,Tequila,117.88,8.0
2025-10-26,stow,Vodka,694.32,90.0
2025-10-26,stow,Whisky,176.36,38.0
2025-10-26,stow,White Wine,2225.77,150.6
2025-11-02,hg,Add-ons - Kitchen,367.78,123.0
2025-11-02,hg,Big Plates,5416.87,271.0
2025-11-02,hg,Bottles / Cans Alcoholic,349.61,33.0
2025-11-02,hg,Cocktails - Classic,1024.85,103.0
2025-11-02,hg,Cocktails - Signature,832.15,52.0
2025-11-02,hg,Desserts,65.85,6.0
2025-11-02,hg,Gin,48.53,5.0
2025-11-02,hg,Harry Gatos Food,2626.72,229.0
2025-11-02,hg,Kids,7.27,1.0
2025-11-02,hg,Mocktails,12.95,1.0
2025-11-02,hg,Modifiers,0.0,51.0
2025-11-02,hg,Non-Alcoholic,501.97,109.0
2025-11-02,hg,Non-alcoholic,15.11,4.0
2025-11-02,hg,None,0.0,112.5
2025-11-02,hg,Orange / Skins Wine,27.75,2.0
2025-11-02,hg,Red Wine,516.06,30.0
2025-11-02,hg,Rose Wine,308.95,17.0
2025-11-02,hg,Sake & Soju,246.75,12.0
2025-11-02,hg,Small Plates,1720.3,141.0
2025-11-02,hg,Sparkling Wine,266.82,12.0
2025-11-02,hg,Staff Dinners,104.27,24.0
2025-11-02,hg,Tap Beer,1614.8,169.0
2025-11-02,hg,Vodkas,72.02,9.0
2025-11-02,hg,Whiskies,29.01,5.5
2025-11-02,hg,White Wine,558.19,38.0
2025-11-02,hg,Yum Cha,1470.05,122.0
2025-11-02,mari,Add-ons - Pizza,200.72,182.0
