week_ending,venue,reporting_group,sales_ex_gst,qty
2025-03-23,stow,None,124.11,177.0
2025-03-23,stow,Orange / Skins Wine,404.64,24.0
2025-03-23,stow,Pet Nat Wine,96.84,4.0
2025-03-23,stow,Red Wine,1564.26,103.0
2025-03-23,stow,Rose Wine,1295.68,76.0
2025-03-23,stow,Rum,10.0,1.0
2025-03-23,stow,Salads,391.53,21.0
2025-03-23,stow,Small Plates,4684.05,323.0
2025-03-23,stow,Sparkling Wine,595.04,48.0
2025-03-23,stow,Staff Dinners,230.0,51.0
2025-03-23,stow,Stow Food,8.33,3.0
2025-03-23,stow,Tap Beer,8609.33,848.4
2025-03-23,stow,Tequila,43.64,4.0
2025-03-23,stow,Vodka,535.6,58.0
2025-03-23,stow,Whisky,146.97,12.0
2025-03-23,stow,White Wine,2220.74,157.7
2025-03-30,hg,Add-ons - Bar,0.93,1.0
2025-03-30,hg,Add-ons - Kitchen,276.54,79.0
2025-03-30,hg,Big Plates,2644.49,144.0
2025-03-30,hg,Bottles / Cans Alcoholic,375.6,36.0
2025-03-30,hg,Cocktails - Classic,444.42,30.0
2025-03-30,hg,Cocktails - Signature,897.9,57.0
2025-03-30,hg,Gin,36.55,6.0
2025-03-30,hg,Harry Gatos Food,805.33,71.0
2025-03-30,hg,Liqueurs,9.25,1.0
2025-03-30,hg,Modifiers,0.0,56.0
2025-03-30,hg,Non-Alcoholic,269.49,44.0
2025-03-30,hg,None,0.0,34.0
2025-03-30,hg,Orange / Skins Wine,69.33,2.0
2025-03-30,hg,Red Wine,610.96,22.0
2025-03-30,hg,Rose Wine,299.98,16.0
2025-03-30,hg,Sake & Soju,347.35,17.0
2025-03-30,hg,Sides,83.39,8.0
2025-03-30,hg,Small Plates,3490.62,269.0
2025-03-30,hg,Sparkling Wine,148.33,12.0
2025-03-30,hg,Staff Dinners,140.55,33.0
2025-03-30,hg,Tap Beer,1024.34,123.7
2025-03-30,hg,Tequila,24.04,2.0
2025-03-30,hg,Vodkas,13.64,2.0
2025-03-30,hg,Whiskies,29.5,3.0
2025-03-30,hg,White Wine,505.25,30.0
2025-03-30,mari,Add-ons - Pizza,169.32,150.0
2025-03-30,mari,Delivery Alcohol,51.42,5.0
2025-03-30,mari,Delivery Cocktails,282.94,7.0
2025-03-30,mari,Dine-in Pizza,1661.72,83.0
2025-03-30,mari,Marilyna's Pizza,10368.55,696.0
2025-03-30,mari,Marilyna's Soft Drinks,165.15,36.0
2025-03-30,stow,Add-ons - Bar,28.07,14.0
2025-03-30,stow,Add-ons - Kitchen,333.38,385.0
2025-03-30,stow,Amaro / Aperitif / Fortified Wine,105.15,10.0
2025-03-30,stow,Big Plates,5653.76,288.0
2025-03-30,stow,Bottles / Cans Alcoholic,733.45,71.0
2025-03-30,stow,Cocktails - Classic,7298.73,502.0
2025-03-30,stow,Cocktails - Signature,1618.61,87.0
2025-03-30,stow,Delivery Kitchen,1788.16,130.0
2025-03-30,stow,Desserts,147.33,13.0
2025-03-30,stow,Functions & Misc.,0.91,1.0
2025-03-30,stow,Gin,935.87,80.0
2025-03-30,stow,Kids Meals,227.75,19.0
2025-03-30,stow,Kitchen Specials,1703.81,80.0
2025-03-30,stow,Liqueurs,9.09,1.0
2025-03-30,stow,Mezcal,16.36,1.0
2025-03-30,stow,Mocktails,282.46,24.0
2025-03-30,stow,Modifiers,0.09,200.0
2025-03-30,stow,Non-alcoholic,884.95,176.0
2025-03-30,stow,None,0.0,213.0
2025-03-30,stow,Orange / Skins Wine,337.27,22.0
2025-03-30,stow,Pet Nat Wine,70.17,5.0
2025-03-30,stow,Red Wine,2553.24,148.0
2025-03-30,stow,Rose Wine,1462.47,95.4
2025-03-30,stow,Rum,146.36,15.0
2025-03-30,stow,Salads,390.52,21.0
2025-03-30,stow,Small Plates,5188.62,353.0
2025-03-30,stow,Sparkling Wine,769.06,49.0
2025-03-30,stow,Staff Dinners,224.09,50.0
2025-03-30,stow,Stow Food,7.1,4.0
2025-03-30,stow,Tap Beer,9832.23,995.1
2025-03-30,stow,Tequila,9.09,1.0
2025-03-30,stow,Vodka,469.48,52.0
2025-03-30,stow,Whisky,274.73,23.0
2025-03-30,stow,White Wine,2354.35,179.0
2025-04-06,hg,Add-ons - Kitchen,420.93,109.0
2025-04-06,hg,Big Plates,4298.04,236.0
2025-04-06,hg,Bottles / Cans Alcoholic,594.92,53.0
2025-04-06,hg,Cocktails - Classic,832.15,59.0
2025-04-06,hg,Cocktails - Signature,2042.34,127.0
2025-04-06,hg,Gin,49.2,6.0
2025-04-06,hg,Harry Gatos Food,1105.05,107.0
2025-04-06,hg,Modifiers,0.0,69.0
2025-04-06,hg,Non-Alcoholic,397.75,76.0
2025-04-06,hg,None,0.0,90.0
2025-04-06,hg,Orange / Skins Wine,164.55,9.0
2025-04-06,hg,Red Wine,633.94,41.0
2025-04-06,hg,Rose Wine,282.41,20.0
2025-04-06,hg,Rums,36.36,4.0
2025-04-06,hg,Sake & Soju,182.3,8.0
2025-04-06,hg,Sides,193.59,17.0
2025-04-06,hg,Small Plates,4009.69,326.0
2025-04-06,hg,Sparkling Wine,410.29,28.0
2025-04-06,hg,Staff Dinners,140.09,34.0
2025-04-06,hg,Tap Beer,1767.42,192.0
2025-04-06,hg,Tequila,98.18,9.0
2025-04-06,hg,Vodkas,99.09,11.0
2025-04-06,hg,Whiskies,60.0,3.0
2025-04-06,hg,White Wine,1137.43,62.0
2025-04-06,mari,Add-ons - Pizza,174.32,162.0
2025-04-06,mari,Delivery Alcohol,208.19,12.0
2025-04-06,mari,Delivery Cocktails,92.12,3.0
2025-04-06,mari,Dine-in Pizza,2245.8,111.0
2025-04-06,mari,Marilyna's Pizza,11241.37,763.0
2025-04-06,mari,Marilyna's Soft Drinks,165.97,54.0
2025-04-06,stow,Add-ons - Bar,14.62,8.0
2025-04-06,stow,Add-ons - Kitchen,267.42,302.0
2025-04-06,stow,Big Plates,4814.87,239.0
2025-04-06,stow,Bottles / Cans Alcoholic,858.27,87.0
2025-04-06,stow,Cocktails - Classic,6627.51,454.0
2025-04-06,stow,Cocktails - Signature,1413.99,78.0
2025-04-06,stow,Delivery Kitchen,2143.45,157.0
2025-04-06,stow,Desserts,68.31,6.0
2025-04-06,stow,Functions & Misc.,1.82,1.0
2025-04-06,stow,Gin,1095.05,100.0
2025-04-06,stow,Kids Meals,213.98,18.0
2025-04-06,stow,Kitchen Specials,1741.42,88.0
2025-04-06,stow,Mocktails,262.19,21.0
2025-04-06,stow,Modifiers,0.18,258.0
2025-04-06,stow,Non-alcoholic,638.89,146.0
2025-04-06,stow,None,0.0,162.0
2025-04-06,stow,Orange / Skins Wine,412.63,31.0
2025-04-06,stow,Pet Nat Wine,62.14,5.0
2025-04-06,stow,Red Wine,1701.71,97.5
2025-04-06,stow,Rose Wine,1007.5,69.5
2025-04-06,stow,Rum,72.73,8.0
2025-04-06,stow,Salads,255.71,13.0
2025-04-06,stow,Small Plates,4567.36,310.0
2025-04-06,stow,Sparkling Wine,610.59,55.0
2025-04-06,stow,Staff Dinners,214.91,47.0
2025-04-06,stow,Stow Food,8.27,4.0
2025-04-06,stow,Tap Beer,10386.87,1065.7
2025-04-06,stow,Tequila,166.25,19.0
2025-04-06,stow,Vodka,865.95,97.0
2025-04-06,stow,Whisky,37.27,4.0
2025-04-06,stow,White Wine,1512.42,109.0
2025-04-13,hg,Add-ons - Kitchen,416.74,129.0
2025-04-13,hg,Big Plates,4629.13,268.0
2025-04-13,hg,Bottles / Cans Alcoholic,463.55,45.0
2025-04-13,hg,Cocktails - Classic,824.14,60.0
2025-04-13,hg,Cocktails - Signature,1530.2,101.0
2025-04-13,hg,Gin,82.16,10.0
2025-04-13,hg,Harry Gatos Food,2002.29,176.5
2025-04-13,hg,Kids,7.27,1.0
2025-04-13,hg,Modifiers,0.0,50.0
2025-04-13,hg,Non-Alcoholic,322.79,65.0
2025-04-13,hg,None,3.66,133.0
2025-04-13,hg,Orange / Skins Wine,106.36,8.0
2025-04-13,hg,Red Wine,652.46,47.0
2025-04-13,hg,Rose Wine,570.83,28.0
2025-04-13,hg,Sake & Soju,131.97,6.0
2025-04-13,hg,Sides,134.21,13.0
2025-04-13,hg,Small Plates,2829.83,232.0
2025-04-13,hg,Sparkling Wine,250.94,24.0
2025-04-13,hg,Staff Dinners,125.36,29.0
2025-04-13,hg,Tap Beer,2076.64,250.0
2025-04-13,hg,Tequila,0.0,2.0
2025-04-13,hg,Vodkas,54.55,8.0
2025-04-13,hg,Whiskies,18.34,2.0
2025-04-13,hg,White Wine,950.46,61.0
2025-04-13,mari,Add-ons - Pizza,158.04,144.0
2025-04-13,mari,Delivery Alcohol,85.55,5.0
2025-04-13,mari,Delivery Cocktails,164.39,6.0
2025-04-13,mari,Dine-in Pizza,2041.36,105.0
2025-04-13,mari,Marilyna's Pizza,11988.32,764.0
2025-04-13,mari,Marilyna's Soft Drinks,230.6,57.0
2025-04-13,stow,Add-ons - Bar,12.82,8.0
2025-04-13,stow,Add-ons - Kitchen,272.57,321.0
2025-04-13,stow,Amaro / Aperitif / Fortified Wine,15.58,2.0
2025-04-13,stow,Big Plates,4338.71,223.0
2025-04-13,stow,Bottles / Cans Alcoholic,473.85,48.0
2025-04-13,stow,Cocktails - Classic,7262.59,498.0
2025-04-13,stow,Cocktails - Signature,1852.62,99.0
2025-04-13,stow,Delivery Kitchen,1831.35,143.0
2025-04-13,stow,Desserts,67.66,7.0
2025-04-13,stow,Functions & Misc.,923.64,18.0
2025-04-13,stow,Gin,923.9,89.0
2025-04-13,stow,Kids Meals,237.08,21.0
2025-04-13,stow,Kitchen Specials,1303.83,70.0
2025-04-13,stow,Liqueurs,11.1,2.0
2025-04-13,stow,Mocktails,184.11,15.0
2025-04-13,stow,Modifiers,0.09,191.0
2025-04-13,stow,Non-alcoholic,643.21,137.0
2025-04-13,stow,None,0.0,164.0
2025-04-13,stow,Orange / Skins Wine,698.94,39.0
2025-04-13,stow,Pet Nat Wine,160.95,11.0
2025-04-13,stow,Red Wine,1524.28,98.0
2025-04-13,stow,Rose Wine,1128.55,71.0
2025-04-13,stow,Rum,243.05,29.0
2025-04-13,stow,Salads,346.3,20.0
2025-04-13,stow,Small Plates,4675.33,316.0
2025-04-13,stow,Sparkling Wine,698.44,61.0
2025-04-13,stow,Staff Dinners,225.82,49.0
2025-04-13,stow,Stow Food,2.78,1.0
2025-04-13,stow,Tap Beer,9783.5,1000.1
2025-04-13,stow,Tequila,185.85,24.0
2025-04-13,stow,Vodka,556.33,74.0
2025-04-13,stow,Whisky,524.45,51.0
2025-04-13,stow,White Wine,1342.12,117.0
2025-04-20,hg,Add-ons - Bar,1.22,1.0
2025-04-20,hg,Add-ons - Kitchen,374.19,117.0
2025-04-20,hg,Big Plates,4393.55,256.0
2025-04-20,hg,Bottles / Cans Alcoholic,200.71,19.0
2025-04-20,hg,Cocktails - Classic,1212.39,95.0
2025-04-20,hg,Cocktails - Signature,1654.82,110.0
2025-04-20,hg,Desserts,46.91,4.0
2025-04-20,hg,Gin,49.95,5.0
2025-04-20,hg,Harry Gatos Food,1944.53,161.0
2025-04-20,hg,Kids,8.36,1.0
2025-04-20,hg,Modifiers,0.0,49.0
2025-04-20,hg,Non-Alcoholic,386.89,84.0
2025-04-20,hg,None,0.0,87.0
2025-04-20,hg,Orange / Skins Wine,42.95,3.0
2025-04-20,hg,Red Wine,360.68,27.0
2025-04-20,hg,Rose Wine,257.09,23.0
2025-04-20,hg,Sake & Soju,335.87,14.0
2025-04-20,hg,Sides,128.78,11.0
2025-04-20,hg,Small Plates,1930.0,156.0
2025-04-20,hg,Sparkling Wine,129.48,16.0
2025-04-20,hg,Staff Dinners,153.82,37.0
2025-04-20,hg,Tap Beer,2032.49,207.7
2025-04-20,hg,Tequila,25.09,2.0
2025-04-20,hg,Vodkas,20.91,2.0
2025-04-20,hg,White Wine,572.34,42.0
2025-04-20,mari,Add-ons - Pizza,152.8,137.0
2025-04-20,mari,Delivery Alcohol,184.17,15.0
2025-04-20,mari,Delivery Cocktails,108.0,3.0
2025-04-20,mari,Dine-in Pizza,1799.26,85.0
2025-04-20,mari,Marilyna's Pizza,10460.05,683.0
2025-04-20,mari,Marilyna's Soft Drinks,114.35,33.0
2025-04-20,stow,Add-ons - Bar,9.19,5.0
2025-04-20,stow,Add-ons - Kitchen,192.35,245.0
2025-04-20,stow,Amaro / Aperitif / Fortified Wine,82.36,12.0
2025-04-20,stow,Big Plates,4508.84,224.0
2025-04-20,stow,Bottles / Cans Alcoholic,467.94,45.0
2025-04-20,stow,Cocktails - Classic,6500.16,435.0
2025-04-20,stow,Cocktails - Signature,2021.64,103.0
2025-04-20,stow,Delivery Kitchen,1623.96,112.0
2025-04-20,stow,Desserts,76.04,7.0
2025-04-20,stow,Functions & Misc.,0.0,1.0
2025-04-20,stow,Gin,702.26,54.0
2025-04-20,stow,Kids Meals,154.45,13.0
2025-04-20,stow,Kitchen Specials,849.11,43.0
2025-04-20,stow,Liqueurs,9.09,1.0
2025-04-20,stow,Mocktails,224.78,19.0
2025-04-20,stow,Modifiers,0.09,157.0
2025-04-20,stow,Non-alcoholic,538.92,107.0
2025-04-20,stow,None,0.0,129.0
2025-04-20,stow,Orange / Skins Wine,256.41,16.0
2025-04-20,stow,Pet Nat Wine,46.31,3.0
2025-04-20,stow,Red Wine,1967.92,116.0
2025-04-20,stow,Rose Wine,950.34,59.0
2025-04-20,stow,Rum,54.28,6.0
2025-04-20,stow,Salads,132.19,7.0
2025-04-20,stow,Small Plates,4548.48,293.0
2025-04-20,stow,Sparkling Wine,507.0,39.0
2025-04-20,stow,Staff Dinners,273.11,58.0
2025-04-20,stow,Tap Beer,8817.57,809.3
2025-04-20,stow,Tequila,55.29,5.0
2025-04-20,stow,Vodka,307.49,37.0
2025-04-20,stow,Whisky,159.35,11.0
2025-04-20,stow,White Wine,2489.35,157.0
2025-04-27,hg,Add-ons - Kitchen,373.95,124.0
2025-04-27,hg,Big Plates,4133.81,238.0
2025-04-27,hg,Bottles / Cans Alcoholic,452.87,44.0
2025-04-27,hg,Cocktails - Classic,677.23,47.0
2025-04-27,hg,Cocktails - Signature,817.25,54.0
2025-04-27,hg,Gin,28.64,3.0
2025-04-27,hg,Harry Gatos Food,1950.36,161.0
2025-04-27,hg,Kids,31.27,4.0
2025-04-27,hg,Modifiers,0.0,45.0
2025-04-27,hg,Non-Alcoholic,345.55,72.0
2025-04-27,hg,Non-alcoholic,3.7,1.0
2025-04-27,hg,None,1.82,84.0
2025-04-27,hg,Orange / Skins Wine,67.77,5.0
2025-04-27,hg,Red Wine,573.85,38.0
2025-04-27,hg,Rose Wine,288.27,13.0
2025-04-27,hg,Sake & Soju,417.76,18.0
2025-04-27,hg,Sides,154.04,13.0
2025-04-27,hg,Small Plates,1979.62,155.0
2025-04-27,hg,Sparkling Wine,129.46,13.0
2025-04-27,hg,Staff Dinners,98.79,22.0
2025-04-27,hg,Tap Beer,1646.09,170.6
2025-04-27,hg,Tequila,29.27,2.0
2025-04-27,hg,White Wine,345.87,19.0
2025-04-27,mari,Add-ons - Pizza,144.89,130.0
2025-04-27,mari,Delivery Alcohol,136.94,10.0
2025-04-27,mari,Delivery Cocktails,81.66,2.0
2025-04-27,mari,Dine-in Pizza,2269.13,110.0
2025-04-27,mari,Marilyna's Pizza,9913.96,615.0
2025-04-27,mari,Marilyna's Soft Drinks,173.03,43.0
2025-04-27,stow,Add-ons - Bar,10.43,5.0
2025-04-27,stow,Add-ons - Kitchen,293.45,347.0
2025-04-27,stow,Amaro / Aperitif / Fortified Wine,58.36,15.0
2025-04-27,stow,Big Plates,4799.49,227.0
2025-04-27,stow,Bottles / Cans Alcoholic,503.35,48.0
2025-04-27,stow,Cocktails - Classic,7951.92,548.0
2025-04-27,stow,Cocktails - Signature,1418.38,75.0
2025-04-27,stow,Delivery Kitchen,1667.78,117.0
2025-04-27,stow,Desserts,170.15,15.0
2025-04-27,stow,Functions & Misc.,190.22,2.0
2025-04-27,stow,Gin,612.45,55.0
2025-04-27,stow,Kids Meals,150.34,15.0
2025-04-27,stow,Kitchen Specials,2598.5,114.0
2025-04-27,stow,Liqueurs,19.73,2.0
2025-04-27,stow,Mocktails,198.13,17.0
2025-04-27,stow,Modifiers,0.27,193.0
2025-04-27,stow,Non-alcoholic,748.85,152.0
2025-04-27,stow,None,0.0,152.0
2025-04-27,stow,Orange / Skins Wine,160.42,12.0
2025-04-27,stow,Pet Nat Wine,87.15,6.5
2025-04-27,stow,Red Wine,2551.62,164.0
2025-04-27,stow,Rose Wine,1122.65,69.0
2025-04-27,stow,Rum,131.36,13.0
2025-04-27,stow,Salads,277.44,16.0
2025-04-27,stow,Small Plates,4887.99,324.0
2025-04-27,stow,Sparkling Wine,903.63,57.0
2025-04-27,stow,Staff Dinners,228.64,48.0
2025-04-27,stow,Stow Food,2.73,1.0
2025-04-27,stow,Tap Beer,8657.69,848.7
2025-04-27,stow,Tequila,92.48,12.0
2025-04-27,stow,Vodka,560.56,66.0
2025-04-27,stow,Whisky,110.71,10.0
2025-04-27,stow,White Wine,1891.55,118.0
2025-05-04,hg,Add-ons - Kitchen,307.71,94.0
2025-05-04,hg,Big Plates,4183.26,238.0
2025-05-04,hg,Bottles / Cans Alcoholic,321.17,30.0
2025-05-04,hg,Cocktails - Classic,527.47,40.0
2025-05-04,hg,Cocktails - Signature,823.69,57.0
2025-05-04,hg,Desserts,43.82,4.0
2025-05-04,hg,Gin,9.09,1.0
2025-05-04,hg,Harry Gatos Food,1746.71,149.0
2025-05-04,hg,Liqueurs,9.09,1.0
2025-05-04,hg,Modifiers,0.0,41.5
2025-05-04,hg,Non-Alcoholic,288.19,69.0
2025-05-04,hg,None,1.82,74.0
2025-05-04,hg,Orange / Skins Wine,136.36,10.0
2025-05-04,hg,Red Wine,717.12,41.5
2025-05-04,hg,Rose Wine,274.01,13.0
2025-05-04,hg,Sake & Soju,166.66,7.0
2025-05-04,hg,Sides,201.29,18.0
2025-05-04,hg,Small Plates,2007.13,154.0
2025-05-04,hg,Sparkling Wine,109.27,13.0
2025-05-04,hg,Staff Dinners,145.45,34.0
2025-05-04,hg,Tap Beer,1408.75,133.0
2025-05-04,hg,Vodkas,8.18,1.0
2025-05-04,hg,Whiskies,13.64,2.0
2025-05-04,hg,White Wine,594.38,35.0
2025-05-04,mari,Add-ons - Pizza,171.95,143.0
2025-05-04,mari,Delivery Alcohol,133.37,9.0
2025-05-04,mari,Dine-in Pizza,2330.71,119.0
2025-05-04,mari,Marilyna's Pizza,11890.24,767.0
2025-05-04,mari,Marilyna's Soft Drinks,158.81,35.0
2025-05-04,stow,Add-ons - Bar,13.0,7.0
2025-05-04,stow,Add-ons - Kitchen,411.62,278.0
2025-05-04,stow,Amaro / Aperitif / Fortified Wine,36.0,10.0
2025-05-04,stow,Big Plates,4165.31,209.0
2025-05-04,stow,Bottles / Cans Alcoholic,570.21,57.0
2025-05-04,stow,Cocktails - Classic,5845.62,409.5
2025-05-04,stow,Cocktails - Signature,1400.31,85.5
2025-05-04,stow,Delivery Kitchen,1464.45,110.0
2025-05-04,stow,Desserts,100.8,9.0
2025-05-04,stow,Functions & Misc.,3.64,1.0
2025-05-04,stow,Gin,1091.59,96.0
2025-05-04,stow,Kids Meals,108.15,10.0
2025-05-04,stow,Kitchen Specials,2444.15,113.0
2025-05-04,stow,Liqueurs,30.0,3.0
2025-05-04,stow,Mocktails,198.85,17.0
2025-05-04,stow,Modifiers,0.0,187.4
2025-05-04,stow,Non-alcoholic,820.04,161.0
2025-05-04,stow,None,0.0,195.0
2025-05-04,stow,Orange / Skins Wine,155.75,11.0
2025-05-04,stow,Pet Nat Wine,66.75,4.0
2025-05-04,stow,Red Wine,3209.94,200.0
2025-05-04,stow,Rose Wine,2206.69,104.0
2025-05-04,stow,Rum,81.09,7.0
2025-05-04,stow,Salads,191.65,10.0
2025-05-04,stow,Small Plates,4592.23,320.0
2025-05-04,stow,Sparkling Wine,1190.96,53.0
2025-05-04,stow,Staff Dinners,240.45,54.0
2025-05-04,stow,Stow Food,2.73,1.0
2025-05-04,stow,Tap Beer,10033.85,964.9
2025-05-04,stow,Tequila,204.79,12.0
2025-05-04,stow,Vodka,630.08,70.0
2025-05-04,stow,Whisky,66.62,7.0
2025-05-04,stow,White Wine,2109.14,150.0
2025-05-11,hg,Add-ons - Kitchen,352.68,134.0
2025-05-11,hg,Big Plates,4928.96,282.0
2025-05-11,hg,Bottles / Cans Alcoholic,274.51,24.0
2025-05-11,hg,Cocktails - Classic,460.3,34.0
2025-05-11,hg,Cocktails - Signature,897.75,61.0
2025-05-11,hg,Gin,9.09,1.0
2025-05-11,hg,Harry Gatos Food,2276.59,195.0
2025-05-11,hg,Kids,8.0,1.0
2025-05-11,hg,Modifiers,0.0,36.0
2025-05-11,hg,Non-Alcoholic,457.31,94.0
2025-05-11,hg,None,1.85,112.0
2025-05-11,hg,Orange / Skins Wine,68.42,5.0
2025-05-11,hg,Red Wine,641.58,51.0
2025-05-11,hg,Rose Wine,365.12,23.0
2025-05-11,hg,Sake & Soju,132.09,8.0
2025-05-11,hg,Sides,193.27,17.0
2025-05-11,hg,Small Plates,2597.27,203.0
2025-05-11,hg,Sparkling Wine,119.46,12.0
2025-05-11,hg,Staff Dinners,121.41,31.0
2025-05-11,hg,Tap Beer,1816.84,187.0
2025-05-11,hg,Tequila,26.36,3.0
2025-05-11,hg,Vodkas,29.09,4.0
2025-05-11,hg,Whiskies,10.0,1.0
2025-05-11,hg,White Wine,699.87,49.0
2025-05-11,mari,Add-ons - Pizza,144.03,132.0
2025-05-11,mari,Delivery Alcohol,148.18,15.0
2025-05-11,mari,Delivery Cocktails,233.0,6.0
2025-05-11,mari,Dine-in Pizza,1826.98,89.0
2025-05-11,mari,Marilyna's Pizza,11052.52,732.0
2025-05-11,mari,Marilyna's Soft Drinks,107.04,29.0
2025-05-11,stow,Add-ons - Bar,0.93,1.0
2025-05-11,stow,Add-ons - Kitchen,323.5,390.0
2025-05-11,stow,Amaro / Aperitif / Fortified Wine,45.82,5.0
2025-05-11,stow,Big Plates,4720.45,229.0
2025-05-11,stow,Bottles / Cans Alcoholic,531.26,55.0
2025-05-11,stow,Cocktails - Classic,6530.68,436.5
2025-05-11,stow,Cocktails - Signature,2635.17,176.0
2025-05-11,stow,Delivery Kitchen,1837.14,137.0
2025-05-11,stow,Desserts,137.13,12.0
2025-05-11,stow,Functions & Misc.,9.09,1.0
2025-05-11,stow,Gin,655.18,52.0
2025-05-11,stow,Kids Meals,352.11,29.0
2025-05-11,stow,Kitchen Specials,2935.79,142.0
2025-05-11,stow,Mezcal,98.18,9.0
2025-05-11,stow,Mocktails,254.88,22.0
2025-05-11,stow,Modifiers,0.05,163.4
2025-05-11,stow,Non-alcoholic,938.41,197.0
2025-05-11,stow,None,0.0,162.0
2025-05-11,stow,Orange / Skins Wine,548.2,32.0
2025-05-11,stow,Pet Nat Wine,186.42,12.0
2025-05-11,stow,Red Wine,2820.91,192.0
2025-05-11,stow,Rose Wine,1056.76,78.0
2025-05-11,stow,Rum,56.79,6.0
2025-05-11,stow,Salads,283.01,15.0
2025-05-11,stow,Small Plates,5186.21,359.0
2025-05-11,stow,Sparkling Wine,752.17,42.0
2025-05-11,stow,Staff Dinners,239.09,52.0
2025-05-11,stow,Stow Food,2.77,1.0
2025-05-11,stow,Tap Beer,9571.23,952.1
2025-05-11,stow,Tequila,56.55,6.0
2025-05-11,stow,Vodka,449.97,52.0
2025-05-11,stow,Whisky,133.66,14.0
2025-05-11,stow,White Wine,2548.48,176.0
2025-05-18,hg,Add-ons - Kitchen,371.48,136.0
2025-05-18,hg,Big Plates,5225.39,303.0
2025-05-18,hg,Bottles / Cans Alcoholic,308.32,29.0
2025-05-18,hg,Cocktails - Classic,692.99,56.0
2025-05-18,hg,Cocktails - Signature,1676.57,104.0
2025-05-18,hg,Desserts,91.52,8.0
2025-05-18,hg,Gin,41.61,4.0
2025-05-18,hg,Harry Gatos Food,1773.68,156.0
2025-05-18,hg,Kids,14.55,2.0
2025-05-18,hg,Liqueurs,27.74,3.0
2025-05-18,hg,Modifiers,0.0,38.0
2025-05-18,hg,Non-Alcoholic,524.05,98.0
2025-05-18,hg,None,0.0,138.0
2025-05-18,hg,Orange / Skins Wine,110.49,5.0
2025-05-18,hg,Red Wine,717.01,36.0
2025-05-18,hg,Rose Wine,297.71,23.0
2025-05-18,hg,Rums,9.25,1.0
2025-05-18,hg,Sake & Soju,139.58,9.0
2025-05-18,hg,Sides,219.12,20.0
2025-05-18,hg,Small Plates,2275.1,188.0
2025-05-18,hg,Sparkling Wine,154.91,18.0
2025-05-18,hg,Staff Dinners,102.23,23.0
2025-05-18,hg,Tap Beer,1711.03,186.0
2025-05-18,hg,Vodkas,38.73,4.0
2025-05-18,hg,Whiskies,42.53,2.0
2025-05-18,hg,White Wine,412.04,29.0
2025-05-18,mari,Add-ons - Pizza,157.03,149.0
2025-05-18,mari,Delivery Alcohol,98.66,5.0
2025-05-18,mari,Delivery Cocktails,130.92,6.0
2025-05-18,mari,Dine-in Pizza,1814.15,89.0
2025-05-18,mari,Marilyna's Pizza,11230.75,749.0
2025-05-18,mari,Marilyna's Soft Drinks,143.77,36.0
2025-05-18,stow,Add-ons - Bar,24.58,11.0
2025-05-18,stow,Add-ons - Kitchen,364.01,400.0
2025-05-18,stow,Amaro / Aperitif / Fortified Wine,0.0,5.0
2025-05-18,stow,Big Plates,4519.86,230.0
2025-05-18,stow,Bottles / Cans Alcoholic,423.07,43.0
2025-05-18,stow,Cocktails - Classic,5893.36,390.0
2025-05-18,stow,Cocktails - Signature,3074.75,203.0
2025-05-18,stow,Delivery Kitchen,1968.21,147.0
2025-05-18,stow,Desserts,127.0,12.0
2025-05-18,stow,Functions & Misc.,9.0,6.0
2025-05-18,stow,Gin,669.45,61.0
2025-05-18,stow,Kids Meals,132.22,11.0
2025-05-18,stow,Kitchen Specials,3125.25,146.0
2025-05-18,stow,Liqueurs,50.91,5.0
2025-05-18,stow,Mocktails,246.06,21.0
2025-05-18,stow,Modifiers,0.19,150.0
2025-05-18,stow,Non-alcoholic,913.56,181.0
2025-05-18,stow,None,0.0,184.0
2025-05-18,stow,Orange / Skins Wine,368.75,22.0
2025-05-18,stow,Pet Nat Wine,158.94,11.0
2025-05-18,stow,Red Wine,4158.71,253.0
2025-05-18,stow,Rose Wine,1151.72,71.0
2025-05-18,stow,Rum,117.56,12.0
2025-05-18,stow,Salads,338.46,18.0
2025-05-18,stow,Small Plates,5162.67,345.0
2025-05-18,stow,Sparkling Wine,1052.51,59.0
2025-05-18,stow,Staff Dinners,226.36,49.0
2025-05-18,stow,Stow Food,8.55,3.0
2025-05-18,stow,Tap Beer,9417.97,952.2
2025-05-18,stow,Tequila,58.43,7.0
2025-05-18,stow,Vodka,662.11,73.0
2025-05-18,stow,Whisky,248.08,31.0
2025-05-18,stow,White Wine,1992.43,136.0
2025-05-25,hg,Add-ons - Kitchen,377.23,139.0
2025-05-25,hg,Big Plates,4538.67,266.0
2025-05-25,hg,Bottles / Cans Alcoholic,318.16,30.0
2025-05-25,hg,Cocktails - Classic,499.56,34.0
2025-05-25,hg,Cocktails - Signature,807.68,61.0
2025-05-25,hg,Desserts,63.48,6.0
2025-05-25,hg,Gin,56.68,8.0
2025-05-25,hg,Harry Gatos Food,1890.41,167.0
2025-05-25,hg,Kids,35.78,8.0
2025-05-25,hg,Modifiers,0.0,30.0
2025-05-25,hg,Non-Alcoholic,420.01,88.0
2025-05-25,hg,None,0.0,129.0
2025-05-25,hg,Orange / Skins Wine,13.64,1.0
2025-05-25,hg,Red Wine,522.25,42.0
2025-05-25,hg,Rose Wine,243.64,12.0
