date,revenue_ex_gst,cogs_dollars,cogs_pct,wages_dollars,wages_pct,delivery_dollars,delivery_pct,gp_dollars,gp_pct,cogs_alert,wages_alert,delivery_alert,gp_alert,food_ex_gst,bev_ex_gst,food_cogs,bev_cogs,food_cogs_pct,bev_cogs_pct,food_gp_pct,bev_gp_pct,wages_kitchen_dollars,wages_foh_dollars,wages_driver_dollars,wages_kitchen_pct,wages_foh_pct,cogs_food_alert,cogs_bev_alert,wages_kitchen_alert,wages_foh_alert,uber_eats_revenue,uber_direct_dollars,leave_dollars
2026-01-27,949.41,72.11,7.6,735.15,77.4,78.5,8.3,877.3,92.4,green,red,unknown,unknown,949.41,0.0,72.11,0.0,7.6,,92.4,,656.66,0.0,78.5,69.2,,unknown,unknown,unknown,unknown,0,,
2026-01-28,965.38,75.93,7.9,581.47,60.2,78.04,8.1,889.45,92.1,green,red,unknown,unknown,965.38,0.0,75.93,0.0,7.9,,92.1,,503.43,0.0,78.04,52.1,,unknown,unknown,unknown,unknown,0,,
2026-01-29,1426.87,149.43,10.5,774.96,54.3,72.47,5.1,1277.44,89.5,green,red,unknown,unknown,1426.87,0.0,149.43,0.0,10.5,,89.5,,702.49,0.0,72.47,49.2,,unknown,unknown,unknown,unknown,0,,
2026-01-30,3645.15,359.24,9.9,1348.52,37.0,276.56,7.6,3285.91,90.1,green,red,unknown,unknown,3645.15,0.0,359.24,0.0,9.9,,90.1,,1071.95,0.0,276.56,29.4,,unknown,unknown,unknown,unknown,0,,
2026-01-31,3501.54,374.65,10.7,1363.52,38.9,233.02,6.7,3126.89,89.3,green,red,unknown,unknown,3501.54,0.0,374.65,0.0,10.7,,89.3,,1130.49,0.0,233.02,32.3,,unknown,unknown,unknown,unknown,0,,
2026-02-01,2427.94,188.14,7.7,844.21,34.8,189.17,7.8,2239.8,92.3,green,red,unknown,unknown,2427.94,0.0,188.14,0.0,7.7,,92.3,,655.05,0.0,189.17,27.0,,unknown,unknown,unknown,unknown,0,,
2026-02-02,3.7,0.0,0.0,1.66,44.9,,,3.7,100.0,green,red,unknown,unknown,3.7,0.0,,,,,,,,,,,,unknown,unknown,unknown,unknown,0,,
2026-02-03,912.95,48.81,5.3,770.18,84.4,84.38,9.2,864.14,94.7,green,red,unknown,unknown,912.95,0.0,48.81,0.0,5.3,,94.7,,685.8,0.0,84.38,75.1,,unknown,unknown,unknown,unknown,0,,
2026-02-04,1127.27,72.59,6.4,617.95,54.8,66.9,5.9,1054.68,93.6,green,red,unknown,unknown,1127.27,0.0,72.59,0.0,6.4,,93.6,,551.05,0.0,66.9,48.9,,unknown,unknown,unknown,unknown,0,,
2026-02-05,1202.95,96.46,8.0,726.38,60.4,67.55,5.6,1106.49,92.0,green,red,unknown,unknown,1202.95,0.0,96.46,0.0,8.0,,92.0,,658.83,0.0,67.55,54.8,,unknown,unknown,unknown,unknown,0,,
2026-02-06,4953.7,512.84,10.4,1324.1,26.7,251.67,5.1,4440.86,89.6,green,red,unknown,unknown,4953.7,0.0,512.84,0.0,10.4,,89.6,,1072.43,0.0,251.67,21.6,,unknown,unknown,unknown,unknown,0,,
2026-02-07,2743.44,202.17,7.4,1199.87,43.7,188.78,6.9,2541.27,92.6,green,red,unknown,unknown,2743.44,0.0,202.17,0.0,7.4,,92.6,,1011.09,0.0,188.78,36.9,,unknown,unknown,unknown,unknown,0,,
2026-02-08,1694.26,111.34,6.6,820.69,48.4,99.33,5.9,1582.92,93.4,green,red,unknown,unknown,1694.26,0.0,111.34,0.0,6.6,,93.4,,721.37,0.0,99.33,42.6,,unknown,unknown,unknown,unknown,0,,
2026-02-09,11.04,0.0,0.0,4.75,43.1,,,11.04,100.0,green,red,unknown,unknown,11.04,0.0,,,,,,,,,,,,unknown,unknown,unknown,unknown,0,,
2026-02-10,1753.07,67.3,3.8,1080.4,61.6,83.63,4.8,1685.77,96.2,green,red,unknown,unknown,1753.07,0.0,67.3,0.0,3.8,,96.2,,996.77,0.0,83.63,56.9,,unknown,unknown,unknown,unknown,0,,
2026-02-11,765.82,75.05,9.8,543.32,70.9,83.62,10.9,690.77,90.2,green,red,unknown,unknown,765.82,0.0,75.05,0.0,9.8,,90.2,,459.7,0.0,83.62,60.0,,unknown,unknown,unknown,unknown,0,,
2026-02-12,1298.95,175.21,13.5,791.69,60.9,96.63,7.4,1123.74,86.5,green,red,unknown,unknown,1298.95,0.0,175.21,0.0,13.5,,86.5,,695.06,0.0,96.63,53.5,,unknown,unknown,unknown,unknown,0,,
2026-02-13,4134.02,435.33,10.5,1206.5,29.2,236.55,5.7,3698.69,89.5,green,red,unknown,unknown,4134.02,0.0,435.33,0.0,10.5,,89.5,,969.95,0.0,236.55,23.5,,unknown,unknown,unknown,unknown,0,,
2026-02-14,3364.83,372.35,11.1,1460.72,43.4,336.75,10.0,2992.48,88.9,green,red,unknown,unknown,3364.83,0.0,372.35,0.0,11.1,,88.9,,1123.97,0.0,336.75,33.4,,unknown,unknown,unknown,unknown,0,,
2026-02-15,2166.25,167.58,7.7,792.39,36.6,74.37,3.4,1998.67,92.3,green,red,unknown,unknown,2166.25,0.0,167.58,0.0,7.7,,92.3,,718.03,0.0,74.37,33.1,,unknown,unknown,unknown,unknown,0,,
2026-02-16,14.67,0.0,0.0,6.74,45.9,,,14.67,100.0,green,red,unknown,unknown,14.67,0.0,,,,,,,,,,,,unknown,unknown,unknown,unknown,0,,
2026-02-17,1412.58,78.89,5.6,911.83,64.6,83.63,5.9,1333.69,94.4,green,red,unknown,unknown,1412.58,0.0,78.89,0.0,5.6,,94.4,,828.2,0.0,83.63,58.6,,unknown,unknown,unknown,unknown,0,,
2026-02-18,1493.71,98.66,6.6,637.25,42.7,90.66,6.1,1395.05,93.4,green,red,unknown,unknown,1493.71,0.0,98.66,0.0,6.6,,93.4,,546.58,0.0,90.66,36.6,,unknown,unknown,unknown,unknown,0,,
2026-02-19,1110.15,89.88,8.1,702.11,63.2,67.82,6.1,1020.27,91.9,green,red,unknown,unknown,1110.15,0.0,89.88,0.0,8.1,,91.9,,634.29,0.0,67.82,57.1,,unknown,unknown,unknown,unknown,0,,
2026-02-20,3230.89,321.5,10.0,1203.35,37.2,236.55,7.3,2909.39,90.0,green,red,unknown,unknown,3230.89,0.0,321.5,0.0,10.0,,90.0,,966.8,0.0,236.55,29.9,,unknown,unknown,unknown,unknown,0,,
2026-02-21,2980.29,368.9,12.4,1281.24,43.0,209.79,7.0,2611.39,87.6,green,red,unknown,unknown,2980.29,0.0,368.9,0.0,12.4,,87.6,,1071.45,0.0,209.79,36.0,,unknown,unknown,unknown,unknown,0,,
2026-02-22,1871.64,409.73,21.9,797.72,42.6,140.51,7.5,1461.91,78.1,amber,red,unknown,unknown,1871.64,0.0,409.73,0.0,21.9,,78.1,,657.21,0.0,140.51,35.1,,unknown,unknown,unknown,unknown,0,,
2026-02-23,7.4,0.0,0.0,2.98,40.2,,,7.4,100.0,green,red,unknown,unknown,7.4,0.0,,,,,,,,,,,,unknown,unknown,unknown,unknown,0,,
2026-02-24,1707.98,347.15,20.3,614.41,36.0,88.01,5.2,1360.83,79.7,yellow,red,unknown,unknown,1707.98,0.0,347.15,0.0,20.3,,79.7,,526.4,0.0,88.01,30.8,,unknown,unknown,unknown,unknown,0,,
2026-02-25,921.8,187.71,20.4,655.55,71.1,92.4,10.0,734.09,79.6,yellow,red,unknown,unknown,921.8,0.0,187.71,0.0,20.4,,79.6,,563.15,0.0,92.4,61.1,,unknown,unknown,unknown,unknown,0,,
2026-02-26,1373.1,284.02,20.7,670.42,48.8,71.82,5.2,1089.08,79.3,amber,red,unknown,unknown,1373.1,0.0,284.02,0.0,20.7,,79.3,,598.6,0.0,71.82,43.6,,unknown,unknown,unknown,unknown,0,,
2026-02-27,5241.99,1049.61,20.0,1345.01,25.7,284.18,5.4,4192.38,80.0,yellow,red,unknown,unknown,5241.99,0.0,1049.61,0.0,20.0,,80.0,,1060.83,0.0,284.18,20.2,,unknown,unknown,unknown,unknown,0,,
2026-02-28,2885.39,565.43,19.6,1284.76,44.5,268.87,9.3,2319.96,80.4,yellow,red,unknown,unknown,2885.39,0.0,565.43,0.0,19.6,,80.4,,1015.89,0.0,268.87,35.2,,unknown,unknown,unknown,unknown,0,,
2026-03-01,1863.34,364.54,19.6,799.07,42.9,146.96,7.9,1498.8,80.4,yellow,red,unknown,unknown,1863.34,0.0,364.54,0.0,19.6,,80.4,,652.11,0.0,146.96,35.0,,unknown,unknown,unknown,unknown,0,,
2026-03-02,32.91,16.71,50.8,12.94,39.3,,,16.2,49.2,red,red,unknown,unknown,32.91,0.0,16.71,0.0,50.8,,49.2,,,,,,,unknown,unknown,unknown,unknown,0,,
2026-03-03,1030.88,239.9,23.3,588.13,57.1,0.0,0.0,790.98,76.7,red,red,unknown,unknown,1030.88,0.0,239.9,0.0,23.3,,76.7,,588.13,0.0,0.0,57.1,,unknown,unknown,unknown,unknown,0,,
2026-03-04,1055.81,203.7,19.3,693.66,65.7,92.26,8.7,852.11,80.7,yellow,red,unknown,unknown,1055.81,0.0,203.7,0.0,19.3,,80.7,,601.4,0.0,92.26,57.0,,unknown,unknown,unknown,unknown,0,,
2026-03-05,1903.25,380.77,20.0,771.38,40.5,77.09,4.1,1522.48,80.0,yellow,red,unknown,unknown,1903.25,0.0,380.77,0.0,20.0,,80.0,,694.29,0.0,77.09,36.5,,unknown,unknown,unknown,unknown,0,,
2026-03-06,4287.11,815.14,19.0,1322.89,30.9,280.78,6.5,3471.97,81.0,yellow,red,unknown,unknown,4287.11,0.0,815.14,0.0,19.0,,81.0,,1042.11,0.0,280.78,24.3,,unknown,unknown,unknown,unknown,0,,
2026-03-07,3838.14,795.19,20.7,1235.16,32.2,186.23,4.9,3042.95,79.3,amber,red,unknown,unknown,3838.14,0.0,795.19,0.0,20.7,,79.3,,1048.93,0.0,186.23,27.3,,unknown,unknown,unknown,unknown,0,,
2026-03-08,1604.45,284.53,17.7,803.3,50.1,108.02,6.7,1319.92,82.3,yellow,red,unknown,unknown,1604.45,0.0,284.53,0.0,17.7,,82.3,,695.28,0.0,108.02,43.3,,unknown,unknown,unknown,unknown,0,,
2026-03-09,3.75,0.0,0.0,1.69,45.0,,,3.75,100.0,green,red,unknown,unknown,3.75,0.0,,,,,,,,,,,,unknown,unknown,unknown,unknown,0,,
2026-03-10,1520.6,368.38,24.2,779.86,51.3,86.24,5.7,1152.22,75.8,red,red,unknown,unknown,1520.6,0.0,368.38,0.0,24.2,,75.8,,693.62,0.0,86.24,45.6,,unknown,unknown,unknown,unknown,0,,
2026-03-11,972.81,173.21,17.8,772.86,79.4,92.4,9.5,799.6,82.2,yellow,red,unknown,unknown,972.81,0.0,173.21,0.0,17.8,,82.2,,680.46,0.0,92.4,69.9,,unknown,unknown,unknown,unknown,0,,
2026-03-12,1757.47,311.67,17.7,797.97,45.4,68.44,3.9,1445.8,82.3,yellow,red,unknown,unknown,1757.47,0.0,311.67,0.0,17.7,,82.3,,729.53,0.0,68.44,41.5,,unknown,unknown,unknown,unknown,0,,
2026-03-13,3564.0,748.59,21.0,1358.63,38.1,258.44,7.3,2815.41,79.0,amber,red,unknown,unknown,3564.0,0.0,748.59,0.0,21.0,,79.0,,1100.19,0.0,258.44,30.9,,unknown,unknown,unknown,unknown,0,,
2026-03-14,3145.8,713.18,22.7,1338.31,42.5,236.2,7.5,2432.62,77.3,red,red,unknown,unknown,3145.8,0.0,713.18,0.0,22.7,,77.3,,1102.11,0.0,236.2,35.0,,unknown,unknown,unknown,unknown,0,,
2026-03-15,1835.2,498.64,27.2,748.11,40.8,148.63,8.1,1336.56,72.8,red,red,unknown,unknown,1835.2,0.0,498.64,0.0,27.2,,72.8,,599.48,0.0,148.63,32.7,,unknown,unknown,unknown,unknown,0,,
2026-03-16,3.64,0.0,0.0,1.57,43.3,,,3.64,100.0,green,red,unknown,unknown,3.64,0.0,,,,,,,,,,,,unknown,unknown,unknown,unknown,0,,
2026-03-17,979.71,341.92,34.9,630.93,64.4,73.93,7.5,637.79,65.1,red,red,unknown,unknown,979.71,0.0,341.92,0.0,34.9,,65.1,,556.99,0.0,73.93,56.9,,unknown,unknown,unknown,unknown,0,,
2026-03-18,1392.3,386.46,27.8,857.79,61.6,97.61,7.0,1005.84,72.2,red,red,unknown,unknown,1392.3,0.0,386.46,0.0,27.8,,72.2,,760.19,0.0,97.61,54.6,,unknown,unknown,unknown,unknown,0,,
2026-03-19,1755.91,414.43,23.6,661.55,37.7,151.2,8.6,1341.48,76.4,red,red,unknown,unknown,1755.91,0.0,414.43,0.0,23.6,,76.4,,510.35,0.0,151.2,29.1,,unknown,unknown,unknown,unknown,0,,
2026-03-20,3845.95,924.03,24.0,1145.74,29.8,80.08,2.1,2921.92,76.0,red,red,unknown,unknown,3845.95,0.0,924.03,0.0,24.0,,76.0,,1065.66,0.0,80.08,27.7,,unknown,unknown,unknown,unknown,0,,
2026-03-21,3106.56,802.72,25.8,1172.3,37.7,241.97,7.8,2303.84,74.2,red,red,unknown,unknown,3106.56,0.0,802.72,0.0,25.8,,74.2,,930.33,0.0,241.97,29.9,,unknown,unknown,unknown,unknown,0,,
2026-03-22,1846.77,529.65,28.7,752.31,40.7,0.0,0.0,1317.12,71.3,red,red,unknown,unknown,1846.77,0.0,529.65,0.0,28.7,,71.3,,752.31,0.0,0.0,40.7,,unknown,unknown,unknown,unknown,0,,
2026-03-23,7.27,0.0,0.0,2.97,40.9,,,7.27,100.0,green,red,unknown,unknown,7.27,0.0,,,,,,,,,,,,unknown,unknown,unknown,unknown,0,,
2026-03-24,911.39,286.91,31.5,528.45,58.0,65.52,7.2,624.48,68.5,red,red,unknown,unknown,911.39,0.0,286.91,0.0,31.5,,68.5,,462.93,0.0,65.52,50.8,,unknown,unknown,unknown,unknown,0,,
2026-03-25,1422.42,264.14,18.6,726.06,51.0,89.6,6.3,1158.28,81.4,yellow,red,unknown,unknown,1422.42,0.0,264.14,0.0,18.6,,81.4,,636.46,0.0,89.6,44.7,,unknown,unknown,unknown,unknown,0,,
2026-03-26,1183.57,372.59,31.5,828.41,70.0,0.0,0.0,810.98,68.5,red,red,unknown,unknown,1183.57,0.0,372.59,0.0,31.5,,68.5,,828.41,0.0,0.0,70.0,,unknown,unknown,unknown,unknown,0,,
2026-03-27,4139.82,1113.64,26.9,915.11,22.1,178.25,4.3,3026.18,73.1,red,red,unknown,unknown,4139.82,0.0,1113.64,0.0,26.9,,73.1,,736.86,0.0,178.25,17.8,,unknown,unknown,unknown,unknown,0,,
2026-03-28,2141.73,463.13,21.6,1257.16,58.7,154.6,7.2,1678.6,78.4,amber,red,unknown,unknown,2141.73,0.0,463.13,0.0,21.6,,78.4,,1102.56,0.0,154.6,51.5,,unknown,unknown,unknown,unknown,0,,
2026-03-29,2116.21,460.06,21.7,449.55,21.2,0.0,0.0,1656.15,78.3,amber,red,unknown,unknown,2116.21,0.0,460.06,0.0,21.7,,78.3,,449.55,0.0,0.0,21.2,,unknown,unknown,unknown,unknown,0,,
2026-03-30,7.27,3.74,51.4,3.6,49.5,,,3.53,48.6,red,red,unknown,unknown,7.27,0.0,3.74,0.0,51.4,,48.6,,,,,,,unknown,unknown,unknown,unknown,0,,
2026-03-31,1180.88,316.21,26.8,654.72,55.4,138.23,11.7,864.67,73.2,red,red,unknown,unknown,1180.88,0.0,316.21,0.0,26.8,,73.2,,516.49,0.0,138.23,43.7,,unknown,unknown,unknown,unknown,0,,
2026-04-01,1079.28,217.53,20.2,952.67,88.3,91.1,8.4,861.75,79.8,yellow,red,unknown,unknown,1079.28,0.0,217.53,0.0,20.2,,79.8,,861.57,0.0,91.1,79.8,,unknown,unknown,unknown,unknown,0,,
2026-04-02,3091.5,606.79,19.6,1199.03,38.8,151.2,4.9,2484.71,80.4,yellow,red,unknown,unknown,3091.5,0.0,606.79,0.0,19.6,,80.4,,1047.83,0.0,151.2,33.9,,unknown,unknown,unknown,unknown,0,,
2026-04-03,2224.0,485.89,21.8,1246.11,56.0,238.15,10.7,1738.11,78.2,amber,red,unknown,unknown,2224.0,0.0,485.89,0.0,21.8,,78.2,,1007.97,0.0,238.15,45.3,,unknown,unknown,unknown,unknown,0,,
2026-04-04,3210.75,702.26,21.9,1287.56,40.1,123.22,3.8,2508.49,78.1,amber,red,unknown,unknown,3210.75,0.0,702.26,0.0,21.9,,78.1,,1164.34,0.0,123.22,36.3,,unknown,unknown,unknown,unknown,0,,
2026-04-05,1967.65,428.76,21.8,1077.25,54.7,159.5,8.1,1538.89,78.2,amber,red,unknown,unknown,1967.65,0.0,428.76,0.0,21.8,,78.2,,917.76,0.0,159.5,46.6,,unknown,unknown,unknown,unknown,0,,
2026-04-06,4.18,0.0,0.0,1.79,42.9,,,4.18,100.0,green,red,unknown,unknown,4.18,0.0,,,,,,,,,,,,unknown,unknown,unknown,unknown,0,,
2026-04-07,1521.75,332.12,21.8,650.79,42.8,121.67,8.0,1189.63,78.2,amber,red,unknown,unknown,1521.75,0.0,332.12,0.0,21.8,,78.2,,529.12,0.0,121.67,34.8,,unknown,unknown,unknown,unknown,0,,
2026-04-08,1292.88,266.46,20.6,714.9,55.3,78.09,6.0,1026.42,79.4,amber,red,unknown,unknown,1292.88,0.0,266.46,0.0,20.6,,79.4,,636.82,0.0,78.09,49.3,,unknown,unknown,unknown,unknown,0,,
2026-04-09,1092.12,216.56,19.8,728.76,66.7,72.8,6.7,875.56,80.2,yellow,red,unknown,unknown,1092.12,0.0,216.56,0.0,19.8,,80.2,,655.96,0.0,72.8,60.1,,unknown,unknown,unknown,unknown,0,,
2026-04-10,3206.75,690.48,21.5,1095.76,34.2,171.39,5.3,2516.27,78.5,amber,red,unknown,unknown,3206.75,0.0,690.48,0.0,21.5,,78.5,,924.36,0.0,171.39,28.8,,unknown,unknown,unknown,unknown,0,,
2026-04-11,2310.96,544.9,23.6,981.44,42.5,80.66,3.5,1766.06,76.4,red,red,unknown,unknown,2310.96,0.0,544.9,0.0,23.6,,76.4,,900.78,0.0,80.66,39.0,,unknown,unknown,unknown,unknown,0,,
2026-04-12,2059.93,547.04,26.6,788.26,38.3,93.04,4.5,1512.89,73.4,red,red,unknown,unknown,2059.93,0.0,547.04,0.0,26.6,,73.4,,695.22,0.0,93.04,33.7,,unknown,unknown,unknown,unknown,0,,
2026-04-13,7.39,0.0,0.0,3.03,41.0,,,7.39,100.0,green,red,unknown,unknown,7.39,0.0,,,,,,,,,,,,unknown,unknown,unknown,unknown,0,,
2026-04-14,1712.39,386.75,22.6,893.28,52.2,116.3,6.8,1325.64,77.4,amber,red,unknown,unknown,1712.39,0.0,386.75,0.0,22.6,,77.4,,776.98,0.0,116.3,45.4,,unknown,unknown,unknown,unknown,0,,
2026-04-15,1302.85,351.46,27.0,755.42,58.0,84.59,6.5,951.39,73.0,red,red,unknown,unknown,1302.85,0.0,351.46,0.0,27.0,,73.0,,670.82,0.0,84.59,51.5,,unknown,unknown,unknown,unknown,0,,
2026-04-16,1120.48,268.72,24.0,681.69,60.8,113.57,10.1,851.76,76.0,red,red,unknown,unknown,1120.48,0.0,268.72,0.0,24.0,,76.0,,568.11,0.0,113.57,50.7,,unknown,unknown,unknown,unknown,0,,
2026-04-17,4235.08,1075.07,25.4,1305.59,30.8,157.78,3.7,3160.01,74.6,red,red,unknown,unknown,4235.08,0.0,1075.07,0.0,25.4,,74.6,,1147.81,0.0,157.78,27.1,,unknown,unknown,unknown,unknown,0,,
2026-04-18,2662.54,542.82,20.4,1068.03,40.1,66.3,2.5,2119.72,79.6,yellow,red,unknown,unknown,2662.54,0.0,542.82,0.0,20.4,,79.6,,1001.73,0.0,66.3,37.6,,unknown,unknown,unknown,unknown,0,,
2026-04-19,1814.95,396.51,21.8,692.6,38.2,108.55,6.0,1418.44,78.2,amber,red,unknown,unknown,1814.95,0.0,396.51,0.0,21.8,,78.2,,584.05,0.0,108.55,32.2,,unknown,unknown,unknown,unknown,0,,
2026-04-20,22.13,3.72,16.8,,,,,18.41,83.2,green,unknown,unknown,unknown,22.13,0.0,3.72,0.0,16.8,,83.2,,,,,,,unknown,unknown,unknown,unknown,0,,
2026-04-21,1277.49,342.53,26.8,616.35,48.2,0.0,0.0,934.96,73.2,red,unknown,unknown,unknown,1277.49,0.0,342.53,0.0,26.8,,73.2,,616.35,0.0,0.0,48.2,,unknown,unknown,unknown,unknown,0,,
2026-04-22,816.9,127.92,15.7,768.36,94.1,84.59,10.4,688.98,84.3,green,unknown,unknown,unknown,816.9,0.0,127.92,0.0,15.7,,84.3,,683.76,0.0,84.59,83.7,,unknown,unknown,unknown,unknown,0,,
2026-04-23,1466.35,267.88,18.3,882.22,60.2,67.2,4.6,1198.47,81.7,yellow,unknown,unknown,unknown,1466.35,0.0,267.88,0.0,18.3,,81.7,,815.02,0.0,67.2,55.6,,unknown,unknown,unknown,unknown,0,,
2026-04-24,3375.08,622.29,18.4,1155.36,34.2,176.88,5.2,2752.79,81.6,yellow,unknown,unknown,unknown,3375.08,0.0,622.29,0.0,18.4,,81.6,,978.48,0.0,176.88,29.0,,unknown,unknown,unknown,unknown,0,,
2026-04-25,4195.69,958.64,22.8,1419.81,33.8,223.05,5.3,3237.05,77.2,red,unknown,unknown,unknown,4195.69,0.0,958.64,0.0,22.8,,77.2,,1196.76,0.0,223.05,28.5,,unknown,unknown,unknown,unknown,0,,
2026-04-26,2923.61,518.68,17.7,791.79,27.1,100.83,3.4,2404.93,82.3,yellow,unknown,unknown,unknown,2923.61,0.0,518.68,0.0,17.7,,82.3,,690.97,0.0,100.83,23.6,,unknown,unknown,unknown,unknown,0,,
2026-04-27,54.88,13.77,25.1,28.62,52.2,3.63,6.6,41.11,74.9,red,red,yellow,unknown,54.88,0.0,13.77,0.0,25.1,,74.9,,,,,,,unknown,unknown,unknown,unknown,0,,
2026-04-28,1020.18,255.5,25.0,862.33,84.5,104.08,10.2,764.68,75.0,red,red,yellow,unknown,1020.18,0.0,255.5,0.0,25.0,,75.0,,758.25,0.0,104.08,74.3,,unknown,unknown,unknown,unknown,0,,
2026-04-29,610.03,132.53,21.7,741.21,121.5,84.59,13.9,477.5,78.3,amber,red,yellow,unknown,610.03,0.0,132.53,0.0,21.7,,78.3,,656.61,0.0,84.59,107.6,,unknown,unknown,unknown,unknown,0,,
2026-04-30,1060.0,213.17,20.1,724.82,68.4,57.96,5.5,846.83,79.9,yellow,red,yellow,unknown,1060.0,0.0,213.17,0.0,20.1,,79.9,,666.86,0.0,57.96,62.9,,unknown,unknown,unknown,unknown,0,,
2026-05-01,3471.46,648.92,18.7,1278.2,36.8,160.58,4.6,2822.54,81.3,yellow,red,yellow,unknown,3471.46,0.0,648.92,0.0,18.7,,81.3,,1117.63,0.0,160.58,32.2,,unknown,unknown,unknown,unknown,0,,
2026-05-02,2323.97,454.72,19.6,1174.32,50.5,209.74,9.0,1869.25,80.4,yellow,red,yellow,unknown,2323.97,0.0,454.72,0.0,19.6,,80.4,,964.58,0.0,209.74,41.5,,unknown,unknown,unknown,unknown,0,,
2026-05-03,1671.77,299.85,17.9,595.79,35.6,87.38,5.2,1371.92,82.1,yellow,red,yellow,unknown,1671.77,0.0,299.85,0.0,17.9,,82.1,,508.4,0.0,87.38,30.4,,unknown,unknown,unknown,unknown,0,,
2026-05-04,3.75,4.69,124.9,1.54,40.9,0.21,5.6,-0.94,-24.9,red,red,green,unknown,3.75,0.0,4.69,0.0,125.1,,-25.1,,,,,,,unknown,unknown,unknown,unknown,0,,
2026-05-05,958.29,226.86,23.7,663.37,69.2,89.21,9.3,731.43,76.3,red,red,green,unknown,958.29,0.0,226.86,0.0,23.7,,76.3,,574.16,0.0,89.21,59.9,,unknown,unknown,unknown,unknown,0,,
2026-05-06,1086.25,218.13,20.1,695.88,64.1,84.59,7.8,868.12,79.9,yellow,red,green,unknown,1086.25,0.0,218.13,0.0,20.1,,79.9,,611.28,0.0,84.59,56.3,,unknown,unknown,unknown,unknown,0,,
2026-05-07,1400.78,284.41,20.3,639.13,45.6,71.95,5.1,1116.37,79.7,yellow,red,green,unknown,1400.78,0.0,284.41,0.0,20.3,,79.7,,567.18,0.0,71.95,40.5,,unknown,unknown,unknown,unknown,0,,
2026-05-08,4070.64,796.81,19.6,1201.04,29.5,199.14,4.9,3273.83,80.4,yellow,red,green,unknown,4070.64,0.0,796.81,0.0,19.6,,80.4,,1001.89,0.0,199.14,24.6,,unknown,unknown,unknown,unknown,0,,
2026-05-09,2557.04,530.84,20.8,1051.17,41.1,180.21,7.0,2026.2,79.2,amber,red,green,unknown,2557.04,0.0,530.84,0.0,20.8,,79.2,,870.96,0.0,180.21,34.1,,unknown,unknown,unknown,unknown,0,,
2026-05-10,1985.61,395.7,19.9,627.69,31.6,73.94,3.7,1589.91,80.1,yellow,red,green,unknown,1985.61,0.0,395.7,0.0,19.9,,80.1,,553.75,0.0,73.94,27.9,,unknown,unknown,unknown,unknown,0,,
2026-05-11,3.64,0.0,0.0,1.56,42.9,0.2,5.5,3.64,100.0,green,red,green,unknown,3.64,0.0,,,,,,,,,,,,unknown,unknown,unknown,unknown,0,,
2026-05-12,1753.6,386.3,22.0,921.47,52.5,89.21,5.1,1367.3,78.0,amber,red,green,unknown,1753.6,0.0,386.3,0.0,22.0,,78.0,,832.27,0.0,89.21,47.5,,unknown,unknown,unknown,unknown,0,,
2026-05-13,723.73,148.21,20.5,569.09,78.6,74.88,10.3,575.52,79.5,yellow,red,green,unknown,723.73,0.0,148.21,0.0,20.5,,79.5,,494.2,0.0,74.88,68.3,,unknown,unknown,unknown,unknown,0,,
2026-05-14,1812.1,401.74,22.2,736.1,40.6,76.92,4.2,1410.36,77.8,amber,red,green,unknown,1812.1,0.0,401.74,0.0,22.2,,77.8,,659.18,0.0,76.92,36.4,,unknown,unknown,unknown,unknown,0,,
2026-05-15,3622.95,737.38,20.4,1187.84,32.8,193.41,5.3,2885.57,79.6,yellow,red,green,unknown,3622.95,0.0,737.38,0.0,20.4,,79.6,,994.43,0.0,193.41,27.4,,unknown,unknown,unknown,unknown,0,,
2026-05-16,2924.75,575.0,19.7,1266.07,43.3,197.12,6.7,2349.75,80.3,yellow,red,green,unknown,2924.75,0.0,575.0,0.0,19.7,,80.3,,1068.95,0.0,197.12,36.5,,unknown,unknown,unknown,unknown,0,,
2026-05-17,1438.95,265.58,18.5,623.18,43.3,78.08,5.4,1173.37,81.5,yellow,red,green,unknown,1438.95,0.0,265.58,0.0,18.5,,81.5,,545.09,0.0,78.08,37.9,,unknown,unknown,unknown,unknown,0,,
2026-05-18,3.75,16.05,427.5,1.61,42.9,0.22,5.8,-12.3,-327.5,red,red,green,unknown,3.75,0.0,16.05,0.0,428.0,,-328.0,,,,,,,unknown,unknown,unknown,unknown,0,,
2026-05-19,932.95,189.94,20.4,644.12,69.0,120.42,12.9,743.01,79.6,yellow,red,green,unknown,932.95,0.0,189.94,0.0,20.4,,79.6,,523.7,0.0,120.42,56.1,,unknown,unknown,unknown,unknown,0,,
2026-05-20,833.55,142.32,17.1,687.88,82.5,81.77,9.8,691.23,82.9,green,red,green,unknown,833.55,0.0,142.32,0.0,17.1,,82.9,,606.11,0.0,81.77,72.7,,unknown,unknown,unknown,unknown,0,,
2026-05-21,909.96,209.44,23.0,603.91,66.4,69.44,7.6,700.52,77.0,red,red,green,unknown,909.96,0.0,209.44,0.0,23.0,,77.0,,534.47,0.0,69.44,58.7,,unknown,unknown,unknown,unknown,0,,
2026-05-22,4130.12,830.52,20.1,1175.95,28.5,218.69,5.3,3299.6,79.9,yellow,red,green,unknown,4130.12,0.0,830.52,0.0,20.1,,79.9,,957.26,0.0,218.69,23.2,,unknown,unknown,unknown,unknown,0,,
