date,revenue_ex_gst,cogs_dollars,cogs_pct,wages_dollars,wages_pct,delivery_dollars,delivery_pct,gp_dollars,gp_pct,cogs_alert,wages_alert,delivery_alert,gp_alert,food_ex_gst,bev_ex_gst,food_cogs,bev_cogs,food_cogs_pct,bev_cogs_pct,food_gp_pct,bev_gp_pct,wages_kitchen_dollars,wages_foh_dollars,wages_driver_dollars,wages_kitchen_pct,wages_foh_pct,cogs_food_alert,cogs_bev_alert,wages_kitchen_alert,wages_foh_alert,uber_eats_revenue,uber_direct_dollars,leave_dollars
2025-09-21,2037.8,69.18,3.4,887.37,43.5,196.96,9.7,1968.62,96.6,green,unknown,unknown,unknown,2037.8,0.0,69.18,0.0,3.4,,96.6,,690.41,0.0,196.96,33.9,,unknown,unknown,unknown,unknown,0,,
2025-09-23,1117.48,19.13,1.7,639.54,57.2,82.94,7.4,1098.35,98.3,green,unknown,unknown,unknown,1117.48,0.0,19.13,0.0,1.7,,98.3,,556.6,0.0,82.94,49.8,,unknown,unknown,unknown,unknown,0,,
2025-09-24,1319.62,4.9,0.4,692.84,52.5,78.04,5.9,1314.72,99.6,green,unknown,unknown,unknown,1319.62,0.0,4.9,0.0,0.4,,99.6,,614.8,0.0,78.04,46.6,,unknown,unknown,unknown,unknown,0,,
2025-09-25,1551.54,17.66,1.1,651.46,42.0,85.56,5.5,1533.88,98.9,green,unknown,unknown,unknown,1551.54,0.0,17.66,0.0,1.1,,98.9,,565.9,0.0,85.56,36.5,,unknown,unknown,unknown,unknown,0,,
2025-09-26,3812.49,105.15,2.8,1120.75,29.4,160.64,4.2,3707.34,97.2,green,unknown,unknown,unknown,3812.49,0.0,105.15,0.0,2.8,,97.2,,960.12,0.0,160.64,25.2,,unknown,unknown,unknown,unknown,0,,
2025-09-27,3138.53,37.27,1.2,1289.23,41.1,173.11,5.5,3101.26,98.8,green,unknown,unknown,unknown,3138.53,0.0,37.27,0.0,1.2,,98.8,,1116.12,0.0,173.11,35.6,,unknown,unknown,unknown,unknown,0,,
2025-09-28,2382.75,64.7,2.7,934.77,39.2,219.04,9.2,2318.05,97.3,green,unknown,unknown,unknown,2382.75,0.0,64.7,0.0,2.7,,97.3,,715.74,0.0,219.04,30.0,,unknown,unknown,unknown,unknown,0,,
2025-09-30,1618.33,27.31,1.7,720.6,44.5,92.4,5.7,1591.02,98.3,green,unknown,unknown,unknown,1618.33,0.0,27.31,0.0,1.7,,98.3,,628.2,0.0,92.4,38.8,,unknown,unknown,unknown,unknown,0,,
2025-10-01,1772.77,18.05,1.0,609.27,34.4,92.4,5.2,1754.72,99.0,green,unknown,unknown,unknown,1772.77,0.0,18.05,0.0,1.0,,99.0,,516.87,0.0,92.4,29.2,,unknown,unknown,unknown,unknown,0,,
2025-10-02,1368.12,11.92,0.9,692.44,50.6,89.6,6.5,1356.2,99.1,green,unknown,unknown,unknown,1368.12,0.0,11.92,0.0,0.9,,99.1,,602.84,0.0,89.6,44.1,,unknown,unknown,unknown,unknown,0,,
2025-10-03,3764.67,40.01,1.1,1216.66,32.3,237.13,6.3,3724.66,98.9,green,unknown,unknown,unknown,3764.67,0.0,40.01,0.0,1.1,,98.9,,979.53,0.0,237.13,26.0,,unknown,unknown,unknown,unknown,0,,
2025-10-04,2798.34,79.1,2.8,1679.52,60.0,340.2,12.2,2719.24,97.2,green,unknown,unknown,unknown,2798.34,0.0,79.1,0.0,2.8,,97.2,,1339.32,0.0,340.2,47.9,,unknown,unknown,unknown,unknown,0,,
2025-10-05,3167.75,63.46,2.0,1546.77,48.8,294.35,9.3,3104.29,98.0,green,unknown,unknown,unknown,3167.75,0.0,63.46,0.0,2.0,,98.0,,1252.43,0.0,294.35,39.5,,unknown,unknown,unknown,unknown,0,,
2025-10-07,1288.15,7.38,0.6,766.56,59.5,83.62,6.5,1280.77,99.4,green,unknown,unknown,unknown,1288.15,0.0,7.38,0.0,0.6,,99.4,,682.94,0.0,83.62,53.0,,unknown,unknown,unknown,unknown,0,,
2025-10-08,811.58,36.63,4.5,691.26,85.2,95.16,11.7,774.95,95.5,green,unknown,unknown,unknown,811.58,0.0,36.63,0.0,4.5,,95.5,,596.09,0.0,95.16,73.4,,unknown,unknown,unknown,unknown,0,,
2025-10-09,1493.74,12.16,0.8,768.0,51.4,83.0,5.6,1481.58,99.2,green,unknown,unknown,unknown,1493.74,0.0,12.16,0.0,0.8,,99.2,,685.01,0.0,83.0,45.9,,unknown,unknown,unknown,unknown,0,,
2025-10-10,3580.6,22.52,0.6,1293.26,36.1,252.11,7.0,3558.08,99.4,green,unknown,unknown,unknown,3580.6,0.0,22.52,0.0,0.6,,99.4,,1041.16,0.0,252.11,29.1,,unknown,unknown,unknown,unknown,0,,
2025-10-11,3554.89,31.66,0.9,1640.24,46.1,264.34,7.4,3523.23,99.1,green,unknown,unknown,unknown,3554.89,0.0,31.66,0.0,0.9,,99.1,,1375.9,0.0,264.34,38.7,,unknown,unknown,unknown,unknown,0,,
2025-10-12,2326.81,30.75,1.3,1106.17,47.5,240.09,10.3,2296.06,98.7,green,unknown,unknown,unknown,2326.81,0.0,30.75,0.0,1.3,,98.7,,866.08,0.0,240.09,37.2,,unknown,unknown,unknown,unknown,0,,
2025-10-14,885.64,4.4,0.5,734.11,82.9,86.37,9.8,881.24,99.5,green,unknown,unknown,unknown,885.64,0.0,4.4,0.0,0.5,,99.5,,647.74,0.0,86.37,73.1,,unknown,unknown,unknown,unknown,0,,
2025-10-15,919.61,0.0,0.0,694.52,75.5,0.0,0.0,919.61,100.0,green,unknown,unknown,unknown,919.61,0.0,,,,,,,694.52,0.0,0.0,75.5,,unknown,unknown,unknown,unknown,0,,
2025-10-16,1516.89,20.32,1.3,528.85,34.9,89.08,5.9,1496.57,98.7,green,unknown,unknown,unknown,1516.89,0.0,20.32,0.0,1.3,,98.7,,439.78,0.0,89.08,29.0,,unknown,unknown,unknown,unknown,0,,
2025-10-17,4312.46,87.5,2.0,1480.41,34.3,304.43,7.1,4224.96,98.0,green,unknown,unknown,unknown,4312.46,0.0,87.5,0.0,2.0,,98.0,,1175.98,0.0,304.43,27.3,,unknown,unknown,unknown,unknown,0,,
2025-10-18,3967.25,41.6,1.0,1532.6,38.6,298.67,7.5,3925.65,99.0,green,unknown,unknown,unknown,3967.25,0.0,41.6,0.0,1.0,,99.0,,1233.94,0.0,298.67,31.1,,unknown,unknown,unknown,unknown,0,,
2025-10-19,2374.03,78.74,3.3,1074.22,45.2,242.48,10.2,2295.29,96.7,green,unknown,unknown,unknown,2374.03,0.0,78.74,0.0,3.3,,96.7,,831.74,0.0,242.48,35.0,,unknown,unknown,unknown,unknown,0,,
2025-10-21,849.95,19.83,2.3,811.66,95.5,61.88,7.3,830.12,97.7,green,unknown,unknown,unknown,849.95,0.0,19.83,0.0,2.3,,97.7,,749.78,0.0,61.88,88.2,,unknown,unknown,unknown,unknown,0,,
2025-10-22,1656.74,38.93,2.3,779.52,47.1,85.85,5.2,1617.81,97.7,green,unknown,unknown,unknown,1656.74,0.0,38.93,0.0,2.3,,97.7,,693.67,0.0,85.85,41.9,,unknown,unknown,unknown,unknown,0,,
2025-10-23,1787.64,16.71,0.9,823.9,46.1,89.74,5.0,1770.93,99.1,green,unknown,unknown,unknown,1787.64,0.0,16.71,0.0,0.9,,99.1,,734.16,0.0,89.74,41.1,,unknown,unknown,unknown,unknown,0,,
2025-10-24,4372.08,69.21,1.6,1342.75,30.7,199.61,4.6,4302.87,98.4,green,unknown,unknown,unknown,4372.08,0.0,69.21,0.0,1.6,,98.4,,1143.14,0.0,199.61,26.1,,unknown,unknown,unknown,unknown,0,,
2025-10-25,3596.18,83.26,2.3,1408.44,39.2,175.59,4.9,3512.92,97.7,green,unknown,unknown,unknown,3596.18,0.0,83.26,0.0,2.3,,97.7,,1232.85,0.0,175.59,34.3,,unknown,unknown,unknown,unknown,0,,
2025-10-26,2195.25,17.96,0.8,775.98,35.3,215.72,9.8,2177.29,99.2,green,unknown,unknown,unknown,2195.25,0.0,17.96,0.0,0.8,,99.2,,560.27,0.0,215.72,25.5,,unknown,unknown,unknown,unknown,0,,
2025-10-28,1232.35,17.57,1.4,596.71,48.4,0.0,0.0,1214.78,98.6,green,unknown,unknown,unknown,1232.35,0.0,17.57,0.0,1.4,,98.6,,596.71,0.0,0.0,48.4,,unknown,unknown,unknown,unknown,0,,
2025-10-29,1086.25,9.03,0.8,729.19,67.1,66.11,6.1,1077.22,99.2,green,unknown,unknown,unknown,1086.25,0.0,9.03,0.0,0.8,,99.2,,663.08,0.0,66.11,61.0,,unknown,unknown,unknown,unknown,0,,
2025-10-30,1833.24,9.99,0.5,669.36,36.5,82.4,4.5,1823.25,99.5,green,unknown,unknown,unknown,1833.24,0.0,9.99,0.0,0.5,,99.5,,586.95,0.0,82.4,32.0,,unknown,unknown,unknown,unknown,0,,
2025-10-31,5200.41,112.41,2.2,1567.86,30.1,257.59,5.0,5088.0,97.8,green,unknown,unknown,unknown,5200.41,0.0,112.41,0.0,2.2,,97.8,,1310.27,0.0,257.59,25.2,,unknown,unknown,unknown,unknown,0,,
2025-11-01,3589.81,47.88,1.3,1200.78,33.4,66.11,1.8,3541.93,98.7,green,unknown,unknown,unknown,3589.81,0.0,47.88,0.0,1.3,,98.7,,1134.67,0.0,66.11,31.6,,unknown,unknown,unknown,unknown,0,,
2025-11-02,2369.24,75.41,3.2,986.13,41.6,226.8,9.6,2293.83,96.8,green,unknown,unknown,unknown,2369.24,0.0,75.41,0.0,3.2,,96.8,,759.33,0.0,226.8,32.0,,unknown,unknown,unknown,unknown,0,,
2025-11-04,1045.32,24.53,2.3,829.24,79.3,123.73,11.8,1020.79,97.7,green,unknown,unknown,unknown,1045.32,0.0,24.53,0.0,2.3,,97.7,,705.51,0.0,123.73,67.5,,unknown,unknown,unknown,unknown,0,,
2025-11-05,1012.67,15.5,1.5,719.53,71.1,78.05,7.7,997.17,98.5,green,unknown,unknown,unknown,1012.67,0.0,15.5,0.0,1.5,,98.5,,641.48,0.0,78.05,63.3,,unknown,unknown,unknown,unknown,0,,
2025-11-06,1555.35,17.69,1.1,783.86,50.4,83.62,5.4,1537.66,98.9,green,unknown,unknown,unknown,1555.35,0.0,17.69,0.0,1.1,,98.9,,700.25,0.0,83.62,45.0,,unknown,unknown,unknown,unknown,0,,
2025-11-07,3711.03,50.13,1.4,1702.19,45.9,329.15,8.9,3660.9,98.6,green,unknown,unknown,unknown,3711.03,0.0,50.13,0.0,1.4,,98.6,,1373.03,0.0,329.15,37.0,,unknown,unknown,unknown,unknown,0,,
2025-11-08,3687.05,45.39,1.2,1479.53,40.1,266.46,7.2,3641.66,98.8,green,unknown,unknown,unknown,3687.05,0.0,45.39,0.0,1.2,,98.8,,1213.07,0.0,266.46,32.9,,unknown,unknown,unknown,unknown,0,,
2025-11-09,2407.65,22.27,0.9,987.13,41.0,231.04,9.6,2385.38,99.1,green,unknown,unknown,unknown,2407.65,0.0,22.27,0.0,0.9,,99.1,,756.09,0.0,231.04,31.4,,unknown,unknown,unknown,unknown,0,,
2025-11-11,1404.36,25.3,1.8,757.65,54.0,79.72,5.7,1379.06,98.2,green,unknown,unknown,unknown,1404.36,0.0,25.3,0.0,1.8,,98.2,,677.93,0.0,79.72,48.3,,unknown,unknown,unknown,unknown,0,,
2025-11-12,1415.73,28.27,2.0,758.25,53.6,111.1,7.8,1387.46,98.0,green,unknown,unknown,unknown,1415.73,0.0,28.27,0.0,2.0,,98.0,,647.15,0.0,111.1,45.7,,unknown,unknown,unknown,unknown,0,,
2025-11-13,1922.59,19.96,1.0,749.25,39.0,71.4,3.7,1902.63,99.0,green,unknown,unknown,unknown,1922.59,0.0,19.96,0.0,1.0,,99.0,,677.85,0.0,71.4,35.3,,unknown,unknown,unknown,unknown,0,,
2025-11-14,4702.21,49.28,1.0,1505.8,32.0,291.87,6.2,4652.93,99.0,green,unknown,unknown,unknown,4702.21,0.0,49.28,0.0,1.0,,99.0,,1213.93,0.0,291.87,25.8,,unknown,unknown,unknown,unknown,0,,
2025-11-15,3262.05,46.88,1.4,1388.7,42.6,244.92,7.5,3215.17,98.6,green,unknown,unknown,unknown,3262.05,0.0,46.88,0.0,1.4,,98.6,,1143.77,0.0,244.92,35.1,,unknown,unknown,unknown,unknown,0,,
2025-11-16,2502.56,31.54,1.3,970.09,38.8,280.42,11.2,2471.02,98.7,green,unknown,unknown,unknown,2502.56,0.0,31.54,0.0,1.3,,98.7,,689.67,0.0,280.42,27.6,,unknown,unknown,unknown,unknown,0,,
2025-11-18,905.4,63.52,7.0,705.97,78.0,73.3,8.1,841.88,93.0,green,unknown,unknown,unknown,905.4,0.0,63.52,0.0,7.0,,93.0,,632.67,0.0,73.3,69.9,,unknown,unknown,unknown,unknown,0,,
2025-11-19,1520.83,32.93,2.2,783.5,51.5,103.96,6.8,1487.9,97.8,green,unknown,unknown,unknown,1520.83,0.0,32.93,0.0,2.2,,97.8,,679.54,0.0,103.96,44.7,,unknown,unknown,unknown,unknown,0,,
2025-11-20,2470.26,35.54,1.4,714.81,28.9,89.19,3.6,2434.72,98.6,green,unknown,unknown,unknown,2470.26,0.0,35.54,0.0,1.4,,98.6,,625.62,0.0,89.19,25.3,,unknown,unknown,unknown,unknown,0,,
2025-11-21,3240.95,17.42,0.5,1763.59,54.4,307.46,9.5,3223.53,99.5,green,unknown,unknown,unknown,3240.95,0.0,17.42,0.0,0.5,,99.5,,1456.13,0.0,307.46,44.9,,unknown,unknown,unknown,unknown,0,,
2025-11-22,2886.53,44.5,1.5,1490.44,51.6,291.95,10.1,2842.03,98.5,green,unknown,unknown,unknown,2886.53,0.0,44.5,0.0,1.5,,98.5,,1198.49,0.0,291.95,41.5,,unknown,unknown,unknown,unknown,0,,
2025-11-23,2089.56,71.2,3.4,915.88,43.8,217.68,10.4,2018.36,96.6,green,unknown,unknown,unknown,2089.56,0.0,71.2,0.0,3.4,,96.6,,698.2,0.0,217.68,33.4,,unknown,unknown,unknown,unknown,0,,
2025-11-25,1345.58,18.19,1.4,675.44,50.2,118.89,8.8,1327.39,98.6,green,unknown,unknown,unknown,1345.58,0.0,18.19,0.0,1.4,,98.6,,556.55,0.0,118.89,41.4,,unknown,unknown,unknown,unknown,0,,
2025-11-26,1281.1,49.02,3.8,811.94,63.4,83.62,6.5,1232.08,96.2,green,unknown,unknown,unknown,1281.1,0.0,49.02,0.0,3.8,,96.2,,728.32,0.0,83.62,56.9,,unknown,unknown,unknown,unknown,0,,
2025-11-27,1394.07,27.42,2.0,905.0,64.9,130.85,9.4,1366.65,98.0,green,unknown,unknown,unknown,1394.07,0.0,27.42,0.0,2.0,,98.0,,774.15,0.0,130.85,55.5,,unknown,unknown,unknown,unknown,0,,
2025-11-28,4486.23,80.13,1.8,1395.96,31.1,323.34,7.2,4406.1,98.2,green,unknown,unknown,unknown,4486.23,0.0,80.13,0.0,1.8,,98.2,,1072.62,0.0,323.34,23.9,,unknown,unknown,unknown,unknown,0,,
2025-11-29,4049.99,192.46,4.8,1534.88,37.9,332.53,8.2,3857.53,95.2,green,unknown,unknown,unknown,4049.99,0.0,192.46,0.0,4.8,,95.2,,1202.35,0.0,332.53,29.7,,unknown,unknown,unknown,unknown,0,,
2025-11-30,2973.14,81.76,2.7,1058.41,35.6,155.51,5.2,2891.38,97.3,green,unknown,unknown,unknown,2973.14,0.0,81.76,0.0,2.7,,97.3,,902.9,0.0,155.51,30.4,,unknown,unknown,unknown,unknown,0,,
2025-12-02,1179.26,103.58,8.8,733.18,62.2,83.62,7.1,1075.68,91.2,green,unknown,unknown,unknown,1179.26,0.0,103.58,0.0,8.8,,91.2,,649.57,0.0,83.62,55.1,,unknown,unknown,unknown,unknown,0,,
2025-12-03,1515.56,29.48,1.9,807.9,53.3,83.62,5.5,1486.08,98.1,green,unknown,unknown,unknown,1515.56,0.0,29.48,0.0,1.9,,98.1,,724.29,0.0,83.62,47.8,,unknown,unknown,unknown,unknown,0,,
2025-12-04,1716.74,54.17,3.2,758.08,44.2,74.26,4.3,1662.57,96.8,green,unknown,unknown,unknown,1716.74,0.0,54.17,0.0,3.2,,96.8,,683.83,0.0,74.26,39.8,,unknown,unknown,unknown,unknown,0,,
2025-12-05,5288.67,679.55,12.8,1376.81,26.0,308.6,5.8,4609.12,87.2,green,unknown,unknown,unknown,5288.67,0.0,679.55,0.0,12.8,,87.2,,1068.22,0.0,308.6,20.2,,unknown,unknown,unknown,unknown,0,,
2025-12-06,3880.65,320.51,8.3,1455.13,37.5,275.25,7.1,3560.14,91.7,green,unknown,unknown,unknown,3880.65,0.0,320.51,0.0,8.3,,91.7,,1179.88,0.0,275.25,30.4,,unknown,unknown,unknown,unknown,0,,
2025-12-07,1983.43,247.56,12.5,933.38,47.1,160.04,8.1,1735.87,87.5,green,unknown,unknown,unknown,1983.43,0.0,247.56,0.0,12.5,,87.5,,773.34,0.0,160.04,39.0,,unknown,unknown,unknown,unknown,0,,
2025-12-09,1365.45,134.07,9.8,564.25,41.3,78.05,5.7,1231.38,90.2,green,red,unknown,unknown,1365.45,0.0,134.07,0.0,9.8,,90.2,,486.2,0.0,78.05,35.6,,unknown,unknown,unknown,unknown,0,,
2025-12-10,1764.55,161.86,9.2,865.35,49.0,72.47,4.1,1602.69,90.8,green,red,unknown,unknown,1764.55,0.0,161.86,0.0,9.2,,90.8,,792.88,0.0,72.47,44.9,,unknown,unknown,unknown,unknown,0,,
2025-12-11,1535.21,109.21,7.1,863.88,56.3,72.02,4.7,1426.0,92.9,green,red,unknown,unknown,1535.21,0.0,109.21,0.0,7.1,,92.9,,791.86,0.0,72.02,51.6,,unknown,unknown,unknown,unknown,0,,
2025-12-12,3322.86,291.25,8.8,1408.11,42.4,281.27,8.5,3031.61,91.2,green,red,unknown,unknown,3322.86,0.0,291.25,0.0,8.8,,91.2,,1126.84,0.0,281.27,33.9,,unknown,unknown,unknown,unknown,0,,
2025-12-13,3617.96,495.56,13.7,1598.75,44.2,253.95,7.0,3122.4,86.3,green,red,unknown,unknown,3617.96,0.0,495.56,0.0,13.7,,86.3,,1344.8,0.0,253.95,37.2,,unknown,unknown,unknown,unknown,0,,
2025-12-14,2227.62,245.46,11.0,998.93,44.8,248.93,11.2,1982.16,89.0,green,red,unknown,unknown,2227.62,0.0,245.46,0.0,11.0,,89.0,,750.0,0.0,248.93,33.7,,unknown,unknown,unknown,unknown,0,,
2025-12-16,1377.01,227.6,16.5,717.23,52.1,76.46,5.6,1149.41,83.5,green,unknown,unknown,unknown,1377.01,0.0,227.6,0.0,16.5,,83.5,,640.78,0.0,76.46,46.5,,unknown,unknown,unknown,unknown,0,,
2025-12-17,1280.92,163.79,12.8,767.86,59.9,90.12,7.0,1117.13,87.2,green,unknown,unknown,unknown,1280.92,0.0,163.79,0.0,12.8,,87.2,,677.74,0.0,90.12,52.9,,unknown,unknown,unknown,unknown,0,,
2025-12-18,2020.08,172.24,8.5,664.4,32.9,109.43,5.4,1847.84,91.5,green,unknown,unknown,unknown,2020.08,0.0,172.24,0.0,8.5,,91.5,,554.97,0.0,109.43,27.5,,unknown,unknown,unknown,unknown,0,,
2025-12-19,5835.71,505.43,8.7,1350.98,23.2,255.77,4.4,5330.28,91.3,green,unknown,unknown,unknown,5835.71,0.0,505.43,0.0,8.7,,91.3,,1095.21,0.0,255.77,18.8,,unknown,unknown,unknown,unknown,0,,
2025-12-20,3101.32,315.67,10.2,1318.42,42.5,225.87,7.3,2785.65,89.8,green,unknown,unknown,unknown,3101.32,0.0,315.67,0.0,10.2,,89.8,,1092.54,0.0,225.87,35.2,,unknown,unknown,unknown,unknown,0,,
2025-12-21,2853.21,287.81,10.1,954.98,33.5,213.76,7.5,2565.4,89.9,green,unknown,unknown,unknown,2853.21,0.0,287.81,0.0,10.1,,89.9,,741.22,0.0,213.76,26.0,,unknown,unknown,unknown,unknown,0,,
2025-12-22,24.05,0.0,0.0,,,,,24.05,100.0,green,unknown,unknown,unknown,24.05,0.0,,,,,,,,,,,,unknown,unknown,unknown,unknown,0,,
2025-12-23,2352.43,204.43,8.7,890.3,37.8,107.41,4.6,2148.0,91.3,green,unknown,unknown,unknown,2352.43,0.0,204.43,0.0,8.7,,91.3,,782.9,0.0,107.41,33.3,,unknown,unknown,unknown,unknown,0,,
2025-12-25,182.73,3.86,2.1,,,,,178.87,97.9,green,unknown,unknown,unknown,182.73,0.0,3.86,0.0,2.1,,97.9,,,,,,,unknown,unknown,unknown,unknown,0,,
2025-12-26,2890.54,268.1,9.3,1689.43,58.4,233.61,8.1,2622.44,90.7,green,unknown,unknown,unknown,2890.54,0.0,268.1,0.0,9.3,,90.7,,1455.82,0.0,233.61,50.4,,unknown,unknown,unknown,unknown,0,,
2025-12-27,3112.81,320.13,10.3,1922.61,61.8,282.55,9.1,2792.68,89.7,green,unknown,unknown,unknown,3112.81,0.0,320.13,0.0,10.3,,89.7,,1640.06,0.0,282.55,52.7,,unknown,unknown,unknown,unknown,0,,
2025-12-28,2993.43,292.12,9.8,1106.49,37.0,286.85,9.6,2701.31,90.2,green,unknown,unknown,unknown,2993.43,0.0,292.12,0.0,9.8,,90.2,,819.64,0.0,286.85,27.4,,unknown,unknown,unknown,unknown,0,,
2025-12-29,12.82,0.0,0.0,,,,,12.82,100.0,green,unknown,unknown,unknown,12.82,0.0,,,,,,,,,,,,unknown,unknown,unknown,unknown,0,,
2025-12-30,2759.55,263.49,9.5,1319.98,47.8,169.9,6.2,2496.06,90.5,green,unknown,unknown,unknown,2759.55,0.0,263.49,0.0,9.5,,90.5,,1150.08,0.0,169.9,41.7,,unknown,unknown,unknown,unknown,0,,
2025-12-31,34.26,0.0,0.0,,,,,34.26,100.0,green,unknown,unknown,unknown,34.26,0.0,,,,,,,,,,,,unknown,unknown,unknown,unknown,0,,
2026-01-02,2486.6,206.64,8.3,1433.2,57.6,260.79,10.5,2279.96,91.7,green,unknown,unknown,unknown,2486.6,0.0,206.64,0.0,8.3,,91.7,,1172.41,0.0,260.79,47.1,,unknown,unknown,unknown,unknown,0,,
2026-01-03,3625.6,368.81,10.2,1717.92,47.4,228.03,6.3,3256.79,89.8,green,unknown,unknown,unknown,3625.6,0.0,368.81,0.0,10.2,,89.8,,1489.88,0.0,228.03,41.1,,unknown,unknown,unknown,unknown,0,,
2026-01-04,3081.04,236.63,7.7,1269.85,41.2,230.28,7.5,2844.41,92.3,green,unknown,unknown,unknown,3081.04,0.0,236.63,0.0,7.7,,92.3,,1039.57,0.0,230.28,33.7,,unknown,unknown,unknown,unknown,0,,
2026-01-05,7.27,0.0,0.0,3.14,43.2,,,7.27,100.0,green,red,unknown,unknown,7.27,0.0,,,,,,,,,,,,unknown,unknown,unknown,unknown,0,,
2026-01-06,2022.25,155.92,7.7,918.99,45.4,76.66,3.8,1866.33,92.3,green,red,unknown,unknown,2022.25,0.0,155.92,0.0,7.7,,92.3,,842.33,0.0,76.66,41.7,,unknown,unknown,unknown,unknown,0,,
2026-01-07,1509.94,158.53,10.5,744.86,49.3,103.92,6.9,1351.41,89.5,green,red,unknown,unknown,1509.94,0.0,158.53,0.0,10.5,,89.5,,640.94,0.0,103.92,42.4,,unknown,unknown,unknown,unknown,0,,
2026-01-08,1760.85,140.65,8.0,618.04,35.1,0.0,0.0,1620.2,92.0,green,red,unknown,unknown,1760.85,0.0,140.65,0.0,8.0,,92.0,,618.04,0.0,0.0,35.1,,unknown,unknown,unknown,unknown,0,,
2026-01-09,2997.44,258.55,8.6,1289.42,43.0,216.68,7.2,2738.89,91.4,green,red,unknown,unknown,2997.44,0.0,258.55,0.0,8.6,,91.4,,1072.74,0.0,216.68,35.8,,unknown,unknown,unknown,unknown,0,,
2026-01-10,3412.95,338.75,9.9,1317.02,38.6,276.73,8.1,3074.2,90.1,green,red,unknown,unknown,3412.95,0.0,338.75,0.0,9.9,,90.1,,1040.28,0.0,276.73,30.5,,unknown,unknown,unknown,unknown,0,,
2026-01-11,1927.15,180.5,9.4,935.6,48.5,193.83,10.1,1746.65,90.6,green,red,unknown,unknown,1927.15,0.0,180.5,0.0,9.4,,90.6,,741.77,0.0,193.83,38.5,,unknown,unknown,unknown,unknown,0,,
2026-01-12,11.1,0.0,0.0,5.29,47.6,,,11.1,100.0,green,red,unknown,unknown,11.1,0.0,,,,,,,,,,,,unknown,unknown,unknown,unknown,0,,
2026-01-13,1961.15,175.62,9.0,964.03,49.2,90.94,4.6,1785.53,91.0,green,red,unknown,unknown,1961.15,0.0,175.62,0.0,9.0,,91.0,,873.08,0.0,90.94,44.5,,unknown,unknown,unknown,unknown,0,,
2026-01-14,880.66,45.88,5.2,721.39,81.9,0.0,0.0,834.78,94.8,green,red,unknown,unknown,880.66,0.0,45.88,0.0,5.2,,94.8,,721.39,0.0,0.0,81.9,,unknown,unknown,unknown,unknown,0,,
2026-01-15,1565.94,144.97,9.3,774.6,49.5,84.15,5.4,1420.97,90.7,green,red,unknown,unknown,1565.94,0.0,144.97,0.0,9.3,,90.7,,690.45,0.0,84.15,44.1,,unknown,unknown,unknown,unknown,0,,
2026-01-16,3057.89,299.4,9.8,1403.29,45.9,369.88,12.1,2758.49,90.2,green,red,unknown,unknown,3057.89,0.0,299.4,0.0,9.8,,90.2,,1033.41,0.0,369.88,33.8,,unknown,unknown,unknown,unknown,0,,
2026-01-17,3240.58,285.43,8.8,1483.34,45.8,321.01,9.9,2955.15,91.2,green,red,unknown,unknown,3240.58,0.0,285.43,0.0,8.8,,91.2,,1162.32,0.0,321.01,35.9,,unknown,unknown,unknown,unknown,0,,
2026-01-18,2262.6,270.49,12.0,999.29,44.2,207.98,9.2,1992.11,88.0,green,red,unknown,unknown,2262.6,0.0,270.49,0.0,12.0,,88.0,,791.31,0.0,207.98,35.0,,unknown,unknown,unknown,unknown,0,,
2026-01-19,18.5,0.0,0.0,8.81,47.6,,,18.5,100.0,green,red,unknown,unknown,18.5,0.0,,,,,,,,,,,,unknown,unknown,unknown,unknown,0,,
2026-01-20,1609.23,78.84,4.9,980.74,60.9,83.39,5.2,1530.39,95.1,green,red,unknown,unknown,1609.23,0.0,78.84,0.0,4.9,,95.1,,897.35,0.0,83.39,55.8,,unknown,unknown,unknown,unknown,0,,
2026-01-21,980.19,43.75,4.5,729.98,74.5,109.21,11.1,936.44,95.5,green,red,unknown,unknown,980.19,0.0,43.75,0.0,4.5,,95.5,,620.77,0.0,109.21,63.3,,unknown,unknown,unknown,unknown,0,,
2026-01-22,1362.69,110.49,8.1,630.87,46.3,89.94,6.6,1252.2,91.9,green,red,unknown,unknown,1362.69,0.0,110.49,0.0,8.1,,91.9,,540.94,0.0,89.94,39.7,,unknown,unknown,unknown,unknown,0,,
2026-01-23,3261.31,354.55,10.9,1277.79,39.2,207.55,6.4,2906.76,89.1,green,red,unknown,unknown,3261.31,0.0,354.55,0.0,10.9,,89.1,,1070.24,0.0,207.55,32.8,,unknown,unknown,unknown,unknown,0,,
2026-01-24,2662.16,223.81,8.4,1396.52,52.5,216.33,8.1,2438.35,91.6,green,red,unknown,unknown,2662.16,0.0,223.81,0.0,8.4,,91.6,,1180.19,0.0,216.33,44.3,,unknown,unknown,unknown,unknown,0,,
2026-01-25,2680.63,281.54,10.5,979.21,36.5,161.03,6.0,2399.09,89.5,green,red,unknown,unknown,2680.63,0.0,281.54,0.0,10.5,,89.5,,818.18,0.0,161.03,30.5,,unknown,unknown,unknown,unknown,0,,
2026-01-26,4.18,0.0,0.0,1.89,45.2,,,4.18,100.0,green,red,unknown,unknown,4.18,0.0,,,,,,,,,,,,unknown,unknown,unknown,unknown,0,,
