date,revenue_ex_gst,cogs_dollars,cogs_pct,wages_dollars,wages_pct,delivery_dollars,delivery_pct,gp_dollars,gp_pct,eatclub_giveaway_ex_gst,eatclub_covers,cogs_alert,wages_alert,delivery_alert,gp_alert,food_ex_gst,bev_ex_gst,food_cogs,bev_cogs,food_cogs_pct,bev_cogs_pct,food_gp_pct,bev_gp_pct,wages_kitchen_dollars,wages_foh_dollars,wages_driver_dollars,wages_admin_dollars,wages_assumed_dollars,wages_assumed_shifts,wages_kitchen_pct,wages_foh_pct,cogs_food_alert,cogs_bev_alert,wages_kitchen_alert,wages_foh_alert,uber_eats_revenue,uber_direct_dollars,leave_dollars
2025-12-13,4326.61,486.31,11.2,2581.77,59.7,,,3840.3,88.8,,,green,red,n/a,unknown,2509.95,1816.65,0.0,486.31,0.0,26.8,100.0,73.2,831.18,1750.59,0,0,2581.77,0,33.1,96.4,green,amber,unknown,unknown,0,,
2025-12-14,3178.99,255.15,8.0,1287.84,40.5,,,2923.84,92.0,,,green,red,n/a,unknown,2088.11,1090.88,0.0,255.15,0.0,23.4,100.0,76.6,702.69,585.15,0,0,1287.84,0,33.7,53.6,green,yellow,unknown,unknown,0,,
2025-12-15,4017.95,351.73,8.8,2449.31,61.0,,,3666.22,91.2,,,green,unknown,n/a,unknown,2495.54,1522.41,0.0,351.73,0.0,23.1,100.0,76.9,992.79,1456.52,0,0,2449.31,0,39.8,95.7,green,yellow,unknown,unknown,0,,
2025-12-17,2111.13,107.74,5.1,1325.88,62.8,,,2003.39,94.9,,,green,unknown,n/a,unknown,1471.82,639.31,0.0,107.74,0.0,16.9,100.0,83.1,676.1,613.17,0,36.62,1289.27,0,45.9,95.9,green,green,unknown,unknown,0,,
2025-12-18,2762.95,214.16,7.8,1558.98,56.4,,,2548.79,92.2,,,green,unknown,n/a,unknown,1869.58,893.37,0.0,214.16,0.0,24.0,100.0,76.0,849.1,709.88,0,0,1558.98,0,45.4,79.5,green,yellow,unknown,unknown,0,,
2025-12-19,1176.36,103.91,8.8,1890.04,160.7,,,1072.45,91.2,,,green,unknown,n/a,unknown,785.91,390.45,0.0,103.91,0.0,26.6,100.0,73.4,927.51,962.53,0,0,1890.04,0,118.0,246.5,green,amber,unknown,unknown,0,,
2025-12-20,2729.14,274.09,10.0,1952.99,71.6,,,2455.05,90.0,,,green,unknown,n/a,unknown,1972.47,756.66,0.0,274.09,0.0,36.2,100.0,63.8,1004.93,948.06,0,0,1952.99,0,50.9,125.3,green,red,unknown,unknown,0,,
2025-12-21,1916.81,88.91,4.6,1562.26,81.5,,,1827.9,95.4,,,green,unknown,n/a,unknown,1500.55,416.26,0.0,88.91,0.0,21.4,100.0,78.6,787.98,774.28,0,0,1562.26,0,52.5,186.0,green,green,unknown,unknown,0,,
2025-12-22,7236.89,487.05,6.7,3002.39,41.5,,,6749.84,93.3,,,green,unknown,n/a,unknown,5210.94,2025.95,0.0,487.05,0.0,24.0,100.0,76.0,2263.06,739.33,0,0,3002.39,0,43.4,36.5,green,yellow,unknown,unknown,0,,
2025-12-27,3010.21,231.91,7.7,2233.1,74.2,,,2778.3,92.3,,,green,unknown,n/a,unknown,1943.04,1067.17,0.0,231.91,0.0,21.7,100.0,78.3,1390.6,842.49,0,0,2233.1,0,71.6,78.9,green,green,unknown,unknown,0,,
2025-12-28,2009.75,198.68,9.9,1767.7,88.0,,,1811.07,90.1,,,green,unknown,n/a,unknown,1400.05,609.71,0.0,198.68,0.0,32.6,100.0,67.4,1031.18,736.52,0,0,1767.7,0,73.7,120.8,green,red,unknown,unknown,0,,
2025-12-29,5461.25,328.45,6.0,3097.35,56.7,,,5132.8,94.0,,,green,unknown,n/a,unknown,4065.09,1396.15,0.0,328.45,0.0,23.5,100.0,76.5,803.9,2293.45,0,0,3097.35,0,19.8,164.3,green,yellow,unknown,unknown,0,,
2025-12-30,4.55,0.0,0.0,0,0.0,,,4.55,100.0,,,green,unknown,n/a,unknown,4.55,0.0,0.0,0.0,0.0,,100.0,,0,0,0,0,,0,0.0,,green,unknown,unknown,unknown,0,,
2026-01-02,2997.05,217.92,7.3,1512.76,50.5,,,2779.13,92.7,,,green,unknown,n/a,unknown,2098.55,898.49,0.0,217.92,0.0,24.3,100.0,75.7,946.89,565.87,0,0,1512.76,0,45.1,63.0,green,yellow,unknown,unknown,0,,
2026-01-03,3659.07,332.68,9.1,1675.72,45.8,,,3326.39,90.9,,,green,unknown,n/a,unknown,2166.32,1492.75,0.0,332.68,0.0,22.3,100.0,77.7,882.3,793.42,0,0,1675.72,0,40.7,53.2,green,yellow,unknown,unknown,0,,
2026-01-04,1519.95,132.43,8.7,2592.42,170.6,,,1387.52,91.3,,,green,unknown,n/a,unknown,942.55,577.41,0.0,132.43,0.0,22.9,100.0,77.1,2229.47,362.95,0,0,2592.42,0,236.5,62.9,green,yellow,unknown,unknown,0,,
2026-01-05,4230.58,193.22,4.6,1570.05,37.1,,,4037.36,95.4,,,green,red,n/a,unknown,3288.26,942.32,0.0,193.22,0.0,20.5,100.0,79.5,1103.96,466.09,0,0,1570.05,0,33.6,49.5,green,green,red,red,0,,
2026-01-06,4.55,0.0,0.0,311.27,6841.1,,,4.55,100.0,,,green,red,n/a,unknown,4.55,0.0,0.0,0.0,0.0,,100.0,,311.27,0,0,0,311.27,0,6841.1,,green,unknown,red,unknown,0,,
2026-01-07,2573.11,199.24,7.7,1584.83,61.6,,,2373.87,92.3,,,green,red,n/a,unknown,1680.52,892.59,0.0,199.24,0.0,22.3,100.0,77.7,1076.51,508.32,0,0,1584.83,0,64.1,56.9,green,yellow,red,red,0,,
2026-01-08,2911.29,237.3,8.2,1684.26,57.9,,,2673.99,91.8,,,green,red,n/a,unknown,1837.1,1074.19,0.0,237.3,0.0,22.1,100.0,77.9,1119.77,564.49,0,0,1684.26,0,61.0,52.6,green,yellow,red,red,0,,
2026-01-09,3199.78,307.17,9.6,1298.73,40.6,,,2892.61,90.4,,,green,red,n/a,unknown,1727.21,1472.57,0.0,307.17,0.0,20.9,100.0,79.1,910.61,388.12,0,0,1298.73,0,52.7,26.4,green,green,red,red,0,,
2026-01-10,2783.64,304.35,10.9,1320.41,47.4,,,2479.29,89.1,,,green,red,n/a,unknown,1871.18,912.45,0.0,304.35,0.0,33.4,100.0,66.6,870.3,450.11,0,0,1320.41,0,46.5,49.3,green,red,red,red,0,,
2026-01-12,3538.25,163.14,4.6,1229.34,34.7,,,3375.11,95.4,,,green,red,n/a,unknown,3069.65,468.61,0.0,163.14,0.0,34.8,100.0,65.2,560.7,668.63,0,0,1229.34,0,18.3,142.7,green,red,red,red,0,,
2026-01-14,2710.55,268.01,9.9,1284.21,47.4,,,2442.54,90.1,,,green,red,n/a,unknown,1673.55,1037.01,0.0,268.01,0.0,25.8,100.0,74.2,602.14,682.07,0,0,1284.21,0,36.0,65.8,green,amber,red,red,0,,
2026-01-15,2174.82,151.63,7.0,1253.07,57.6,,,2023.19,93.0,,,green,red,n/a,unknown,1547.18,627.64,0.0,151.63,0.0,24.2,100.0,75.8,564.57,688.5,0,0,1253.07,0,36.5,109.7,green,yellow,red,red,0,,
2026-01-16,3303.72,308.44,9.3,2522.18,76.3,,,2995.28,90.7,,,green,red,n/a,unknown,2071.35,1232.36,0.0,308.44,0.0,25.0,100.0,75.0,881.67,1640.51,0,0,2522.18,0,42.6,133.1,green,amber,red,red,0,,
2026-01-17,1591.09,139.24,8.8,962.16,60.5,,,1451.85,91.2,,,green,red,n/a,unknown,1000.18,590.91,0.0,139.24,0.0,23.6,100.0,76.4,742.95,219.21,0,0,962.16,0,74.3,37.1,green,yellow,red,red,0,,
2026-01-19,5129.89,264.47,5.2,1993.43,38.9,,,4865.42,94.8,,,green,red,n/a,unknown,4026.58,1103.31,0.0,264.47,0.0,24.0,100.0,76.0,1307.56,685.87,0,0,1993.43,0,32.5,62.2,green,yellow,red,red,0,,
2026-01-21,1236.77,47.29,3.8,1206.66,97.6,,,1189.48,96.2,,,green,red,n/a,unknown,939.95,296.82,0.0,47.29,0.0,15.9,100.0,84.1,627.96,578.69,0,0,1206.66,0,66.8,195.0,green,green,red,red,0,,
2026-01-22,1651.18,113.28,6.9,1122.25,68.0,,,1537.9,93.1,,,green,red,n/a,unknown,1169.55,481.64,0.0,113.28,0.0,23.5,100.0,76.5,534.74,587.51,0,0,1122.25,0,45.7,122.0,green,yellow,red,red,0,,
2026-01-23,3357.91,360.47,10.7,1860.76,55.4,,,2997.44,89.3,,,green,red,n/a,unknown,1855.56,1502.35,0.0,360.47,0.0,24.0,100.0,76.0,801.07,1059.69,0,0,1860.76,0,43.2,70.5,green,yellow,red,red,0,,
2026-01-24,2794.09,280.71,10.0,997.78,35.7,,,2513.38,90.0,,,green,red,n/a,unknown,1681.82,1112.27,0.0,280.71,0.0,25.2,100.0,74.8,827.41,170.36,0,0,997.78,0,49.2,15.3,green,amber,red,red,0,,
2026-01-26,3896.33,188.99,4.9,2444.96,62.8,,,3707.34,95.1,,,green,red,n/a,unknown,2922.57,973.75,0.0,188.99,0.0,19.4,100.0,80.6,2211.93,233.03,0,0,2444.96,0,75.7,23.9,green,green,red,red,0,,
2026-01-27,,,,72.5,,,,,,,,,,,,,,,,,,,,0,0,0,72.5,,0,,,,,,,,,
2026-01-28,1176.09,78.61,6.7,1193.27,101.5,,,1097.48,93.3,,,green,red,n/a,unknown,867.27,308.82,0.0,78.61,0.0,25.5,100.0,74.5,653.82,539.45,0,0,1193.27,0,75.4,174.7,green,amber,red,red,0,,
2026-01-29,1334.64,85.03,6.4,1249.61,93.6,,,1249.61,93.6,,,green,red,n/a,unknown,1017.09,317.55,0.0,85.03,0.0,26.8,100.0,73.2,665.22,584.39,0,0,1249.61,0,65.4,184.0,green,amber,red,red,0,,
2026-01-30,3030.64,250.84,8.3,1069.83,35.3,,,2779.8,91.7,,,green,red,n/a,unknown,1969.64,1061.0,0.0,250.84,0.0,23.6,100.0,76.4,816.04,253.79,0,0,1069.83,0,41.4,23.9,green,yellow,red,red,0,,
2026-01-31,2490.16,114.0,4.6,1038.92,41.7,,,2376.16,95.4,,,green,red,n/a,unknown,1945.16,545.0,0.0,114.0,0.0,20.9,100.0,79.1,843.51,195.41,0,0,1038.92,0,43.4,35.9,green,green,red,red,0,,
2026-02-01,,,,75.57,,,,,,,,,,,,,,,,,,,,0,75.57,0,0,75.57,0,,,,,,,,,
2026-02-02,4608.14,232.76,5.1,1104.84,24.0,,,4375.38,94.9,,,green,red,n/a,unknown,3695.14,913.0,0.0,232.76,0.0,25.5,100.0,74.5,526.01,578.83,0,0,1104.84,0,14.2,63.4,green,amber,red,red,0,,
2026-02-03,,,,121.66,,,,,,,,,,,,,,,,,,,,0,0,0,121.66,,0,,,,,,,,,
2026-02-04,1413.91,111.92,7.9,1162.89,82.2,,,1301.99,92.1,,,green,red,n/a,unknown,922.73,491.18,0.0,111.92,0.0,22.8,100.0,77.2,664.13,498.76,0,0,1162.89,0,72.0,101.5,green,yellow,red,red,0,,
2026-02-05,2240.14,139.64,6.2,1055.4,47.1,,,2100.5,93.8,,,green,red,n/a,unknown,1485.86,754.27,0.0,139.64,0.0,18.5,100.0,81.5,479.74,575.66,0,0,1055.4,0,32.3,76.3,green,green,red,red,0,,
2026-02-06,3021.8,220.82,7.3,1126.7,37.3,,,2800.98,92.7,,,green,red,n/a,unknown,2016.62,1005.18,0.0,220.82,0.0,22.0,100.0,78.0,750.66,296.32,0,79.71,1046.99,0,37.2,29.5,green,green,red,red,0,,
2026-02-07,2695.64,202.39,7.5,1315.72,48.8,,,2493.25,92.5,,,green,red,n/a,unknown,1799.09,896.55,0.0,202.39,0.0,22.6,100.0,77.4,890.84,424.88,0,0,1315.72,0,49.5,47.4,green,yellow,red,red,0,,
2026-02-09,3793.61,273.0,7.2,1557.58,41.1,,,3520.61,92.8,,,green,red,n/a,unknown,2746.34,1047.27,0.0,273.0,0.0,26.1,100.0,73.9,836.11,721.46,0,0,1557.58,0,30.4,68.9,green,amber,red,red,0,,
2026-02-10,,,,56.7,,,,,,,,,,,,,,,,,,,,0,0,0,56.7,,0,,,,,,,,,
2026-02-11,2213.59,114.97,5.2,1399.5,63.2,,,2098.62,94.8,,,green,red,n/a,unknown,1530.27,683.32,0.0,114.97,0.0,16.8,100.0,83.2,629.49,770.02,0,0,1399.5,0,41.1,112.7,green,green,red,red,0,,
2026-02-12,2304.55,143.49,6.2,1233.02,53.5,,,2161.06,93.8,,,green,red,n/a,unknown,1589.09,715.45,0.0,143.49,0.0,20.1,100.0,79.9,642.0,591.01,0,0,1233.02,0,40.4,82.6,green,green,red,red,0,,
2026-02-13,3604.94,380.65,10.6,1284.69,35.6,,,3224.29,89.4,,,green,red,n/a,unknown,1809.25,1795.68,0.0,380.65,0.0,21.2,100.0,78.8,933.1,351.6,0,0,1284.69,0,51.6,19.6,green,green,red,red,0,,
2026-02-14,3571.41,261.3,7.3,1095.35,30.7,,,3310.11,92.7,,,green,red,n/a,unknown,2424.59,1146.82,0.0,261.3,0.0,22.8,100.0,77.2,730.77,364.57,0,0,1095.35,0,30.1,31.8,green,yellow,red,red,0,,
2026-02-16,3891.57,167.7,4.3,1586.18,40.8,,,3723.87,95.7,,,green,red,n/a,unknown,3140.66,750.91,0.0,167.7,0.0,22.3,100.0,77.7,1165.84,420.35,0,0,1586.18,0,37.1,56.0,green,yellow,red,red,0,,
2026-02-18,1529.03,109.93,7.2,1157.48,75.7,,,1419.1,92.8,,,green,red,n/a,unknown,1136.85,392.18,0.0,109.93,0.0,28.0,100.0,72.0,604.45,553.04,0,0,1157.48,0,53.2,141.0,green,red,red,red,0,,
2026-02-19,1360.91,128.77,9.5,1269.33,93.3,,,1232.14,90.5,,,green,red,n/a,unknown,815.91,545.0,0.0,128.77,0.0,23.6,100.0,76.4,729.81,539.51,0,0,1269.33,0,89.4,99.0,green,yellow,red,red,0,,
2026-02-20,2954.78,217.09,7.3,1981.69,67.1,,,2737.69,92.7,,,green,red,n/a,unknown,2021.69,933.09,0.0,217.09,0.0,23.3,100.0,76.7,910.3,1071.39,0,0,1981.69,0,45.0,114.8,green,yellow,red,red,0,,
2026-02-21,2567.45,209.53,8.2,1568.77,61.1,,,2357.92,91.8,,,green,red,n/a,unknown,1697.5,869.95,0.0,209.53,0.0,24.1,100.0,75.9,697.47,871.3,0,0,1568.77,0,41.1,100.2,green,yellow,red,red,0,,
2026-02-22,87.46,0.0,0.0,0,0.0,,,87.46,100.0,,,green,red,n/a,unknown,87.46,0.0,0.0,0.0,0.0,,100.0,,0,0,0,0,,0,0.0,,green,unknown,red,unknown,0,,
2026-02-23,3920.64,146.16,3.7,1967.59,50.2,,,3774.48,96.3,,,green,red,n/a,unknown,3247.64,673.0,0.0,146.16,0.0,21.7,100.0,78.3,891.8,1075.79,0,0,1967.59,0,27.5,159.8,green,green,red,red,0,,
2026-02-25,2344.86,208.67,8.9,964.85,41.1,,,2136.19,91.1,,,green,red,n/a,unknown,1562.09,782.77,0.0,208.67,0.0,26.7,100.0,73.3,455.59,509.26,0,0,964.85,0,29.2,65.1,green,amber,red,red,0,,
2026-02-26,1737.7,160.87,9.3,1479.26,85.1,,,1576.83,90.7,,,green,red,n/a,unknown,968.35,769.35,0.0,160.87,0.0,20.9,100.0,79.1,586.55,892.7,0,0,1479.26,0,60.6,116.0,green,green,red,red,0,,
2026-02-27,3007.11,193.51,6.4,1167.23,38.8,,,2813.6,93.6,,,green,red,n/a,unknown,2040.75,966.36,0.0,193.51,0.0,20.0,100.0,80.0,658.49,461.03,0,47.71,1119.52,0,32.3,47.7,green,green,red,red,0,,
2026-02-28,3506.11,331.03,9.4,1081.34,30.8,,,3175.08,90.6,,,green,red,n/a,unknown,2098.38,1407.73,0.0,331.03,0.0,23.5,100.0,76.5,863.02,218.32,0,0,1081.34,0,41.1,15.5,green,yellow,red,red,0,,
2026-03-02,3185.01,84.54,2.7,1753.27,55.0,,,3100.47,97.3,,,green,red,n/a,unknown,2835.24,349.77,0.0,84.54,0.0,24.2,100.0,75.8,922.24,824.84,0,6.19,1747.08,0,32.5,235.8,green,yellow,red,red,0,,
2026-03-03,,,,64.37,,,,,,,,,,,,,,,,,,,,0,0,0,64.37,,0,,,,,,,,,
2026-03-04,1136.14,72.25,6.4,749.5,66.0,,,1063.89,93.6,,,green,red,n/a,unknown,850.73,285.41,0.0,72.25,0.0,25.3,100.0,74.7,459.51,237.26,0,52.72,696.78,0,54.0,83.1,green,amber,red,red,0,,
2026-03-05,1499.09,127.09,8.5,515.07,34.4,,,1372.0,91.5,,,green,red,n/a,unknown,996.82,502.27,0.0,127.09,0.0,25.3,100.0,74.7,179.38,278.53,0,57.16,457.9,0,18.0,55.5,green,amber,red,red,0,,
2026-03-06,3552.73,285.26,8.0,1260.66,35.5,,,3267.47,92.0,,,green,red,n/a,unknown,2351.91,1200.82,0.0,285.26,0.0,23.8,100.0,76.2,603.39,593.12,0,64.15,1196.51,0,25.7,49.4,green,yellow,red,red,0,,
2026-03-07,2313.88,182.35,7.9,794.25,34.3,,,2131.53,92.1,,,green,red,n/a,unknown,1498.97,814.91,0.0,182.35,0.0,22.4,100.0,77.6,383.46,410.79,0,0,794.25,0,25.6,50.4,green,yellow,red,red,0,,
2026-03-08,,,,14.0,,,,,,,,,,,,,,,,,,,,0,0,0,14.0,,0,,,,,,,,,
2026-03-09,3292.17,79.75,2.4,1133.68,34.4,,,3212.42,97.6,,,green,amber,n/a,unknown,2896.26,395.91,0.0,79.75,0.0,20.1,100.0,79.9,887.68,204.62,0,41.39,1092.3,0,30.6,51.7,green,green,red,red,0,,
2026-03-10,,,,60.16,,,,,,,,,,,,,,,,,,,,0,0,0,60.16,,0,,,,,,,,,
2026-03-11,1329.45,103.04,7.8,932.14,70.1,,,1226.41,92.2,,,green,red,n/a,unknown,913.18,416.27,0.0,103.04,0.0,24.8,100.0,75.2,526.13,360.07,0,45.94,886.2,0,57.6,86.5,green,yellow,red,red,0,,
2026-03-12,2753.62,273.47,9.9,715.06,26.0,,,2480.15,90.1,,,green,red,n/a,unknown,1769.18,984.44,0.0,273.47,0.0,27.8,100.0,72.2,210.13,474.18,0,30.74,684.31,0,11.9,48.2,green,amber,red,red,0,,
2026-03-13,2480.76,231.24,9.3,1496.97,60.3,,,2249.52,90.7,,,green,red,n/a,unknown,1408.49,1072.27,0.0,231.24,0.0,21.6,100.0,78.4,912.36,553.68,0,30.93,1466.04,0,64.8,51.6,green,green,red,red,0,,
2026-03-14,2644.43,140.6,5.3,1089.79,41.2,,,2503.83,94.7,,,green,red,n/a,unknown,2020.34,624.09,0.0,140.6,0.0,22.5,100.0,77.5,588.04,501.75,0,0,1089.79,0,29.1,80.4,green,yellow,red,red,0,,
2026-03-15,4.55,0.0,0.0,0,0.0,,,4.55,100.0,,,green,yellow,n/a,unknown,4.55,0.0,0.0,0.0,0.0,,100.0,,0,0,0,0,,0,0.0,,green,unknown,red,unknown,0,,
2026-03-16,3669.35,162.91,4.4,1173.94,32.0,,,3506.44,95.6,,,green,red,n/a,unknown,2943.89,725.45,0.0,162.91,0.0,22.5,100.0,77.5,781.48,385.74,0,6.72,1167.22,0,26.5,53.2,green,yellow,red,red,0,,
2026-03-17,,,,91.12,,,,,,,,,,,,,,,,,,,,0,0,0,91.12,,0,,,,,,,,,
2026-03-18,1044.36,59.4,5.7,2674.68,256.1,,,984.96,94.3,,,green,red,n/a,unknown,797.09,247.27,0.0,59.4,0.0,24.0,100.0,76.0,2093.98,462.24,0,118.46,2556.22,0,262.7,186.9,green,yellow,red,red,0,,
2026-03-19,1853.64,190.69,10.3,902.51,48.7,,,1662.95,89.7,,,green,red,n/a,unknown,1480.91,372.73,0.0,190.69,0.0,51.2,100.0,48.8,535.39,291.74,0,75.38,827.13,0,36.2,78.3,green,red,red,red,0,,
2026-03-20,2772.45,347.45,12.5,853.75,30.8,,,2425.0,87.5,,,green,red,n/a,unknown,1502.73,1269.73,29.71,317.74,2.0,25.0,98.0,75.0,619.75,154.75,0,79.25,774.5,0,41.2,12.2,green,amber,red,red,0,,
2026-03-21,2068.64,297.88,14.4,662.85,32.0,,,1770.76,85.6,,,green,red,n/a,unknown,1328.18,740.45,77.31,220.57,5.8,29.8,94.2,70.2,226.96,435.89,0,0,662.85,0,17.1,58.9,green,red,red,red,0,,
2026-03-23,3253.83,198.87,6.1,1234.08,37.9,,,3054.96,93.9,,,green,red,n/a,unknown,2422.85,830.97,31.35,167.52,1.3,20.2,98.7,79.8,882.05,346.46,0,5.56,1228.52,0,36.4,41.7,green,green,red,red,0,,
2026-03-24,0.0,1.05,,4.45,,,,-1.05,,,,unknown,unknown,n/a,unknown,0.0,0.0,0.0,1.05,,,,,0,0,0,4.45,,0,,,unknown,unknown,unknown,unknown,0,,
2026-03-25,1803.64,132.28,7.3,1409.22,78.1,,,1671.36,92.7,,,green,red,n/a,unknown,1452.27,351.36,43.12,89.16,3.0,25.4,97.0,74.6,644.05,739.08,0,26.1,1383.12,0,44.3,210.3,green,amber,red,red,0,,
2026-03-26,2365.0,864.75,36.6,1410.29,59.6,,,1500.25,63.4,,,amber,red,n/a,unknown,1760.91,604.09,672.47,192.28,38.2,31.8,61.8,68.2,678.3,662.1,0,69.89,1340.4,0,38.5,109.6,amber,red,red,red,0,,
2026-03-27,1695.0,234.58,13.8,937.69,55.3,,,1460.42,86.2,,,green,red,n/a,unknown,1159.55,535.45,127.38,107.2,11.0,20.0,89.0,80.0,667.32,211.29,0,59.07,878.62,0,57.6,39.5,green,green,red,red,0,,
2026-03-28,1496.81,278.63,18.6,723.99,48.4,,,1218.18,81.4,,,green,red,n/a,unknown,721.81,775.0,52.21,226.42,7.2,29.2,92.8,70.8,388.21,311.49,0,24.29,699.71,0,53.8,40.2,green,red,red,red,0,,
2026-03-29,,,,14.17,,,,,,,,,,,,,,,,,,,,0,0,0,14.17,,0,,,,,,,,,
2026-03-30,3434.72,155.16,4.5,1504.21,43.8,,,3279.56,95.5,,,green,red,n/a,unknown,2734.9,699.82,8.23,146.93,0.3,21.0,99.7,79.0,914.75,589.46,0,0,1504.21,0,33.4,84.2,green,green,red,red,0,,
2026-03-31,,,,53.11,,,,,,,,,,,,,,,,,,,,0,0,0,53.11,,0,,,,,,,,,
2026-04-01,1583.91,165.67,10.5,1414.21,89.3,,,1418.24,89.5,,,green,red,n/a,unknown,1116.64,467.27,50.67,115.0,4.5,24.6,95.5,75.4,745.6,646.04,0,22.57,1391.64,0,66.8,138.3,green,yellow,red,red,0,,
2026-04-02,3588.86,359.42,10.0,1287.06,35.9,,,3229.44,90.0,,,green,red,n/a,unknown,2206.73,1382.14,68.98,290.44,3.1,21.0,96.9,79.0,639.76,647.3,0,0,1287.06,0,29.0,46.8,green,green,red,red,0,,
2026-04-03,1601.63,181.19,11.3,879.99,54.9,,,1420.44,88.7,,,green,red,n/a,unknown,1092.54,509.09,98.19,83.0,9.0,16.3,91.0,83.7,564.95,315.03,0,0,879.99,0,51.7,61.9,green,green,red,red,0,,
2026-04-04,2822.61,297.04,10.5,637.58,22.6,,,2525.57,89.5,,,green,red,n/a,unknown,1937.64,884.97,145.17,151.87,7.5,17.2,92.5,82.8,416.06,221.52,0,0,637.58,0,21.5,25.0,green,green,red,red,0,,
2026-04-06,3193.61,408.73,12.8,1646.8,51.6,,,2784.88,87.2,,,green,red,n/a,unknown,2465.85,727.76,272.71,136.02,11.1,18.7,88.9,81.3,735.14,900.46,0,11.2,1635.6,0,29.8,123.7,green,green,red,red,0,,
2026-04-07,,,,205.11,,,,,,,,,,,,,,,,,,,,0,0,0,205.11,,0,,,,,,,,,
2026-04-08,1410.27,599.13,42.5,728.14,51.6,,,811.14,57.5,,,red,red,n/a,unknown,1036.18,374.09,512.47,86.66,49.5,23.2,50.5,76.8,647.76,0,0,80.39,647.76,0,62.5,0.0,red,yellow,red,red,0,,
2026-04-09,2098.82,354.24,16.9,1332.16,63.5,,,1744.58,83.1,,,green,red,n/a,unknown,1425.45,673.36,177.97,176.27,12.5,26.2,87.5,73.8,658.37,629.49,0,44.31,1287.85,0,46.2,93.5,green,amber,red,red,0,,
2026-04-10,2945.08,538.61,18.3,1505.44,51.1,,,2406.47,81.7,,,green,red,n/a,unknown,2079.76,865.32,344.7,193.91,16.6,22.4,83.4,77.6,681.34,816.71,0,7.38,1498.05,0,32.8,94.4,green,yellow,red,red,0,,
2026-04-11,3459.57,653.38,18.9,896.41,25.9,,,2806.19,81.1,,,green,red,n/a,unknown,2316.85,1142.73,399.46,253.92,17.2,22.2,82.8,77.8,482.46,413.94,0,0,896.41,0,20.8,36.2,green,yellow,red,red,0,,
2026-04-12,,,,11.08,,,,,,,,,,,,,,,,,,,,0,0,0,11.08,,0,,,,,,,,,
2026-04-13,4142.62,1257.27,30.3,1229.74,29.7,,,2885.35,69.7,,,green,red,n/a,unknown,2947.98,1194.64,978.16,279.11,33.2,23.4,66.8,76.6,777.91,390.2,0,61.63,1168.11,0,26.4,32.7,yellow,yellow,red,red,0,,
2026-04-14,,,,6.48,,,,,,,,,,,,,,,,,,,,0,0,0,6.48,,0,,,,,,,,,
2026-04-15,1741.82,1028.47,59.0,889.04,51.0,,,713.35,41.0,,,red,red,n/a,unknown,1079.55,662.27,866.48,161.99,80.3,24.5,19.7,75.5,496.37,298.05,0,94.63,794.42,0,46.0,45.0,red,yellow,red,red,0,,
2026-04-16,1795.93,191.81,10.7,885.42,49.3,,,1604.12,89.3,,,green,red,n/a,unknown,1216.75,579.18,46.96,144.85,3.9,25.0,96.1,75.0,494.17,252.69,0,138.56,746.86,0,40.6,43.6,green,amber,red,red,0,,
2026-04-17,2799.77,520.68,18.6,1577.04,56.3,,,2279.09,81.4,,,green,red,n/a,unknown,1543.0,1256.77,174.92,345.76,11.3,27.5,88.7,72.5,909.94,639.1,0,28.0,1549.04,0,59.0,50.9,green,amber,red,red,0,,
2026-04-18,2753.81,451.16,16.4,939.04,34.1,,,2302.65,83.6,,,green,red,n/a,unknown,1777.45,976.36,204.11,247.05,11.5,25.3,88.5,74.7,705.79,233.25,0,0,939.04,0,39.7,23.9,green,amber,red,red,0,,
2026-04-20,3977.46,152.08,3.8,760.46,19.1,,,3825.38,96.2,,,green,unknown,n/a,unknown,3471.55,505.91,47.4,104.68,1.4,20.7,98.6,79.3,297.27,450.43,0,12.76,747.69,0,8.6,89.0,green,green,unknown,unknown,0,,
2026-04-21,,,,13.52,,,,,,,,,,,,,,,,,,,,0,0,0,13.52,,0,,,,,,,,,
2026-04-22,2142.27,240.79,11.2,795.23,37.1,,,1901.48,88.8,,,green,unknown,n/a,unknown,1564.09,578.18,70.83,169.96,4.5,29.4,95.5,70.6,571.27,185.78,0,38.17,757.06,0,36.5,32.1,green,red,unknown,unknown,0,,
2026-04-23,1898.95,214.93,11.3,991.01,52.2,,,1684.02,88.7,,,green,unknown,n/a,unknown,1223.91,675.05,53.96,160.97,4.4,23.8,95.6,76.2,572.17,403.29,0,15.56,975.45,0,46.7,59.7,green,yellow,unknown,unknown,0,,
2026-04-24,3933.73,628.36,16.0,843.94,21.5,,,3305.37,84.0,,,green,unknown,n/a,unknown,2338.55,1595.18,231.62,396.74,9.9,24.9,90.1,75.1,612.93,218.57,0,12.44,831.5,0,26.2,13.7,green,yellow,unknown,unknown,0,,
2026-04-25,3882.84,533.71,13.7,634.26,16.3,,,3349.13,86.3,,,green,unknown,n/a,unknown,2675.68,1207.15,292.22,241.49,10.9,20.0,89.1,80.0,395.74,238.52,0,0,634.26,0,14.8,19.8,green,green,unknown,unknown,0,,
