Position,Product Number,Product,Quantity,Percent of Quantity,Sale Amount,Percent of Sale Amount,Cost,Percent of Gross Profit
113,,Philter Red - Pint,1,0,15,0,3.4,77
114,,No Capsicum,1,0,0,0,0,0
115,,Vinada Sparkling Rose,1,0,12,0,2.51,79
116,,Status Quo - Schooner,1,0,13.5,0,3.07,77
117,,Puerto Sunset,1,0,23,1,4.8,79
118,,San Pellegrino 500ml,1,0,9,0,2.32,74
119,,Regular Cosmopolitan,1,0,26,1,4.84,81
120,,Add Calabrese,1,0,4,0,0,100
121,,Garlic  Bread,1,0,0,0,1.42,0
122,,Regular Pepperoni,1,0,22,1,2.13,90
123,,Add Prosciutto,1,0,4.13,0,0,100
124,,Add Anchovies,1,0,2,0,0,100
125,,Corona,1,0,10.5,0,2.57,76
126,,No Cheese [dairy-free],1,0,0,0,0,0
127,,Version Two Pinot Grigio - Regular,1,0,7,0,1.77,75
128,,Bombay Dry [House],1,0,7,0,2.15,69
