week_ending,venue,reporting_group,product_name,sales_ex_gst,qty,cost
2025-07-20,hg,Add-ons - Kitchen,Add Grilled Chicken,14.26,3.0,0.0
2025-07-20,hg,Add-ons - Kitchen,Add Grilled Fish,11.71,3.0,0.0
2025-07-20,hg,Add-ons - Kitchen,Add Pulled Beef Brisket,4.63,1.0,0.0
2025-07-20,hg,Add-ons - Kitchen,Aioli Dipping Sauce,8.79,107.0,0.0
2025-07-20,hg,Add-ons - Kitchen,BBQ Dipping Sauce,2.72,19.0,0.0
2025-07-20,hg,Add-ons - Kitchen,Chipotle Mayo Dipping Sauce,2.89,3.0,0.0
2025-07-20,hg,Add-ons - Kitchen,Extra Blue Cheese Dip,7.52,8.0,0.0
2025-07-20,hg,Add-ons - Kitchen,Extra Cheese,1.09,1.0,0.0
2025-07-20,hg,Add-ons - Kitchen,Extra Corn Chips,1.85,1.0,0.0
2025-07-20,hg,Add-ons - Kitchen,Extra Dumpling,3.18,1.0,0.0
2025-07-20,hg,Add-ons - Kitchen,Extra Gravy,32.15,17.0,0.0
2025-07-20,hg,Add-ons - Kitchen,Extra Patty,5.54,1.0,0.0
2025-07-20,hg,Add-ons - Kitchen,Extra Taco,36.06,6.0,0.0
2025-07-20,hg,Add-ons - Kitchen,Extra Veg,27.2,9.0,0.0
2025-07-20,hg,Add-ons - Kitchen,Extra Yorkshire Pudding,18.07,11.0,0.0
2025-07-20,hg,Add-ons - Kitchen,Jalape|os,7.16,8.0,0.0
2025-07-20,hg,Add-ons - Kitchen,Queso Dip,2.77,3.0,0.0
2025-07-20,hg,Add-ons - Kitchen,Side Gravy,7.62,9.0,0.0
2025-07-20,hg,Add-ons - Kitchen,Side Guac,3.72,5.0,0.0
2025-07-20,hg,Add-ons - Kitchen,Side Spicy Salsa,2.79,3.0,0.0
2025-07-20,hg,Add-ons - Kitchen,Swap Fries for Sweet Potato Fries,8.17,5.0,0.0
2025-07-20,hg,Add-ons - Kitchen,Swap for Sweet Potato Fries,2.91,2.0,0.0
2025-07-20,hg,Add-ons - Kitchen,Tomato Dipping Sauce,2.35,47.0,0.0
2025-07-20,mari,Add-ons - Pizza,Add Anchovies,14.71,16.0,0.0
2025-07-20,mari,Add-ons - Pizza,Add Artichoke Heart,1.84,2.0,0.0
2025-07-20,mari,Add-ons - Pizza,Add BBQ Sauce,1.98,2.0,0.0
2025-07-20,mari,Add-ons - Pizza,Add Bacon,14.3,7.0,0.0
2025-07-20,mari,Add-ons - Pizza,Add Basil,4.66,5.0,0.0
2025-07-20,mari,Add-ons - Pizza,Add Cabanossi,0.91,1.0,0.0
2025-07-20,mari,Add-ons - Pizza,Add Calabrese,5.46,3.0,0.0
2025-07-20,mari,Add-ons - Pizza,Add Capsicum,1.06,1.0,0.0
2025-07-20,mari,Add-ons - Pizza,Add Cherry Tomatoes,0.91,1.0,0.0
2025-07-20,mari,Add-ons - Pizza,Add Chicken,11.01,6.0,0.0
2025-07-20,mari,Add-ons - Pizza,Add Chilli,4.54,10.0,0.0
2025-07-20,mari,Add-ons - Pizza,Add Corn,2.75,3.0,0.0
2025-07-20,mari,Add-ons - Pizza,Add Egg,0.93,1.0,0.0
2025-07-20,mari,Add-ons - Pizza,Add Eggplant,0.98,1.0,0.0
2025-07-20,mari,Add-ons - Pizza,Add Fetta,6.36,4.0,0.0
2025-07-20,mari,Add-ons - Pizza,Add Garlic,3.75,4.0,0.0
2025-07-20,mari,Add-ons - Pizza,Add Ham,3.64,4.0,0.0
2025-07-20,mari,Add-ons - Pizza,Add Jalapenos,7.53,9.0,0.0
2025-07-20,mari,Add-ons - Pizza,Add Lamb,5.46,3.0,0.0
2025-07-20,mari,Add-ons - Pizza,Add Olives,6.74,7.0,0.0
2025-07-20,mari,Add-ons - Pizza,Add Oregano,0.91,1.0,0.0
2025-07-20,mari,Add-ons - Pizza,Add Pepperoni,14.65,8.0,0.0
2025-07-20,mari,Add-ons - Pizza,Add Pesto Base,0.93,1.0,0.0
2025-07-20,mari,Add-ons - Pizza,Add Pineapple,6.63,7.0,0.0
2025-07-20,mari,Add-ons - Pizza,Add Prawns,33.63,12.0,0.0
2025-07-20,mari,Add-ons - Pizza,Add Prosciutto,1.82,1.0,0.0
2025-07-20,mari,Add-ons - Pizza,Add Pumpkin,0.91,1.0,0.0
2025-07-20,mari,Add-ons - Pizza,Add Rocket,2.9,3.0,0.0
2025-07-20,mari,Add-ons - Pizza,Add Shallots,0.46,1.0,0.0
2025-07-20,mari,Add-ons - Pizza,Add Sliced Tomatoes,1.97,2.0,0.0
2025-07-20,mari,Add-ons - Pizza,Add Spanish Onion,0.91,1.0,0.0
2025-07-20,mari,Add-ons - Pizza,Add Sun-dried Tomatoes,0.91,1.0,0.0
2025-07-20,mari,Add-ons - Pizza,Extra Mozzarella,14.72,8.0,0.0
2025-07-20,mari,Add-ons - Pizza,Sour Cream,3.42,5.0,0.0
2025-07-20,mari,Add-ons - Pizza,Vegan Cheese [Pizza],2.78,1.0,0.0
2025-07-20,mari,Delivery Alcohol,Grifter Pale Ale Cans D,6.47,1.0,0.0
2025-07-20,mari,Delivery Alcohol,Mothers Milk Shiraz D,15.27,1.0,0.0
2025-07-20,mari,Delivery Alcohol,VB Can D,5.45,1.0,0.0
2025-07-20,mari,Delivery Cocktails,Garnishes [2x],3.64,2.0,0.0
2025-07-20,mari,Delivery Cocktails,Garnishes [6x],18.2,5.0,0.0
2025-07-20,mari,Delivery Cocktails,Jala Marg Jar,23.64,1.0,0.0
2025-07-20,mari,Delivery Cocktails,Lychee Duo (2),41.82,2.0,0.0
2025-07-20,mari,Delivery Cocktails,Lychee Martini PartyJar (6),109.1,2.0,0.0
2025-07-20,mari,Delivery Cocktails,Margarita PartyJar (6),109.1,2.0,0.0
2025-07-20,mari,Delivery Cocktails,Negroni PartyJar (6),59.09,1.0,0.0
2025-07-20,mari,Dine-in Pizza,Gluten-free Hail Africa [Dine-in],23.64,1.0,0.0
2025-07-20,mari,Dine-in Pizza,Regular Hail Africa [Dine-in],342.4,16.0,0.0
2025-07-20,mari,Dine-in Pizza,Regular Little Italy [Dine-in],596.67,29.0,0.0
2025-07-20,mari,Dine-in Pizza,Regular New Yorker [Dine-in],370.45,20.0,0.0
2025-07-20,mari,Dine-in Pizza,"Regular No Chorizo, No Cry [Dine-in]",302.36,14.0,0.0
2025-07-20,mari,Dine-in Pizza,Regular Sanchez VEGAN [Dine-in],21.28,1.0,0.0
2025-07-20,mari,Dine-in Pizza,Regular Sanchez [Dine-in],171.51,8.0,0.0
2025-07-20,mari,Dine-in Pizza,Regular Truffalo Soldier [Dine-in],122.68,6.0,0.0
2025-07-20,mari,Dine-in Pizza,Regular Uber Margherita [Dine-in],130.35,7.0,0.0
2025-07-20,mari,Marilyna's Pizza,1/2 BBQ Chicken,1.82,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,1/2 Bubba Gump,4.09,2.0,0.0
2025-07-20,mari,Marilyna's Pizza,1/2 Hawaiian,0.45,2.0,0.0
2025-07-20,mari,Marilyna's Pizza,1/2 House Special,1.36,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,1/2 Sanchez,1.82,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Beef Lasagne,49.98,5.0,0.0
2025-07-20,mari,Marilyna's Pizza,Cheesy Garlic Bread,95.45,17.0,0.0
2025-07-20,mari,Marilyna's Pizza,Deal  - BBQ Wings,27.27,3.0,0.0
2025-07-20,mari,Marilyna's Pizza,Deal - BBQ Wings,45.45,5.0,0.0
2025-07-20,mari,Marilyna's Pizza,Delivery Fee - Allambie / Cromer / Fairlight,7.27,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Delivery Fee - Curl Curl / Manly / Dee Why,28.0,6.0,0.0
2025-07-20,mari,Marilyna's Pizza,Delivery Fee - Freshwater / Queenscliff,66.24,18.0,0.0
2025-07-20,mari,Marilyna's Pizza,Delivery Fee [Me&U],62.93,17.0,0.0
2025-07-20,mari,Marilyna's Pizza,Family   Bubba Gump,18.18,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Family   Cosmopolitan,36.36,2.0,0.0
2025-07-20,mari,Marilyna's Pizza,Family   Margherita,18.18,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Family   Meatlovers,18.18,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Family   No Chorizo No Cry,54.54,3.0,0.0
2025-07-20,mari,Marilyna's Pizza,Family   Southern Lamb,18.18,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Family   Super House,36.36,2.0,0.0
2025-07-20,mari,Marilyna's Pizza,Family   Tandoori Chicken,54.54,3.0,0.0
2025-07-20,mari,Marilyna's Pizza,Family  Hail Africa,18.18,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Family  House Special,70.9,3.0,0.0
2025-07-20,mari,Marilyna's Pizza,Family  Margherita,18.18,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Family  No Chorizo No Cry,18.18,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Family  Paddock,18.18,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Family  Pepperoni,79.09,3.0,0.0
2025-07-20,mari,Marilyna's Pizza,Family  Sanchez,18.18,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Family  Sorrento,27.27,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Family  Truffalo Soldier,18.18,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Family  Vegetarian,18.18,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Family BBQ Chicken Pizza,78.6,3.0,0.0
2025-07-20,mari,Marilyna's Pizza,Family Bubba Gump,159.04,6.0,0.0
2025-07-20,mari,Marilyna's Pizza,Family Cosmopolitan,52.72,2.0,0.0
2025-07-20,mari,Marilyna's Pizza,Family Half Half,21.82,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Family Hawaiian,71.64,3.0,0.0
2025-07-20,mari,Marilyna's Pizza,Family House Special,23.64,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Family Little Italy,104.87,4.0,0.0
2025-07-20,mari,Marilyna's Pizza,Family Margherita,281.67,12.0,0.0
2025-07-20,mari,Marilyna's Pizza,Family Meatlovers,136.46,5.0,0.0
2025-07-20,mari,Marilyna's Pizza,Family Mexicana,50.0,2.0,0.0
2025-07-20,mari,Marilyna's Pizza,Family Paddock,76.78,3.0,0.0
2025-07-20,mari,Marilyna's Pizza,Family Pepperoni,113.83,5.0,0.0
2025-07-20,mari,Marilyna's Pizza,Family Prawn Hub,27.27,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Family Roma Special,26.36,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Family Sanchez,25.45,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Family Super House Special,319.01,12.0,0.0
2025-07-20,mari,Marilyna's Pizza,Family Super Veg,80.29,3.0,0.0
2025-07-20,mari,Marilyna's Pizza,Family Tandoori Chicken,104.79,4.0,0.0
2025-07-20,mari,Marilyna's Pizza,Family The Deli,51.33,2.0,0.0
2025-07-20,mari,Marilyna's Pizza,Family Truffalo Soldier,25.45,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Family Uber Margherita,25.45,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Family Vegetarian,79.08,3.0,0.0
2025-07-20,mari,Marilyna's Pizza,Fettuccine Boscaiola,30.0,3.0,0.0
2025-07-20,mari,Marilyna's Pizza,Garlic Bread,233.19,51.0,0.0
2025-07-20,mari,Marilyna's Pizza,Gluten-free Base,5.56,2.0,0.0
2025-07-20,mari,Marilyna's Pizza,Gluten-free Bubba Gump,57.89,3.0,0.0
2025-07-20,mari,Marilyna's Pizza,Gluten-free Garlic Cheese Pizza,11.1,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Gluten-free House Special,17.27,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Gluten-free Margherita,14.8,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Gluten-free Meatlovers,75.45,4.0,0.0
2025-07-20,mari,Marilyna's Pizza,Gluten-free Paddock,20.0,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Gluten-free Pepperoni,40.0,2.0,0.0
2025-07-20,mari,Marilyna's Pizza,Gluten-free Sanchez,18.18,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Gluten-free Sanchez VEGAN,20.91,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Gluten-free Sorrento,20.91,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Gluten-free Super House Special,20.91,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Gluten-free Tandoori Chicken,18.18,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Gluten-free Uber Margherita,53.89,3.0,0.0
2025-07-20,mari,Marilyna's Pizza,Gluten-free Vegetarian,20.0,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Large   Bubba Gump,13.64,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Large   Cosmopolitan,13.64,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Large   Hawaiian,8.18,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Large   Margherita,13.64,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Large   Meatlovers,62.74,5.0,0.0
2025-07-20,mari,Marilyna's Pizza,Large   No Chorizo No Cry,13.64,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Large   Pepperoni,13.64,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Large   Tandoori Chicken,13.64,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Large   Vegetarian,13.64,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Large  Half Half,15.45,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Large  Meatlovers,18.18,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Large  Sanchez,18.18,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Large  Sorrento,18.18,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Large  Super House,18.18,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Large BBQ Chicken,13.64,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Large BBQ Chicken Pizza,104.67,5.0,0.0
2025-07-20,mari,Marilyna's Pizza,Large Bubba Gump,105.58,5.0,0.0
2025-07-20,mari,Marilyna's Pizza,Large Cosmopolitan,62.34,3.0,0.0
2025-07-20,mari,Marilyna's Pizza,Large Garlic Cheese Pizza,12.2,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Large Half Half,34.54,2.0,0.0
2025-07-20,mari,Marilyna's Pizza,Large Hawaiian,149.6,8.0,0.0
2025-07-20,mari,Marilyna's Pizza,Large House Special,98.5,5.0,0.0
2025-07-20,mari,Marilyna's Pizza,Large Little Italy,211.49,10.0,0.0
2025-07-20,mari,Marilyna's Pizza,Large Margherita,249.89,14.0,0.0
2025-07-20,mari,Marilyna's Pizza,Large Meatlovers,296.15,14.0,0.0
2025-07-20,mari,Marilyna's Pizza,Large Mexicana,64.12,4.0,0.0
2025-07-20,mari,Marilyna's Pizza,Large New Yorker,96.1,5.0,0.0
2025-07-20,mari,Marilyna's Pizza,"Large No Chorizo, No Cry",95.46,4.0,0.0
2025-07-20,mari,Marilyna's Pizza,Large Paddock,135.36,7.0,0.0
2025-07-20,mari,Marilyna's Pizza,Large Pepperoni,224.16,11.0,0.0
2025-07-20,mari,Marilyna's Pizza,Large Prawn Hub,63.07,3.0,0.0
2025-07-20,mari,Marilyna's Pizza,Large Roma Special,42.34,2.0,0.0
2025-07-20,mari,Marilyna's Pizza,Large Sanchez,23.64,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Large Sanchez VEGAN,22.73,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Large Sorrento,45.46,2.0,0.0
2025-07-20,mari,Marilyna's Pizza,Large Southern Lamb,125.8,6.0,0.0
2025-07-20,mari,Marilyna's Pizza,Large Super House,13.64,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Large Super House Special,239.06,11.0,0.0
2025-07-20,mari,Marilyna's Pizza,Large Super Veg,64.94,3.0,0.0
2025-07-20,mari,Marilyna's Pizza,Large Tandoori Chicken,106.14,5.0,0.0
2025-07-20,mari,Marilyna's Pizza,Large The Deli Pizza,50.92,3.0,0.0
2025-07-20,mari,Marilyna's Pizza,Large Truffalo Soldier,21.82,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Large Uber Margherita,37.82,2.0,0.0
2025-07-20,mari,Marilyna's Pizza,Large Vegetarian,98.51,5.0,0.0
2025-07-20,mari,Marilyna's Pizza,Regular 4 Cheese Pizza,27.51,2.0,0.0
2025-07-20,mari,Marilyna's Pizza,Regular BBQ Chicken Pizza,114.35,7.0,0.0
2025-07-20,mari,Marilyna's Pizza,Regular Bubba Gump,84.55,5.0,0.0
2025-07-20,mari,Marilyna's Pizza,Regular Cosmopolitan,51.81,3.0,0.0
2025-07-20,mari,Marilyna's Pizza,Regular Garlic Cheese Pizza,40.9,5.0,0.0
2025-07-20,mari,Marilyna's Pizza,Regular Hail Africa,17.27,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Regular Hawaiian,167.02,12.0,0.0
2025-07-20,mari,Marilyna's Pizza,Regular House Special,80.15,5.0,0.0
2025-07-20,mari,Marilyna's Pizza,Regular Little Italy,107.27,6.0,0.0
2025-07-20,mari,Marilyna's Pizza,Regular Margherita,192.04,15.0,0.0
2025-07-20,mari,Marilyna's Pizza,Regular Meatlovers,203.5,13.0,0.0
2025-07-20,mari,Marilyna's Pizza,Regular Mexicana,54.17,4.0,0.0
2025-07-20,mari,Marilyna's Pizza,Regular New Yorker,32.72,2.0,0.0
2025-07-20,mari,Marilyna's Pizza,"Regular No Chorizo, No Cry",54.86,3.0,0.0
2025-07-20,mari,Marilyna's Pizza,Regular Paddock,80.24,5.0,0.0
2025-07-20,mari,Marilyna's Pizza,Regular Pepperoni,187.15,12.0,0.0
2025-07-20,mari,Marilyna's Pizza,Regular Prawn Hub,66.84,5.0,0.0
2025-07-20,mari,Marilyna's Pizza,Regular Roma Special,16.36,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Regular Sanchez,36.36,2.0,0.0
2025-07-20,mari,Marilyna's Pizza,Regular Sorrento,65.7,4.0,0.0
2025-07-20,mari,Marilyna's Pizza,Regular Southern Lamb,119.1,7.0,0.0
2025-07-20,mari,Marilyna's Pizza,Regular Super House Special,384.99,23.0,0.0
2025-07-20,mari,Marilyna's Pizza,Regular Super Veg,81.75,5.0,0.0
2025-07-20,mari,Marilyna's Pizza,Regular Tandoori Chicken,69.08,4.0,0.0
2025-07-20,mari,Marilyna's Pizza,Regular The Deli,32.72,2.0,0.0
2025-07-20,mari,Marilyna's Pizza,Regular Truffalo Soldier,18.18,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Regular Uber Margherita,12.73,1.0,0.0
2025-07-20,mari,Marilyna's Pizza,Regular Vegetarian,79.29,5.0,0.0
2025-07-20,mari,Marilyna's Pizza,Tues - Cheesy Garlic Bread,1.46,2.0,0.0
2025-07-20,mari,Marilyna's Soft Drinks,Bundaberg Ginger Beer D,7.27,2.0,0.0
2025-07-20,mari,Marilyna's Soft Drinks,Coke 1.25L,16.35,3.0,0.0
2025-07-20,mari,Marilyna's Soft Drinks,Coke Can,41.27,11.0,0.0
2025-07-20,mari,Marilyna's Soft Drinks,Coke Zero Can,26.2,7.0,0.0
2025-07-20,mari,Marilyna's Soft Drinks,Solo 1.25L,21.8,4.0,0.0
2025-07-20,mari,Marilyna's Soft Drinks,Sprite 1.25L,5.45,1.0,0.0
2025-07-20,mari,Marilyna's Soft Drinks,Sprite Can,29.11,8.0,0.0
2025-07-20,mari,Marilyna's Soft Drinks,Sunkist 1.25L,10.9,2.0,0.0
2025-07-20,stow,Add-ons - Bar,+$3 Premium Spirit,8.19,3.0,0.0
2025-07-20,stow,Add-ons - Bar,Add Baileys Irish Cream,5.45,1.0,0.0
2025-07-20,stow,Add-ons - Bar,Add Sailor Jerry,16.9,3.0,0.0
2025-07-20,stow,Add-ons - Bar,Add Vodka,9.1,2.0,0.0
2025-07-20,stow,Add-ons - Bar,Fever-Tree Mediterannean  [mixer],5.48,6.0,0.0
2025-07-20,stow,Amaro / Aperitif / Fortified Wine,Amaro Montenegro,10.91,2.0,0.0
2025-07-20,stow,Amaro / Aperitif / Fortified Wine,Fernet Branca,22.19,2.0,0.0
2025-07-20,stow,Big Plates,American Standard Burger,847.05,46.0,0.0
2025-07-20,stow,Big Plates,Beef Burrito,401.0,21.0,0.0
2025-07-20,stow,Big Plates,Cauliflower Burrito,121.61,7.0,0.0
2025-07-20,stow,Big Plates,Chicken Burrito,541.16,27.0,0.0
2025-07-20,stow,Big Plates,Chicken Shindig Burger,219.99,13.0,0.0
2025-07-20,stow,Big Plates,Eggplant Parmy,127.2,5.0,0.0
2025-07-20,stow,Big Plates,Eggplant Schnitty,16.64,1.0,0.0
2025-07-20,stow,Big Plates,Fancy Pants Parmy,833.13,38.0,0.0
2025-07-20,stow,Big Plates,Fish Burrito,187.68,9.0,0.0
2025-07-20,stow,Big Plates,Fizz 'N' Chips,242.64,10.0,0.0
2025-07-20,stow,Big Plates,Stow Schnitty,497.57,24.0,0.0
2025-07-20,stow,Big Plates,Vegilante Vegan Burger,173.46,9.0,0.0
2025-07-20,stow,Bottles / Cans Alcoholic,Asahi 3.5%,59.17,7.0,0.0
2025-07-20,stow,Bottles / Cans Alcoholic,Better Beer Tin,20.0,2.0,0.0
2025-07-20,stow,Bottles / Cans Alcoholic,Brooky Ginger Beer Bottle,12.73,1.0,0.0
2025-07-20,stow,Bottles / Cans Alcoholic,Corona,88.36,9.0,0.0
2025-07-20,stow,Bottles / Cans Alcoholic,Grifter Pink Galah Tin,11.09,1.0,0.0
2025-07-20,stow,Bottles / Cans Alcoholic,Monteith's Apple Cider Bottle,19.26,2.0,0.0
2025-07-20,stow,Bottles / Cans Alcoholic,Peroni,149.38,17.0,0.0
2025-07-20,stow,Bottles / Cans Alcoholic,Two Bays Pale Ale Can,58.78,5.0,0.0
2025-07-20,stow,Bottles / Cans Alcoholic,VB Tinnie,49.9,6.0,0.0
2025-07-20,stow,Bottles / Cans Alcoholic,Young Henrys Cloudy Cider Can,22.91,2.0,0.0
2025-07-20,stow,Cocktails - Classic,$21 Custom Cocktail,10.36,1.0,0.0
2025-07-20,stow,Cocktails - Classic,Amarretto Sour,17.27,1.0,0.0
2025-07-20,stow,Cocktails - Classic,Aperol Spritz,404.08,28.0,0.0
2025-07-20,stow,Cocktails - Classic,Boulevardier,18.18,1.0,0.0
2025-07-20,stow,Cocktails - Classic,Cadillac Margarita,27.73,1.0,0.0
2025-07-20,stow,Cocktails - Classic,Classic Margarita,1621.72,107.0,0.0
2025-07-20,stow,Cocktails - Classic,Coconut Margarita,463.56,23.0,0.0
2025-07-20,stow,Cocktails - Classic,Cosmo,17.27,1.0,0.0
2025-07-20,stow,Cocktails - Classic,Daiquiri,77.3,5.0,0.0
2025-07-20,stow,Cocktails - Classic,Dark & Stormy,38.85,3.0,0.0
2025-07-20,stow,Cocktails - Classic,Espresso Martini,295.07,23.0,0.0
2025-07-20,stow,Cocktails - Classic,Gin Martini,103.62,6.0,0.0
2025-07-20,stow,Cocktails - Classic,Jalapeño Marg,691.43,35.0,0.0
2025-07-20,stow,Cocktails - Classic,Limoncello Spritz,17.57,1.0,0.0
2025-07-20,stow,Cocktails - Classic,Lychee Martini,530.89,32.0,0.0
2025-07-20,stow,Cocktails - Classic,Mojito,51.81,3.0,0.0
2025-07-20,stow,Cocktails - Classic,Negroni,382.93,22.0,0.0
2025-07-20,stow,Cocktails - Classic,Old Fashioned,311.23,18.0,0.0
2025-07-20,stow,Cocktails - Classic,Tommy's Margarita,307.25,17.0,0.0
2025-07-20,stow,Cocktails - Classic,Vodka Martini,17.27,1.0,0.0
2025-07-20,stow,Cocktails - Classic,Whisky Sour,69.09,4.0,0.0
2025-07-20,stow,Cocktails - Signature,Bad Bitch Martini,204.56,12.0,0.0
2025-07-20,stow,Cocktails - Signature,Beetle Juice,177.97,9.0,0.0
2025-07-20,stow,Cocktails - Signature,Big Papa Cuban,52.69,6.0,0.0
2025-07-20,stow,Cocktails - Signature,Flamin' Moe,175.78,8.0,0.0
2025-07-20,stow,Cocktails - Signature,Higher Than Highball,77.66,4.0,0.0
2025-07-20,stow,Cocktails - Signature,Mulled Wine,1614.08,127.0,0.0
2025-07-20,stow,Cocktails - Signature,Oceanside,17.56,1.0,0.0
2025-07-20,stow,Cocktails - Signature,Puerto Sunset,139.21,7.0,0.0
2025-07-20,stow,Cocktails - Signature,Tuckerbush Margie,98.72,5.0,0.0
2025-07-20,stow,Cocktails - Signature,Velvet Revolver,40.09,3.0,0.0
2025-07-20,stow,Cocktails - Signature,White Lies Negroni,141.02,7.0,0.0
2025-07-20,stow,Delivery Kitchen,Add Side Salad,12.12,5.0,0.0
2025-07-20,stow,Delivery Kitchen,BBQ Wings D,191.57,16.0,0.0
2025-07-20,stow,Delivery Kitchen,Bang Bang Cauli D,37.5,3.0,0.0
2025-07-20,stow,Delivery Kitchen,Beef Burger D,115.82,5.0,0.0
2025-07-20,stow,Delivery Kitchen,Beef Dumplings D,29.52,2.0,0.0
2025-07-20,stow,Delivery Kitchen,Brownie D,90.9,10.0,0.0
2025-07-20,stow,Delivery Kitchen,Buffalo Wings D,226.84,17.0,0.0
2025-07-20,stow,Delivery Kitchen,Chicken Parmy D,113.99,6.0,0.0
2025-07-20,stow,Delivery Kitchen,Chicken Schnitty D,65.46,3.0,0.0
2025-07-20,stow,Delivery Kitchen,Eggplant Parmy D,21.26,1.0,0.0
2025-07-20,stow,Delivery Kitchen,Fish Tacos D,34.54,2.0,0.0
2025-07-20,stow,Delivery Kitchen,Fizz & Chips D,23.64,1.0,0.0
2025-07-20,stow,Delivery Kitchen,Fresh Salad D,49.55,5.0,0.0
2025-07-20,stow,Delivery Kitchen,Fries D,58.06,5.0,0.0
2025-07-20,stow,Delivery Kitchen,Jalapeno Edamame D,10.91,1.0,0.0
2025-07-20,stow,Delivery Kitchen,Kids Nuggets D,34.08,3.0,0.0
2025-07-20,stow,Delivery Kitchen,Rocket Man D,62.94,5.0,0.0
2025-07-20,stow,Delivery Kitchen,Sensei Calamari D,30.9,2.0,0.0
2025-07-20,stow,Delivery Kitchen,Spaghetti Bolognese D,42.89,4.0,0.0
2025-07-20,stow,Delivery Kitchen,Sweet Potato Fries D,12.73,1.0,0.0
2025-07-20,stow,Delivery Kitchen,Tuk Tuk Salad D,24.86,2.0,0.0
2025-07-20,stow,Delivery Kitchen,Vegilante Burger D,23.64,1.0,0.0
2025-07-20,stow,Desserts,Brownie,36.21,5.0,0.0
2025-07-20,stow,Functions & Misc.,Open Price,3.64,1.0,0.0
2025-07-20,stow,Gin,Archie Rose Signature Gin,75.28,7.0,0.0
2025-07-20,stow,Gin,Bombay Dry [House],169.96,21.0,0.0
2025-07-20,stow,Gin,Four Pillars Bloody Shiraz Gin,26.0,25.5,0.0
2025-07-20,stow,Gin,Four Pillars Rare Dry Gin Tonica,20.34,1.0,0.0
2025-07-20,stow,Gin,Hendrick's Gin,11.1,1.0,0.0
2025-07-20,stow,Gin,Poor Tom's Strawberry Gin Tonica,19.09,1.0,0.0
2025-07-20,stow,Kids Meals,Kids Ham & Cheese Pizza,25.24,2.0,0.0
2025-07-20,stow,Kids Meals,Kids Hawaiian Pizza,47.28,5.0,0.0
2025-07-20,stow,Kids Meals,Kids Margherita Pizza,48.86,4.0,0.0
2025-07-20,stow,Kids Meals,Kids Nuggets & Chips,172.6,14.0,0.0
