week_ending,venue,reporting_group,product_name,sales_ex_gst,qty,cost
2025-06-01,hg,Add-ons - Kitchen,Add Cheese,2.04,1.0,0.0
2025-06-01,hg,Add-ons - Kitchen,Add Grilled Chicken,5.08,1.0,0.0
2025-06-01,hg,Add-ons - Kitchen,Aioli Dipping Sauce,1.52,14.0,0.0
2025-06-01,hg,Add-ons - Kitchen,BBQ Dipping Sauce,0.95,3.0,0.0
2025-06-01,hg,Add-ons - Kitchen,Double Scoop,3.56,1.0,0.0
2025-06-01,hg,Add-ons - Kitchen,Extra Blue Cheese Dip,0.91,1.0,0.0
2025-06-01,hg,Add-ons - Kitchen,Extra Cheese,2.04,1.0,0.0
2025-06-01,hg,Add-ons - Kitchen,Extra Gravy,27.99,15.0,0.0
2025-06-01,hg,Add-ons - Kitchen,Extra Veg,24.41,8.0,0.0
2025-06-01,hg,Add-ons - Kitchen,Extra Yorkshire Pudding,34.59,17.0,0.0
2025-06-01,hg,Add-ons - Kitchen,Open Food,46.74,3.0,0.0
2025-06-01,hg,Add-ons - Kitchen,Side Gravy,5.1,5.0,0.0
2025-06-01,hg,Add-ons - Kitchen,Swap Fries for Sweet Potato Fries,6.1,3.0,0.0
2025-06-01,hg,Add-ons - Kitchen,Tomato Dipping Sauce,0.5,12.0,0.0
2025-06-01,mari,Add-ons - Pizza,Add Anchovies,3.84,4.0,0.0
2025-06-01,mari,Add-ons - Pizza,Add Bacon,6.1,2.0,0.0
2025-06-01,mari,Add-ons - Pizza,Add Cabanossi,1.82,2.0,0.0
2025-06-01,mari,Add-ons - Pizza,Add Chicken,1.82,1.0,0.0
2025-06-01,mari,Add-ons - Pizza,Add Chilli,0.95,2.0,0.0
2025-06-01,mari,Add-ons - Pizza,Add Ham,0.91,1.0,0.0
2025-06-01,mari,Add-ons - Pizza,Add Jalapenos,1.91,2.0,0.0
2025-06-01,mari,Add-ons - Pizza,Add Olives,2.02,2.0,0.0
2025-06-01,mari,Add-ons - Pizza,Add Pepperoni,3.64,2.0,0.0
2025-06-01,mari,Add-ons - Pizza,Add Pineapple,1.02,1.0,0.0
2025-06-01,mari,Add-ons - Pizza,Add Prawns,2.73,1.0,0.0
2025-06-01,mari,Add-ons - Pizza,Add Prosciutto,1.82,1.0,0.0
2025-06-01,mari,Add-ons - Pizza,Extra Mozzarella,1.82,1.0,0.0
2025-06-01,mari,Dine-in Pizza,Regular Hail Africa [Dine-in],69.84,3.0,0.0
2025-06-01,mari,Dine-in Pizza,Regular Little Italy [Dine-in],111.56,5.0,0.0
2025-06-01,mari,Dine-in Pizza,Regular New Yorker [Dine-in],62.33,3.0,0.0
2025-06-01,mari,Dine-in Pizza,"Regular No Chorizo, No Cry [Dine-in]",92.78,4.0,0.0
2025-06-01,mari,Dine-in Pizza,Regular Sanchez [Dine-in],23.0,1.0,0.0
2025-06-01,mari,Dine-in Pizza,Regular Truffalo Soldier [Dine-in],22.38,1.0,0.0
2025-06-01,mari,Dine-in Pizza,Regular Uber Margherita [Dine-in],81.08,4.0,0.0
2025-06-01,mari,Marilyna's Pizza,Cheesy Garlic Bread,10.9,2.0,0.0
2025-06-01,mari,Marilyna's Pizza,Deal  - BBQ Wings,10.0,1.0,0.0
2025-06-01,mari,Marilyna's Pizza,Delivery Fee - Freshwater / Queenscliff,12.0,3.0,0.0
2025-06-01,mari,Marilyna's Pizza,Delivery Fee [Me&U],7.39,2.0,0.0
2025-06-01,mari,Marilyna's Pizza,Family  Pepperoni,52.72,2.0,0.0
2025-06-01,mari,Marilyna's Pizza,Family  Sanchez,20.0,1.0,0.0
2025-06-01,mari,Marilyna's Pizza,Family  Super House,20.0,1.0,0.0
2025-06-01,mari,Marilyna's Pizza,Family BBQ Chicken Pizza,28.48,1.0,0.0
2025-06-01,mari,Marilyna's Pizza,Family Bubba Gump,50.9,2.0,0.0
2025-06-01,mari,Marilyna's Pizza,Family Cosmopolitan,27.27,1.0,0.0
2025-06-01,mari,Marilyna's Pizza,Family Garlic Cheese Pizza,15.25,1.0,0.0
2025-06-01,mari,Marilyna's Pizza,Family Hawaiian,50.9,2.0,0.0
2025-06-01,mari,Marilyna's Pizza,Family Meatlovers,28.48,1.0,0.0
2025-06-01,mari,Marilyna's Pizza,Family New Yorker,27.46,1.0,0.0
2025-06-01,mari,Marilyna's Pizza,"Family No Chorizo, No Cry",29.0,1.0,0.0
2025-06-01,mari,Marilyna's Pizza,Family Southern Lamb,28.48,1.0,0.0
2025-06-01,mari,Marilyna's Pizza,Family Super House Special,82.36,3.0,0.0
2025-06-01,mari,Marilyna's Pizza,Garlic Bread,56.94,12.0,0.0
2025-06-01,mari,Marilyna's Pizza,Gluten-free Meatlovers,20.0,1.0,0.0
2025-06-01,mari,Marilyna's Pizza,Large BBQ Chicken Pizza,42.91,2.0,0.0
2025-06-01,mari,Marilyna's Pizza,Large Bubba Gump,22.0,1.0,0.0
2025-06-01,mari,Marilyna's Pizza,Large Hawaiian,60.82,3.0,0.0
2025-06-01,mari,Marilyna's Pizza,Large Margherita,40.0,2.0,0.0
2025-06-01,mari,Marilyna's Pizza,Large Meatlovers,62.73,3.0,0.0
2025-06-01,mari,Marilyna's Pizza,Large Pepperoni,103.46,5.0,0.0
2025-06-01,mari,Marilyna's Pizza,Large Prawn Hub,22.0,1.0,0.0
2025-06-01,mari,Marilyna's Pizza,Large Sorrento,44.73,2.0,0.0
2025-06-01,mari,Marilyna's Pizza,Large Super House Special,22.0,1.0,0.0
2025-06-01,mari,Marilyna's Pizza,Large Tandoori Chicken,22.0,1.0,0.0
2025-06-01,mari,Marilyna's Pizza,Regular Cosmopolitan,17.0,1.0,0.0
2025-06-01,mari,Marilyna's Pizza,Regular Hawaiian,15.45,1.0,0.0
2025-06-01,mari,Marilyna's Pizza,Regular Little Italy,34.54,2.0,0.0
2025-06-01,mari,Marilyna's Pizza,Regular Meatlovers,32.77,2.0,0.0
2025-06-01,mari,Marilyna's Pizza,Regular Mexicana,16.3,1.0,0.0
2025-06-01,mari,Marilyna's Pizza,Regular Pepperoni,14.26,1.0,0.0
2025-06-01,mari,Marilyna's Pizza,Regular Super House Special,49.08,3.0,0.0
2025-06-01,mari,Marilyna's Pizza,Regular Tandoori Chicken,17.27,1.0,0.0
2025-06-01,mari,Marilyna's Pizza,Regular Truffalo Soldier,18.18,1.0,0.0
2025-06-01,mari,Marilyna's Soft Drinks,Solo 1.25L,5.0,1.0,0.0
2025-06-01,mari,Marilyna's Soft Drinks,Sunkist 1.25L,5.0,1.0,0.0
2025-06-01,stow,Add-ons - Bar,Fever-Tree Light Tonic [mixer],3.02,3.0,0.0
2025-06-01,stow,Big Plates,American Standard Burger,157.34,6.0,0.0
2025-06-01,stow,Big Plates,Beef Burrito,78.44,3.0,0.0
2025-06-01,stow,Big Plates,Chicken Burrito,26.44,1.0,0.0
2025-06-01,stow,Big Plates,Chicken Shindig Burger,78.91,3.0,0.0
2025-06-01,stow,Big Plates,Eggplant Parmy,28.48,1.0,0.0
2025-06-01,stow,Big Plates,Eggplant Schnitty,25.47,1.0,0.0
2025-06-01,stow,Big Plates,Fancy Pants Parmy,292.47,11.0,0.0
2025-06-01,stow,Big Plates,Fizz 'N' Chips,56.94,3.0,0.0
2025-06-01,stow,Big Plates,Stow Schnitty,264.45,10.0,0.0
2025-06-01,stow,Big Plates,Vegilante Vegan Burger,52.93,2.0,0.0
2025-06-01,stow,Bottles / Cans Alcoholic,Asahi 3.5%,6.1,1.0,0.0
2025-06-01,stow,Bottles / Cans Alcoholic,Brooky Ginger Beer Bottle,22.4,2.0,0.0
2025-06-01,stow,Bottles / Cans Alcoholic,Corona,22.19,2.0,0.0
2025-06-01,stow,Bottles / Cans Alcoholic,Grifter Big Sur IPA Tin,12.73,1.0,0.0
2025-06-01,stow,Bottles / Cans Alcoholic,James Boags Light,17.0,2.0,0.0
2025-06-01,stow,Bottles / Cans Alcoholic,Peroni,49.99,5.0,0.0
2025-06-01,stow,Cocktails - Classic,Aperol Spritz,188.52,15.0,0.0
2025-06-01,stow,Cocktails - Classic,Bloody Mary,44.0,3.0,0.0
2025-06-01,stow,Cocktails - Classic,Classic Margarita,474.51,31.0,0.0
2025-06-01,stow,Cocktails - Classic,Coconut Margarita,85.4,5.0,0.0
2025-06-01,stow,Cocktails - Classic,Dark & Stormy,12.0,1.0,0.0
2025-06-01,stow,Cocktails - Classic,Espresso Martini,47.4,4.0,0.0
2025-06-01,stow,Cocktails - Classic,Jalapeño Marg,190.79,9.0,0.0
2025-06-01,stow,Cocktails - Classic,Lychee Martini,24.21,3.0,0.0
2025-06-01,stow,Cocktails - Classic,Old Fashioned,18.18,1.0,0.0
2025-06-01,stow,Cocktails - Classic,Pisco Sour,19.0,1.0,0.0
2025-06-01,stow,Cocktails - Classic,Vodka Martini,38.65,2.0,0.0
2025-06-01,stow,Cocktails - Signature,Bad Bitch Martini,40.68,2.0,0.0
2025-06-01,stow,Cocktails - Signature,Beetle Juice,63.71,3.0,0.0
2025-06-01,stow,Cocktails - Signature,Brewed & Banoffee'd,22.0,1.0,0.0
2025-06-01,stow,Cocktails - Signature,Mulled Wine,324.51,30.0,0.0
2025-06-01,stow,Cocktails - Signature,Oceanside,38.64,2.0,0.0
2025-06-01,stow,Cocktails - Signature,Puerto Sunset,19.09,1.0,0.0
2025-06-01,stow,Cocktails - Signature,Tuckerbush Margie,63.0,3.0,0.0
2025-06-01,stow,Delivery Kitchen,BBQ Wings D,11.82,1.0,0.0
2025-06-01,stow,Delivery Kitchen,Bang Bang Cauli D,15.45,1.0,0.0
2025-06-01,stow,Delivery Kitchen,Buffalo Wings D,53.46,4.0,0.0
2025-06-01,stow,Delivery Kitchen,Chicken Parmy D,24.55,1.0,0.0
2025-06-01,stow,Delivery Kitchen,Fish Tacos D,18.18,1.0,0.0
2025-06-01,stow,Delivery Kitchen,Fresh Salad D,10.19,1.0,0.0
2025-06-01,stow,Delivery Kitchen,Fries D,11.0,1.0,0.0
2025-06-01,stow,Delivery Kitchen,Truffle Fries D,27.28,2.0,0.0
2025-06-01,stow,Desserts,Brownie,61.01,5.0,0.0
2025-06-01,stow,Gin,Bombay Dry [House],20.9,3.0,0.0
2025-06-01,stow,Gin,Bombay Sapphire,36.22,3.0,0.0
2025-06-01,stow,Gin,Brookie's Byron Dry Gin Tonica,20.34,1.0,0.0
2025-06-01,stow,Gin,Hendrick's Gin,48.0,6.0,0.0
2025-06-01,stow,Gin,Never Never Oyster Shell Gin,13.49,1.0,0.0
2025-06-01,stow,Kids Meals,Kids Hawaiian Pizza,13.0,1.0,0.0
2025-06-01,stow,Kids Meals,Kids Margherita Pizza,65.71,5.0,0.0
2025-06-01,stow,Kids Meals,Kids Nuggets & Chips,39.0,3.0,0.0
2025-06-01,stow,Kids Meals,Kids Spag Bol,26.25,2.0,0.0
2025-06-01,stow,Kitchen Specials,Cauliflower Cheese,104.28,23.0,0.0
2025-06-01,stow,Kitchen Specials,Lamb Roast,2469.86,99.0,0.0
2025-06-01,stow,Kitchen Specials,Nut Roast,377.06,15.0,0.0
2025-06-01,stow,Mocktails,Sunkissed Spritz,15.26,1.0,0.0
2025-06-01,stow,Mocktails,Trade Winds,12.2,1.0,0.0
2025-06-01,stow,Mocktails,Virgin Margy,36.61,3.0,0.0
2025-06-01,stow,Non-alcoholic,Apple Juice Glass,16.0,4.0,0.0
2025-06-01,stow,Non-alcoholic,Bundaberg Ginger Beer,4.58,1.0,0.0
2025-06-01,stow,Non-alcoholic,Cranberry Juice Glass,4.07,1.0,0.0
2025-06-01,stow,Non-alcoholic,Fresh Lime Soda,36.4,12.0,0.0
2025-06-01,stow,Non-alcoholic,Ginger Ale,4.07,1.0,0.0
2025-06-01,stow,Non-alcoholic,Heaps Normal Tin,31.69,3.0,0.0
2025-06-01,stow,Non-alcoholic,"Lemon, Lime & Bitters",40.96,9.0,0.0
2025-06-01,stow,Non-alcoholic,Lemonade Glass,24.15,6.0,0.0
2025-06-01,stow,Non-alcoholic,Orange Juice Glass,4.07,1.0,0.0
2025-06-01,stow,Non-alcoholic,Pepsi Glass,39.92,10.0,0.0
2025-06-01,stow,Non-alcoholic,Pepsi Max Glass,53.02,13.0,0.0
2025-06-01,stow,Non-alcoholic,Pineapple Juice Glass,4.0,1.0,0.0
2025-06-01,stow,Non-alcoholic,Pink Lemonade Glass,45.23,10.0,0.0
2025-06-01,stow,Non-alcoholic,San Pellegrino 500ml,18.31,3.0,0.0
2025-06-01,stow,Non-alcoholic,Stow Soda - Passionfruit,8.14,1.0,0.0
2025-06-01,stow,Non-alcoholic,Vinada Sparkling Rose,11.0,1.0,0.0
2025-06-01,stow,Orange / Skins Wine,Dragonfly Grenache,26.47,1.0,0.0
2025-06-01,stow,Orange / Skins Wine,Ravensworth Skins Gris,107.23,3.0,0.0
2025-06-01,stow,Orange / Skins Wine,Year Wines 'Zagara' Orange,15.0,1.0,0.0
2025-06-01,stow,Pet Nat Wine,Das Juice Pink Pet Nat,112.91,4.0,0.0
2025-06-01,stow,Red Wine,A. Rodda Tempranillo,17.0,1.0,0.0
2025-06-01,stow,Red Wine,Cri De Couer Pinot Noir,26.0,1.0,0.0
2025-06-01,stow,Red Wine,Geppetto Pinot Noir,176.2,8.0,0.0
2025-06-01,stow,Red Wine,Mother's Milk Shiraz,120.0,8.0,0.0
2025-06-01,stow,Red Wine,Padrillos Malbec,108.31,4.0,0.0
2025-06-01,stow,Red Wine,Sigurd GSM Red Blend,18.0,1.0,0.0
2025-06-01,stow,Red Wine,Trutta Streamside Shiraz [Chilled],15.0,1.0,0.0
2025-06-01,stow,Red Wine,Villa Fresco Sangiovese,540.04,25.0,0.0
2025-06-01,stow,Rose Wine,Petits Detours Rosé,144.86,9.0,0.0
2025-06-01,stow,Rose Wine,Petits Detours Rosé Mediterranee,64.0,1.0,0.0
2025-06-01,stow,Rose Wine,Trentham Estate Rosé,138.4,15.0,0.0
2025-06-01,stow,Salads,Rocket Man,18.3,1.0,0.0
2025-06-01,stow,Salads,Tuk Tuk Salad,22.37,1.0,0.0
2025-06-01,stow,Small Plates,BBQ Wings,90.53,6.0,0.0
2025-06-01,stow,Small Plates,Bang Bang Cauli,32.58,2.0,0.0
2025-06-01,stow,Small Plates,Buffalo Wings,97.11,6.0,0.0
2025-06-01,stow,Small Plates,Corn Star,48.84,3.0,0.0
2025-06-01,stow,Small Plates,Fish Tacos,241.37,12.0,0.0
2025-06-01,stow,Small Plates,Holy Guacamole,176.79,12.0,0.0
2025-06-01,stow,Small Plates,Jalapeño Edamame,24.42,2.0,0.0
2025-06-01,stow,Small Plates,Rosemary Salted Fries,108.82,9.0,0.0
2025-06-01,stow,Small Plates,Sensei Calamari,90.92,6.0,0.0
2025-06-01,stow,Small Plates,Sweet Potato Fries,39.24,3.0,0.0
2025-06-01,stow,Small Plates,Tofu San Dumplings,16.3,1.0,0.0
2025-06-01,stow,Small Plates,Truffle Fries,45.51,3.0,0.0
2025-06-01,stow,Small Plates,United States of Dumplings,80.86,5.0,0.0
2025-06-01,stow,Sparkling Wine,Casa Gheller Prosecco,32.31,2.0,0.0
2025-06-01,stow,Sparkling Wine,Version Two Sparkling,29.99,5.0,0.0
2025-06-01,stow,Staff Dinners,Staff Dinner $5,39.55,8.0,0.0
2025-06-01,stow,Staff Dinners,Staff Pizza $5,5.0,1.0,0.0
2025-06-01,stow,Tap Beer,Crankshaft IPA,82.02,6.0,0.0
2025-06-01,stow,Tap Beer,Fresh is Best Lager,244.75,37.0,0.0
2025-06-01,stow,Tap Beer,Fresh is Best Summer Lager,227.8,32.7,0.0
2025-06-01,stow,Tap Beer,Grifter Pale,186.86,24.0,0.0
2025-06-01,stow,Tap Beer,Kirin,192.97,25.0,0.0
2025-06-01,stow,Tap Beer,Little Dragon,94.52,7.0,0.0
2025-06-01,stow,Tap Beer,Old Panther,92.98,9.0,0.0
2025-06-01,stow,Tap Beer,Philter XPA,227.09,25.0,0.0
2025-06-01,stow,Tap Beer,Status Quo,170.27,11.0,0.0
2025-06-01,stow,Tap Beer,Stone & Wood,545.36,44.0,0.0
2025-06-01,stow,Vodka,Tito's Handmade Vodka,24.4,2.0,0.0
2025-06-01,stow,Vodka,White Light Pure Vodka [House],72.51,8.0,0.0
2025-06-01,stow,White Wine,A. Rodda Chardonnay,109.99,2.0,0.0
2025-06-01,stow,White Wine,Kuku Sauvignon Blanc,91.0,7.0,0.0
2025-06-01,stow,White Wine,Ottelia Chardonnay,87.0,6.0,0.0
2025-06-01,stow,White Wine,Version Two Pinot Grigio,126.25,16.0,0.0
2025-06-08,hg,Add-ons - Kitchen,$2 BBQ Wing,33.92,37.0,0.0
2025-06-08,hg,Add-ons - Kitchen,Add Fried Cauliflower,4.07,1.0,0.0
2025-06-08,hg,Add-ons - Kitchen,Add Grilled Chicken,14.81,3.0,0.0
2025-06-08,hg,Add-ons - Kitchen,Add Grilled Fish,13.81,3.0,0.0
2025-06-08,hg,Add-ons - Kitchen,Add Pulled Mushroom,3.7,1.0,0.0
2025-06-08,hg,Add-ons - Kitchen,Aioli Dipping Sauce,9.26,114.0,0.0
2025-06-08,hg,Add-ons - Kitchen,BBQ Dipping Sauce,2.32,18.0,0.0
2025-06-08,hg,Add-ons - Kitchen,Chipotle Mayo Dipping Sauce,5.52,6.0,0.0
2025-06-08,hg,Add-ons - Kitchen,Extra Blue Cheese Dip,17.05,19.0,0.0
2025-06-08,hg,Add-ons - Kitchen,Extra Corn Chips,1.85,1.0,0.0
2025-06-08,hg,Add-ons - Kitchen,Extra Dumpling,6.74,2.0,0.0
2025-06-08,hg,Add-ons - Kitchen,Extra Gravy,30.36,15.0,0.0
2025-06-08,hg,Add-ons - Kitchen,Extra Taco,7.12,1.0,0.0
2025-06-08,hg,Add-ons - Kitchen,Extra Veg,12.15,4.0,0.0
2025-06-08,hg,Add-ons - Kitchen,Extra Yorkshire Pudding,28.22,14.0,0.0
2025-06-08,hg,Add-ons - Kitchen,Jalape|os,4.63,5.0,0.0
2025-06-08,hg,Add-ons - Kitchen,Open Food,22.73,2.0,0.0
2025-06-08,hg,Add-ons - Kitchen,Queso Dip,4.63,6.0,0.0
2025-06-08,hg,Add-ons - Kitchen,Side Gravy,6.58,7.0,0.0
2025-06-08,hg,Add-ons - Kitchen,Side Guac,4.63,5.0,0.0
2025-06-08,hg,Add-ons - Kitchen,Side Spicy Salsa,1.86,2.0,0.0
2025-06-08,hg,Add-ons - Kitchen,Swap Fries for Sweet Potato Fries,24.5,13.0,0.0
2025-06-08,hg,Add-ons - Kitchen,Swap for Sweet Potato Fries,9.19,6.0,0.0
2025-06-08,hg,Add-ons - Kitchen,Tomato Dipping Sauce,2.84,31.0,0.0
2025-06-08,mari,Add-ons - Pizza,Add Anchovies,12.22,13.0,0.0
2025-06-08,mari,Add-ons - Pizza,Add Artichoke Heart,2.75,3.0,0.0
2025-06-08,mari,Add-ons - Pizza,Add BBQ Sauce,2.73,3.0,0.0
2025-06-08,mari,Add-ons - Pizza,Add Bacon,6.64,3.0,0.0
2025-06-08,mari,Add-ons - Pizza,Add Basil,0.91,1.0,0.0
2025-06-08,mari,Add-ons - Pizza,Add Bocconcini,7.28,4.0,0.0
2025-06-08,mari,Add-ons - Pizza,Add Cabanossi,1.82,2.0,0.0
2025-06-08,mari,Add-ons - Pizza,Add Capsicum,0.91,1.0,0.0
2025-06-08,mari,Add-ons - Pizza,Add Cherry Tomatoes,2.75,3.0,0.0
2025-06-08,mari,Add-ons - Pizza,Add Chicken,10.95,6.0,0.0
2025-06-08,mari,Add-ons - Pizza,Add Chilli,2.72,6.0,0.0
2025-06-08,mari,Add-ons - Pizza,Add Coriander,0.91,1.0,0.0
2025-06-08,mari,Add-ons - Pizza,Add Corn,1.82,2.0,0.0
2025-06-08,mari,Add-ons - Pizza,Add Eggplant,0.91,1.0,0.0
2025-06-08,mari,Add-ons - Pizza,Add Fetta,1.82,1.0,0.0
2025-06-08,mari,Add-ons - Pizza,Add Garlic,6.48,7.0,0.0
2025-06-08,mari,Add-ons - Pizza,Add Ham,3.73,4.0,0.0
2025-06-08,mari,Add-ons - Pizza,Add Jalapenos,4.08,6.0,0.0
2025-06-08,mari,Add-ons - Pizza,Add Olives,10.05,11.0,0.0
2025-06-08,mari,Add-ons - Pizza,Add Pepperoni,9.32,5.0,0.0
2025-06-08,mari,Add-ons - Pizza,Add Pesto,2.09,2.0,0.0
2025-06-08,mari,Add-ons - Pizza,Add Pineapple,9.42,10.0,0.0
2025-06-08,mari,Add-ons - Pizza,Add Prawns,25.7,10.0,0.0
2025-06-08,mari,Add-ons - Pizza,Add Pumpkin,1.02,1.0,0.0
2025-06-08,mari,Add-ons - Pizza,Add Sliced Tomatoes,2.73,3.0,0.0
2025-06-08,mari,Add-ons - Pizza,Add Spanish Onion,2.73,3.0,0.0
2025-06-08,mari,Add-ons - Pizza,Add Sun-dried Tomatoes,0.91,1.0,0.0
2025-06-08,mari,Add-ons - Pizza,Extra Mozzarella,5.46,3.0,0.0
2025-06-08,mari,Add-ons - Pizza,Sour Cream,4.63,6.0,0.0
2025-06-08,mari,Add-ons - Pizza,Vegan Cheese [Pizza],8.24,3.0,0.0
2025-06-08,mari,Delivery Alcohol,Btl Ottelia Cab Sav D,56.36,2.0,0.0
2025-06-08,mari,Delivery Alcohol,Btl Ottelia Chardonnay D,13.18,1.0,0.0
2025-06-08,mari,Delivery Alcohol,Btl Version 2 Pinot Grigio D,24.43,1.0,0.0
2025-06-08,mari,Delivery Alcohol,Corona 6-pack D,22.73,1.0,0.0
2025-06-08,mari,Delivery Alcohol,Corona D,5.45,1.0,0.0
2025-06-08,mari,Delivery Alcohol,Grifter Pale Ale Cans D,6.36,1.0,0.0
2025-06-08,mari,Delivery Alcohol,Grifter Serpents Kiss Can,7.27,1.0,0.0
2025-06-08,mari,Delivery Alcohol,Kuku Sauvignon Blanc D,50.52,2.0,0.0
2025-06-08,mari,Delivery Cocktails,Lychee Martini PartyJar (6),54.55,1.0,0.0
2025-06-08,mari,Delivery Cocktails,Margarita PartyJar (6),54.55,2.0,0.0
2025-06-08,mari,Delivery Cocktails,Margy Jar,44.67,2.0,0.0
2025-06-08,mari,Delivery Cocktails,Mulled Wine PartyJar (4),19.08,1.0,0.0
2025-06-08,mari,Dine-in Pizza,Gluten-free Hawaiian [Dine-in],22.0,1.0,0.0
2025-06-08,mari,Dine-in Pizza,Gluten-free Little Italy [Dine-in],22.73,1.0,0.0
2025-06-08,mari,Dine-in Pizza,Gluten-free Roma Special [Dine-in],20.0,1.0,0.0
2025-06-08,mari,Dine-in Pizza,Gluten-free Sanchez [Dine-in],23.64,1.0,0.0
2025-06-08,mari,Dine-in Pizza,Gluten-free The Paddock [Dine-in],20.91,1.0,0.0
2025-06-08,mari,Dine-in Pizza,Gluten-free Truffalo Soldier [Dine-in],22.73,1.0,0.0
2025-06-08,mari,Dine-in Pizza,Regular Cosmopolitan [Dine-in],19.09,1.0,0.0
2025-06-08,mari,Dine-in Pizza,Regular Hail Africa [Dine-in],389.81,18.0,0.0
2025-06-08,mari,Dine-in Pizza,Regular Hawaiian [Dine-in],19.0,1.0,0.0
2025-06-08,mari,Dine-in Pizza,Regular Little Italy [Dine-in],454.59,22.0,0.0
2025-06-08,mari,Dine-in Pizza,Regular Mexicana [Dine-in],51.81,3.0,0.0
2025-06-08,mari,Dine-in Pizza,Regular New Yorker [Dine-in],224.97,12.0,0.0
2025-06-08,mari,Dine-in Pizza,"Regular No Chorizo, No Cry [Dine-in]",441.25,20.0,0.0
2025-06-08,mari,Dine-in Pizza,Regular Sanchez VEGAN [Dine-in],88.61,4.0,0.0
2025-06-08,mari,Dine-in Pizza,Regular Sanchez [Dine-in],258.36,12.0,0.0
2025-06-08,mari,Dine-in Pizza,Regular Southern Lamb [Dine-in],18.18,1.0,0.0
2025-06-08,mari,Dine-in Pizza,Regular Super House Special [Dine-in],12.6,1.0,0.0
2025-06-08,mari,Dine-in Pizza,Regular Super Veg [Dine-in],17.27,1.0,0.0
2025-06-08,mari,Dine-in Pizza,Regular The Paddock [Dine-in],18.18,1.0,0.0
2025-06-08,mari,Dine-in Pizza,Regular Truffalo Soldier [Dine-in],141.39,7.0,0.0
2025-06-08,mari,Dine-in Pizza,Regular Uber Margherita [Dine-in],149.15,8.0,0.0
2025-06-08,mari,Marilyna's Pizza,1/2 BBQ Chicken,4.09,2.0,0.0
2025-06-08,mari,Marilyna's Pizza,1/2 Four Cheese,1.36,1.0,0.0
2025-06-08,mari,Marilyna's Pizza,1/2 Margherita,0.45,3.0,0.0
2025-06-08,mari,Marilyna's Pizza,1/2 Meatlovers,2.27,1.0,0.0
2025-06-08,mari,Marilyna's Pizza,1/2 Mexicana,3.18,2.0,0.0
2025-06-08,mari,Marilyna's Pizza,1/2 Pepperoni,2.68,6.0,0.0
2025-06-08,mari,Marilyna's Pizza,1/2 Sanchez,2.27,1.0,0.0
2025-06-08,mari,Marilyna's Pizza,1/2 Sorrento,2.27,1.0,0.0
2025-06-08,mari,Marilyna's Pizza,1/2 Super House,4.54,2.0,0.0
2025-06-08,mari,Marilyna's Pizza,1/2 Tandoori Chicken,4.09,2.0,0.0
2025-06-08,mari,Marilyna's Pizza,1/2 Truffalo Soldier,1.82,1.0,0.0
2025-06-08,mari,Marilyna's Pizza,Beef Lasagne,96.55,9.0,0.0
2025-06-08,mari,Marilyna's Pizza,Cheesy Garlic Bread,171.17,31.0,0.0
2025-06-08,mari,Marilyna's Pizza,Deal  - BBQ Wings,45.02,5.0,0.0
2025-06-08,mari,Marilyna's Pizza,Deal - BBQ Wings,9.09,1.0,0.0
2025-06-08,mari,Marilyna's Pizza,Delivery Fee - Curl Curl / Manly / Dee Why,25.0,5.0,0.0
2025-06-08,mari,Marilyna's Pizza,Delivery Fee - Freshwater / Queenscliff,69.88,19.0,0.0
2025-06-08,mari,Marilyna's Pizza,Delivery Fee [Me&U],96.22,26.0,0.0
2025-06-08,mari,Marilyna's Pizza,Fam - Cheesy Garlic Bread,0.91,1.0,0.0
2025-06-08,mari,Marilyna's Pizza,Family   Cosmopolitan,18.18,1.0,0.0
2025-06-08,mari,Marilyna's Pizza,Family   House Special,18.18,1.0,0.0
2025-06-08,mari,Marilyna's Pizza,Family   Margherita,18.18,1.0,0.0
2025-06-08,mari,Marilyna's Pizza,Family   Paddock,18.18,1.0,0.0
2025-06-08,mari,Marilyna's Pizza,Family   Sorrento,18.18,1.0,0.0
2025-06-08,mari,Marilyna's Pizza,Family   Super House,18.18,1.0,0.0
2025-06-08,mari,Marilyna's Pizza,Family   The Deli,18.18,1.0,0.0
2025-06-08,mari,Marilyna's Pizza,Family   Vegetarian,18.18,1.0,0.0
2025-06-08,mari,Marilyna's Pizza,Family  BBQ Chicken,18.18,1.0,0.0
2025-06-08,mari,Marilyna's Pizza,Family  Half Half,19.05,1.0,0.0
2025-06-08,mari,Marilyna's Pizza,Family  Hawaiian,54.54,3.0,0.0
2025-06-08,mari,Marilyna's Pizza,Family  Meatlovers,18.18,1.0,0.0
2025-06-08,mari,Marilyna's Pizza,Family  No Chorizo No Cry,18.18,1.0,0.0
2025-06-08,mari,Marilyna's Pizza,Family  Pepperoni,184.52,7.0,0.0
2025-06-08,mari,Marilyna's Pizza,Family  Roma Special,18.18,1.0,0.0
2025-06-08,mari,Marilyna's Pizza,Family  Sorrento,55.45,2.0,0.0
2025-06-08,mari,Marilyna's Pizza,Family  Super House,35.49,2.0,0.0
2025-06-08,mari,Marilyna's Pizza,Family BBQ Chicken Pizza,65.49,3.0,0.0
2025-06-08,mari,Marilyna's Pizza,Family Bubba Gump,104.14,4.0,0.0
2025-06-08,mari,Marilyna's Pizza,Family Cosmopolitan,53.15,2.0,0.0
