Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
Unlimited Dumplings,86,"$2,040.00",$185.31,$0.00,32%,48%,0%
Pepsi Max Glass,16,$72.00,$6.56,$0.00,6%,2%,0%
Pepsi Glass,16,$72.00,$6.55,$0.00,6%,2%,0%
Mulled Wine,8,$119.48,$10.84,$16.56,3%,3%,86%
Villa Fresco Sangiovese - Regular,8,$79.79,$7.26,$19.30,3%,2%,76%
"Lemon, Lime & Bitters",8,$40.00,$3.60,$0.00,3%,1%,0%
Fresh is Best Lager - Pint,6,$62.00,$5.65,$14.72,2%,1%,76%
White Light Pure Vodka [House],6,$50.00,$4.56,$9.12,2%,1%,82%
Fresh Lime Soda,6,$21.23,$1.95,$0.00,2%,0%,0%
Fried Rice,5,$116.51,$10.58,$0.00,2%,3%,0%
Hahn Super Dry GF,5,$54.21,$4.90,$13.40,2%,1%,75%
Petits Detours Rosé - Regular,4,$64.00,$5.81,$14.14,1%,1%,78%
Kuku Sauvignon Blanc - Regular,4,$56.46,$5.12,$11.66,1%,1%,79%
Lemonade Glass,4,$18.00,$1.64,$0.00,1%,0%,0%
Classic Margarita,4,$81.31,$7.40,$16.54,1%,2%,80%
Chicken,3,$12.39,$1.11,$0.00,1%,0%,0%
A. Rodda Chardonnay - Regular,3,$84.00,$7.65,$18.50,1%,2%,78%
Popcorn Cauliflower,3,$42.92,$3.90,$0.00,1%,1%,0%
Stone & Wood - Pint,3,$51.00,$4.65,$13.03,1%,1%,74%
Bundaberg Ginger Beer,3,$15.00,$1.35,$2.87,1%,0%,81%
Philter XPA - Pint,3,$27.00,$2.46,$9.00,1%,1%,67%
Dumplings - Prawn Har Gow [GF],3,$55.18,$5.03,$0.00,1%,1%,0%
Guinness Draught - Pint,3,$49.00,$4.45,$14.14,1%,1%,71%
Shredded Beef,3,$78.85,$7.15,$0.00,1%,2%,0%
Kids Unlimited Dumplings,2,$21.60,$1.92,$0.00,1%,1%,0%
Fresh is Best Lager - Schooner,2,$14.00,$1.28,$3.66,1%,0%,74%
Ottelia Chardonnay - Large,2,$45.00,$4.09,$11.53,1%,1%,74%
Stone & Wood - Schooner,2,$26.00,$2.36,$6.48,1%,1%,75%
Dark & Stormy,2,$28.00,$2.54,$7.58,1%,1%,73%
Kirin - Schooner,2,$28.00,$2.54,$7.56,1%,1%,73%
Outback Prawn Toast,2,$32.00,$2.90,$0.00,1%,1%,0%
Status Quo - Pint,2,$28.00,$2.54,$8.23,1%,1%,71%
Little Dragon Can,2,$25.00,$2.28,$7.07,1%,1%,72%
Corona,2,$21.35,$1.94,$5.16,1%,0%,76%
Grifter Pale - Pint,2,$23.10,$2.10,$6.66,1%,1%,71%
Version Two Pinot Grigio - Regular,2,$0.00,$0.00,$3.53,1%,0%,
Edamame,2,$22.00,$2.00,$0.00,1%,1%,0%
Cri De Couer Pinot Noir - Bottle,2,$254.00,$23.10,$124.30,1%,6%,51%
Ottelia Chardonnay - Regular,1,$14.40,$1.30,$3.46,0%,0%,76%
Chashu Pork Belly,1,$0.00,$0.00,$0.00,0%,0%,0%
Aperol Spritz,1,$14.00,$1.27,$3.55,0%,0%,75%
Crankshaft IPA - Schooner,1,$13.50,$1.23,$2.92,0%,0%,78%
Dumplings - Beef & Cabbage,1,$13.43,$1.22,$0.00,0%,0%,0%
Lemon Meringue Martini,1,$24.00,$2.18,$3.50,0%,1%,85%
Status Quo - Schooner,1,$13.50,$1.23,$3.07,0%,0%,77%
Peroni 0%,1,$9.00,$0.82,$1.85,0%,0%,79%
Grifter Pale - Schooner,1,$7.00,$0.64,$2.48,0%,0%,65%
Mie Goreng,1,$23.76,$2.16,$0.00,0%,1%,0%
Kids Fried Rice,1,$13.00,$1.18,$0.00,0%,0%,0%
Ginger Ale,1,$4.00,$0.36,$0.00,0%,0%,0%
Philter XPA - Schooner,1,$7.00,$0.64,$2.24,0%,0%,68%
Jasmine Rice,1,$4.13,$0.37,$0.00,0%,0%,0%
Espresso Martini,1,$14.00,$1.27,$3.24,0%,0%,77%
Negroni,1,$14.00,$1.27,$3.87,0%,0%,72%
Duck Spring Rolls,1,$16.53,$1.50,$0.00,0%,0%,0%
Flower Child,1,$22.00,$2.00,$2.91,0%,1%,87%
BBQ Pork Buns,1,$15.00,$1.36,$0.00,0%,0%,0%
Island Time,1,$24.00,$2.18,$4.33,0%,1%,82%
Gluten-free,1,$0.00,$0.00,$0.00,0%,0%,0%
Tonkotsu,1,$29.00,$2.64,$0.00,0%,1%,0%
Kirin - Pint,1,$18.50,$1.68,$5.07,0%,0%,73%
Ottelia Cab Sav - Regular,1,$17.00,$1.55,$4.61,0%,0%,73%
Heaps Normal Tin,1,$11.37,$1.03,$2.67,0%,0%,77%
Karaage Chicken,1,$16.00,$1.45,$0.00,0%,0%,0%
Chicken.,1,$2.00,$0.18,$0.00,0%,0%,0%
Fried Egg,1,$4.00,$0.36,$0.00,0%,0%,0%
,269,"$4,294.50",$390.14,$414.47,100%,100%,90%
